player_name,pos,team,conf,draft_year,draft_round,pick_in_round,pick_overall,pfr_draft_url,Year1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,rec_yds1,rec_tds1,rush_yds1,rush_tds1,pass_yds1,pass_tds1,team_pr_yds1,team_pr_tds1,team_ru_yds1,team_ru_tds1,Year2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,rec_yds2,rec_tds2,rush_yds2,rush_tds2,pass_yds2,pass_tds2,team_pr_yds2,team_pr_tds2,team_ru_yds2,team_ru_tds2,Year3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,rec_yds3,rec_tds3,rush_yds3,rush_tds3,pass_yds3,pass_tds3,team_pr_yds3,team_pr_tds3,team_ru_yds3,team_ru_tds3,Year4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,rec_yds4,rec_tds4,rush_yds4,rush_tds4,pass_yds4,pass_tds4,team_pr_yds4,team_pr_tds4,team_ru_yds4,team_ru_tds4,Year5,DOM5,DOM+5,PDOM5,PDOM+5,RDOM5,RDOM+5,rec_yds5,rec_tds5,rush_yds5,rush_tds5,pass_yds5,pass_tds5,team_pr_yds5,team_pr_tds5,team_ru_yds5,team_ru_tds5
Aundrae Allison,WR,East Carolina,CUSA,2007,5,9,146,https://www.pro-football-reference.com/years/2007/draft.htm,2005.0,0.4318181818181818,0.30227272727272725,0.007279829545454545,0.0050958806818181815,0.021494708994708994,0.015046296296296294,1024.0,7.0,65.0,0.0,41.0,0.0,2816.0,14.0,1512.0,17.0,2006.0,0.27090964590964595,0.18963675213675216,0.04408323158323159,0.03085826210826211,-0.003328894806924101,-0.0023302263648468705,708.0,4.0,-10.0,0.0,34.0,1.0,3024.0,13.0,1502.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolby Smith,RB,Oklahoma,Big 12,2007,5,11,148,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.007524343464148716,0.005267040424904101,0.0,0.0,0.03636932858106155,0.025458530006743085,51.0,0.0,131.0,1.0,0.0,0.0,3389.0,20.0,2966.0,35.0,2004.0,0.035411385974481555,0.024787970182137086,0.0,0.0,0.0,0.0,117.0,1.0,0.0,0.0,0.0,0.0,3463.0,27.0,3005.0,47.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,1.0,523.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,862.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.010008378734851126,0.009507959798108569,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4891.0,51.0,2779.0,45.0
Jeff Rowe,QB,Nevada,WAC,2007,5,14,151,https://www.pro-football-reference.com/years/2007/draft.htm,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,0.0,138.0,1.0,0.0,0.0,0.0,0.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,259.0,1.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2633.0,15.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,6.0,2925.0,21.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,4.0,1907.0,17.0,0.0,0.0,0.0,0.0
Kevin Boss,TE,Colorado,Pac-12,2007,5,16,153,https://www.pro-football-reference.com/years/2007/draft.htm,2006.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0029702970297029703,0.0,0.0,10.0,0.0,0.0,0.0,2024.0,9.0,1010.0,11.0,2013.0,0.004299534217126478,0.004084557506270154,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2791.0,20.0,1232.0,5.0,2015.0,0.12899636525480307,0.12254654699206291,0.0,0.0,0.000732421875,0.0006958007812499999,324.0,2.0,3.0,0.0,0.0,0.0,3111.0,13.0,2048.0,23.0,2016.0,0.22948825895780708,0.21801384600991672,0.0,0.0,0.0019425019425019425,0.0018453768453768453,787.0,5.0,10.0,0.0,0.0,0.0,3563.0,21.0,2574.0,29.0,2017.0,0.13391157894736844,0.127216,0.0,0.0,0.005520504731861199,0.005244479495268139,508.0,2.0,21.0,0.0,0.0,0.0,3125.0,19.0,1902.0,17.0
Dante Rosario,TE,Oregon,Pac-10,2007,5,18,155,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.061587591240875914,0.036952554744525544,0.0,0.0,0.04936831875607386,0.029620991253644313,131.0,2.0,55.0,1.0,0.0,0.0,3288.0,24.0,1715.0,15.0,2004.0,0.18939682980125558,0.11363809788075334,0.0,0.0,0.0,0.0,278.0,6.0,0.0,0.0,0.0,0.0,2621.0,22.0,1746.0,12.0,2005.0,0.05870279146141215,0.03522167487684729,0.0,0.0,0.0,0.0,168.0,2.0,0.0,0.0,0.0,0.0,3654.0,28.0,1612.0,16.0,2006.0,0.0957637337305387,0.057458240238323216,0.0,0.0,0.0,0.0,426.0,1.0,0.0,0.0,0.0,0.0,3133.0,18.0,2364.0,26.0,,,,,,,,,,,,,,,,,
David Clowney,WR,Virginia Tech,ACC,2007,5,20,157,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.09567077344284736,0.09088723477070498,0.0,0.0,0.0,0.0,263.0,2.0,0.0,0.0,0.0,0.0,2435.0,24.0,2317.0,18.0,2005.0,0.20848497102035313,0.19806072246933545,0.0,0.0,0.0,0.0,619.0,3.0,0.0,0.0,0.0,0.0,2473.0,18.0,2479.0,30.0,2006.0,0.08971646212441811,0.0852306390181972,0.0,0.0,-0.0016960651289009499,-0.0016112618724559023,424.0,0.0,-5.0,0.0,0.0,0.0,2363.0,13.0,1474.0,22.0,,,,,,,,,,,,,,,,,
Brent Celek,TE,Cincinnati,Big East,2007,5,25,162,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.007114191900766144,0.004979934330536301,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2741.0,14.0,1980.0,18.0,2004.0,0.20148306307346067,0.14103814415142246,0.0,0.0,0.0,0.0,254.0,8.0,0.0,0.0,0.0,0.0,2666.0,26.0,2201.0,17.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Roy Hall,WR,Ohio State,Big Ten,2007,5,32,169,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.012877939529675251,0.012877939529675251,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,2679.0,20.0,1639.0,14.0,2004.0,0.09034611469290804,0.09034611469290804,0.0,0.0,0.0,0.0,230.0,1.0,0.0,0.0,0.0,0.0,2105.0,14.0,1745.0,11.0,2005.0,0.024741506646971934,0.024741506646971934,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,2708.0,18.0,2360.0,23.0,2006.0,0.058592711596028704,0.058592711596028704,0.0,0.0,0.0,0.0,147.0,2.0,0.0,0.0,0.0,0.0,2791.0,31.0,2208.0,25.0,,,,,,,,,,,,,,,,,
Legedu Naanee,WR,Boise State,WAC,2007,5,35,172,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Troy Smith,QB,Ohio State,Big Ten,2007,5,37,174,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0,0.0,0.0,0.0,0.004270896888346553,0.004270896888346553,0.0,0.0,14.0,0.0,0.0,0.0,2679.0,20.0,1639.0,14.0,2004.0,0.0,0.0,0.4985408890397014,0.4985408890397014,0.0,0.0,0.0,0.0,0.0,0.0,896.0,8.0,2105.0,14.0,1745.0,11.0,2005.0,0.0,0.0,0.8657886098801904,0.8657886098801904,0.3685795873249816,0.3685795873249816,0.0,0.0,611.0,11.0,2282.0,16.0,2708.0,18.0,2360.0,23.0,2006.0,0.0,0.0,0.9392633002392483,0.9392633002392483,0.06619565217391304,0.06619565217391304,0.0,0.0,204.0,1.0,2542.0,30.0,2791.0,31.0,2208.0,25.0,,,,,,,,,,,,,,,,,
Oren O'Neal,RB,Arkansas State,Sun Belt,2007,6,1,175,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.01073197578425977,0.008156301596037425,0.0,0.0,0.060994764397905764,0.04635602094240838,39.0,0.0,42.0,2.0,0.0,0.0,1817.0,10.0,1910.0,20.0,2004.0,0.07583385777218377,0.057633731906859664,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,2270.0,14.0,1670.0,8.0,2005.0,0.04953078010072829,0.0376433928765535,0.0,0.0,0.05495295616089404,0.04176424668227947,47.0,1.0,34.0,2.0,0.0,0.0,2123.0,13.0,2318.0,21.0,2006.0,0.004610951008645533,0.0035043227665706054,0.0,0.0,0.014662027833001988,0.011143141153081512,16.0,0.0,59.0,0.0,0.0,0.0,1735.0,8.0,2012.0,12.0,,,,,,,,,,,,,,,,,
Reagan Maui'a,RB,Hawaii,WAC,2007,6,7,181,https://www.pro-football-reference.com/years/2007/draft.htm,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1.0,153.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Clayton,RB,Kansas State,Big 12,2007,6,12,186,https://www.pro-football-reference.com/years/2007/draft.htm,2002.0,0.0011844331641285956,0.0011252115059221658,0.0,0.0,0.008594346829640947,0.0081646294881589,7.0,0.0,45.0,0.0,0.0,0.0,2955.0,27.0,2618.0,20.0,2005.0,0.04981188863807374,0.047321294206170046,0.0,0.0,0.3342641261498029,0.3175509198423127,73.0,1.0,637.0,4.0,0.0,0.0,2215.0,15.0,1522.0,16.0,2006.0,0.00865051903114187,0.008217993079584776,0.0,0.0,0.2012984301937208,0.19123350868403474,45.0,0.0,322.0,3.0,0.0,0.0,2601.0,10.0,1497.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Filani,WR,Texas Tech,Big 12,2007,6,14,188,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0007282731833630037,0.0006918595241948535,0.0,0.0,0.0025053686471009306,0.002380100214745884,9.0,0.0,7.0,0.0,0.0,0.0,6179.0,53.0,1397.0,20.0,2004.0,0.061730363538242655,0.05864384536133052,0.0,0.0,0.0,0.0,310.0,2.0,0.0,0.0,0.0,0.0,4796.0,34.0,1104.0,23.0,2005.0,0.22555533143390233,0.2142775648622072,0.0,0.0,0.02102803738317757,0.019976635514018688,1007.0,8.0,54.0,0.0,0.0,0.0,4666.0,34.0,1284.0,25.0,2006.0,0.301998750780762,0.2868988132417239,0.0,0.0,0.016683022571148183,0.015848871442590774,1300.0,13.0,34.0,0.0,0.0,0.0,4803.0,39.0,1019.0,13.0,,,,,,,,,,,,,,,,,
Deon Anderson,RB,Connecticut,Big East,2007,6,21,195,https://www.pro-football-reference.com/years/2007/draft.htm,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,1.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Courtney Taylor,WR,Auburn,SEC,2007,6,23,197,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.07583033213285315,0.07583033213285315,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,2499.0,10.0,2392.0,32.0,2004.0,0.23941023979261178,0.23941023979261178,0.0,0.0,0.0,0.0,737.0,6.0,0.0,0.0,0.0,0.0,3086.0,25.0,2383.0,27.0,2005.0,0.08000447236283059,0.08000447236283059,0.03172328271431766,0.03172328271431766,0.0023615285530270503,0.0023615285530270503,278.0,1.0,11.0,0.0,28.0,1.0,2589.0,19.0,2329.0,28.0,2006.0,0.22822144447979636,0.22822144447979636,0.0,0.0,0.01816294758692268,0.01816294758692268,704.0,2.0,70.0,0.0,0.0,0.0,2245.0,14.0,1927.0,21.0,,,,,,,,,,,,,,,,,
Jordan Palmer,QB,UTEP,CUSA,2007,6,31,205,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,3.0,1168.0,7.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2818.0,26.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.9855835874688106,0.6899085112281673,0.05437536542584291,0.038062755798090035,0.0,0.0,-50.0,2.0,3503.0,29.0,3607.0,29.0,1466.0,14.0,2006.0,0.0,0.0,0.9270984513071114,0.648968915914978,0.0002713458755426931,0.00018994211287988517,0.0,0.0,-86.0,1.0,3595.0,26.0,3754.0,29.0,691.0,8.0,,,,,,,,,,,,,,,,,
Justise Hairston,RB,Rutgers,Big East,2007,6,34,208,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,550.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Kent,WR,Oregon,Pac-10,2007,6,36,210,https://www.pro-football-reference.com/years/2007/draft.htm,2005.0,0.03345648604269294,0.020073891625615764,0.0,0.0,0.0,0.0,114.0,1.0,0.0,0.0,0.0,0.0,3654.0,28.0,1612.0,16.0,2006.0,0.18947051104727453,0.1136823066283647,0.0,0.0,0.004653130287648054,0.0027918781725888324,491.0,4.0,22.0,0.0,0.0,0.0,3133.0,18.0,2364.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Patrick,TE,Duke,ACC,2007,7,5,215,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.11564480741101901,0.10986256704046805,0.0,0.0,0.0,0.0,218.0,1.0,0.0,0.0,0.0,0.0,2051.0,8.0,2065.0,16.0,2004.0,0.13288912579957357,0.1262446695095949,0.0,0.0,0.0,0.0,311.0,1.0,0.0,0.0,0.0,0.0,1876.0,10.0,1055.0,7.0,2005.0,0.0946656649135988,0.08993238166791886,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,1331.0,5.0,1398.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Ecker,TE,Michigan,Big Ten,2007,7,6,216,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.013920454545454545,0.013920454545454545,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,3520.0,26.0,2287.0,29.0,2004.0,0.06808586762075135,0.06808586762075135,0.0,0.0,0.0,0.0,157.0,2.0,0.0,0.0,0.0,0.0,2795.0,25.0,1843.0,15.0,2005.0,0.09680909919291851,0.09680909919291851,0.0,0.0,0.0,0.0,285.0,2.0,0.0,0.0,0.0,0.0,2672.0,23.0,1939.0,16.0,2006.0,0.07599040045848557,0.07599040045848557,0.0,0.0,0.0,0.0,155.0,2.0,0.0,0.0,0.0,0.0,2538.0,22.0,2282.0,21.0,,,,,,,,,,,,,,,,,
Tyler Thigpen,QB,Western Kentucky,CUSA,2007,7,7,217,https://www.pro-football-reference.com/years/2007/draft.htm,2011.0,0.06836291198840999,0.051955813111191594,0.0,0.0,0.0,0.0,92.0,1.0,0.0,0.0,0.0,0.0,2008.0,11.0,2179.0,25.0,2013.0,0.060261312938177186,0.04579859783301466,0.0,0.0,0.0,0.0,169.0,1.0,0.0,0.0,0.0,0.0,3138.0,15.0,2364.0,31.0,2014.0,0.06444970096546633,0.04511479067582643,0.0,0.0,0.0,0.0,230.0,4.0,0.0,0.0,0.0,0.0,4866.0,49.0,2084.0,21.0,2015.0,0.13402034158510842,0.09381423910957588,0.0,0.0,0.0,0.0,563.0,8.0,0.0,0.0,0.0,0.0,5211.0,50.0,2165.0,30.0,,,,,,,,,,,,,,,,,
Derek Schouman,TE,Boise State,WAC,2007,7,12,222,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Dallas Baker,WR,Florida,SEC,2007,7,17,227,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.05775862068965518,0.05775862068965518,0.0,0.0,0.0,0.0,209.0,1.0,0.0,0.0,0.0,0.0,3190.0,20.0,1898.0,21.0,2004.0,0.14922564847302755,0.14922564847302755,0.0,0.0,0.0,0.0,410.0,5.0,0.0,0.0,0.0,0.0,3253.0,29.0,1870.0,20.0,2005.0,0.253125,0.253125,0.0,0.0,0.0,0.0,697.0,5.0,0.0,0.0,0.0,0.0,2720.0,20.0,1761.0,19.0,2006.0,0.31159684907924257,0.31159684907924257,0.0,0.0,0.0,0.0,920.0,10.0,0.0,0.0,0.0,0.0,3305.0,29.0,2240.0,24.0,,,,,,,,,,,,,,,,,
DeShawn Wynn,RB,Florida,SEC,2007,7,18,228,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.03785266457680251,0.03785266457680251,0.0,0.0,0.30892167193537057,0.30892167193537057,82.0,1.0,540.0,7.0,0.0,0.0,3190.0,20.0,1898.0,21.0,2004.0,0.01152782047340916,0.01152782047340916,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,3253.0,29.0,1870.0,20.0,2005.0,0.07959558823529411,0.07959558823529411,0.0,0.0,0.3605307988881915,0.3605307988881915,161.0,2.0,621.0,7.0,0.0,0.0,2720.0,20.0,1761.0,19.0,2006.0,0.008774583963691377,0.008774583963691377,0.0,0.0,0.28102678571428574,0.28102678571428574,58.0,0.0,699.0,6.0,0.0,0.0,3305.0,29.0,2240.0,24.0,,,,,,,,,,,,,,,,,
John Broussard,WR,San Jose State,WAC,2007,7,19,229,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Michael Allan,TE,Nevada-Las Vegas,MWC,2007,7,21,231,https://www.pro-football-reference.com/years/2007/draft.htm,2022.0,0.0382413420713937,0.03632927496782402,0.0,0.0,0.09060175794455713,0.08607167004732927,97.0,1.0,268.0,0.0,0.0,0.0,2939.0,23.0,1479.0,8.0,2023.0,0.013090043633478779,0.01243554145180484,0.0,0.0,0.08801687108627024,0.08361602753195672,66.0,0.0,251.0,1.0,0.0,0.0,2521.0,19.0,2034.0,19.0,2024.0,0.0,0.0,0.0,0.0,0.0158404224112643,0.012038721032560868,0.0,0.0,108.0,0.0,0.0,0.0,2417.0,25.0,3409.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler Williams,WR,Florida International,Sun Belt,2007,7,23,233,https://www.pro-football-reference.com/years/2007/draft.htm,2005.0,0.23905862923203963,0.18168455821635013,0.0,0.0,0.009272997032640949,0.007047477744807121,870.0,2.0,25.0,0.0,0.0,0.0,2595.0,14.0,1348.0,12.0,2006.0,0.2569739952718676,0.19530023640661937,0.0,0.0,-0.006598240469208211,-0.005014662756598241,664.0,1.0,-9.0,0.0,0.0,0.0,2115.0,5.0,682.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndric Steptoe,WR,Arizona,Pac-10,2007,7,24,234,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.017468239564428313,0.010480943738656988,0.0,0.0,0.001009421265141319,0.0006056527590847914,77.0,0.0,3.0,0.0,0.0,0.0,2204.0,14.0,1486.0,10.0,2004.0,0.26886993603411513,0.16132196162046908,0.0,0.0,0.0,0.0,446.0,3.0,0.0,0.0,0.0,0.0,1876.0,10.0,1302.0,9.0,2005.0,0.12405567845068659,0.07443340707041195,0.0,0.0,0.027198211624441134,0.01631892697466468,493.0,1.0,73.0,0.0,0.0,0.0,2522.0,19.0,1342.0,11.0,2006.0,0.25142731664470797,0.15085638998682477,0.0,0.0,0.016831683168316833,0.0100990099009901,568.0,2.0,34.0,0.0,0.0,0.0,2024.0,9.0,1010.0,11.0,,,,,,,,,,,,,,,,,
Chansi Stuckey,WR,Clemson,ACC,2007,7,25,235,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0013561160835367507,0.0012883102793599132,0.0566325868798717,0.053800957535878116,0.09085530013904913,0.08631253513209668,10.0,0.0,136.0,2.0,97.0,2.0,3687.0,23.0,1779.0,19.0,2004.0,0.06766553890768487,0.06428226196230062,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,2069.0,7.0,1183.0,15.0,2005.0,0.28139618567830155,0.26732637639438644,0.0,0.0,0.021241830065359478,0.020179738562091504,770.0,4.0,78.0,0.0,0.0,0.0,2779.0,14.0,1836.0,20.0,2006.0,0.2227755644090305,0.21163678618857898,0.0,0.0,0.006002824858757062,0.005702683615819209,700.0,3.0,34.0,0.0,0.0,0.0,2510.0,18.0,2832.0,31.0,,,,,,,,,,,,,,,,,
Nate Ilaoa,RB,Hawaii,WAC,2007,7,26,236,https://www.pro-football-reference.com/years/2007/draft.htm,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,3.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,1.0,643.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,5.0,990.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clark Harris,TE,Rutgers,Big East,2007,7,33,243,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Jason Snelling,RB,Virginia,ACC,2007,7,34,244,https://www.pro-football-reference.com/years/2007/draft.htm,2002.0,0.11122749844816884,0.1056661235257604,0.0,0.0,0.010692177827799663,0.01015756893640968,314.0,4.0,38.0,0.0,0.0,0.0,3222.0,32.0,1777.0,16.0,2004.0,0.00899861559760037,0.00854868481772035,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2167.0,9.0,2914.0,34.0,2005.0,0.02608047690014903,0.024776453055141576,0.0,0.0,0.14497369959088252,0.13772501461133838,140.0,0.0,325.0,2.0,0.0,0.0,2684.0,15.0,1711.0,20.0,2006.0,0.07472178060413355,0.07098569157392687,0.0,0.0,0.6136016124548235,0.5829215318320823,282.0,0.0,772.0,7.0,0.0,0.0,1887.0,8.0,1199.0,12.0,,,,,,,,,,,,,,,,,
Kenneth Darby,RB,Alabama,SEC,2007,7,36,246,https://www.pro-football-reference.com/years/2007/draft.htm,2003.0,0.0008028904054596548,0.0008028904054596548,0.0,0.0,0.04477250726040658,0.04477250726040658,4.0,0.0,185.0,0.0,0.0,0.0,2491.0,17.0,2066.0,17.0,2004.0,0.06723206164053722,0.06723206164053722,0.0,0.0,0.0,0.0,74.0,1.0,0.0,0.0,0.0,0.0,1699.0,11.0,2221.0,21.0,2005.0,0.025413939160569887,0.025413939160569887,0.0,0.0,0.4881578947368421,0.4881578947368421,132.0,0.0,1242.0,3.0,0.0,0.0,2597.0,16.0,1710.0,12.0,2006.0,0.05126892342288078,0.05126892342288078,0.0,0.0,0.2609375,0.2609375,130.0,1.0,835.0,0.0,0.0,0.0,2767.0,18.0,1600.0,10.0,,,,,,,,,,,,,,,,,
