player_name,pos,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,DOM,DOM+,PDOM,PDOM+,RDOM,RDOM+,ADJ%,aimed_passes,attempts,aDOT,ATT,MTF,big_time_throws,breakaway_attempts,Break%,breakaway_yards,BTT%,REC%,Comp%,completions,CC%,contested_receptions,contested_targets,def_gen_pressures,designed_yards,Drop%,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,ELU,10+,FUM,gap_attempts,hit_as_threw,interceptions,passing_snaps,pressure_to_sack_rate,qb_rating,rec_yards,receptions,route_rate,routes,run_plays,sack_percent,sacks,scramble_yards,scrambles,Slot%,slot_snaps,targets,total_touches,turnover_worthy_plays,TWP%,Wide%,wide_snaps,yards_after_catch,YAC/R,yards_after_contact,Y/REC,YCO/A,ypa,Y/RR,zone_attempts,Speed,BMI,SpeedxBMI
Sam Rogers,RB,1999-05-17,Virginia Tech,ACC,2017,6,,,0.075,0.071,0.002,0.002,0.115,0.11,,,61.0,,,11.0,,3.0,25.0,63.0,,,,,,,,,252.0,,,1.0,7.0,11.0,156.0,59.8,6.0,1.0,17.0,,,,,,193.0,16.0,,205.0,277.0,,,0.0,0.0,,,24.0,77.0,,,,,,,156.0,,2.56,4.1,0.94,44.0,,,
Brandon Wilson,RB,1994-07-27,Houston,American,2017,6,,,0.007,0.006,0.0,0.0,0.05,0.043,,,37.0,,,8.0,,2.0,18.6,35.0,,,,,,,,,188.0,,,0.0,2.0,8.0,126.0,79.2,6.0,0.0,20.0,,,,,,49.0,6.0,,27.0,52.0,,,0.0,0.0,,,6.0,43.0,,,,,,,126.0,,3.41,5.1,1.81,10.0,,,
Robert Davis,WR,1995-04-02,Georgia State,Sun Belt,2017,6,2013.0,18.418,0.224,0.17,0.0,0.0,0.0,0.0,,,,12.4,,6.0,,,,,,63.5,,,,0.0,0.0,,,6.2,,4.0,,,,59.3,,2.0,,,0.0,,,,,61.0,94.3,509.0,,,,,,8.9,48.0,96.0,,,,90.9,491.0,337.0,5.5,,16.1,,,1.93,,4.44,27.37,121.52280000000002
Brad Kaaya,QB,1995-09-03,Miami (FL),ACC,2017,6,2014.0,18.995,0.0,0.0,0.996,0.946,-0.014,-0.013,71.0,400.0,422.0,9.5,2.48,1.0,20.0,0.0,0.0,0.0,4.6,,61.8,261.0,,,,103.0,-15.0,8.1,452.0,23.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,5.0,7.0,469.0,23.3,102.9,0.0,0.0,,0.0,385.0,5.3,24.0,30.0,5.0,,,0.0,21.0,12.0,2.6,,,,,16.0,,0.62,8.4,,3.0,4.758,26.046,123.926868
Stacy Coley,WR,1994-05-13,Miami (FL),ACC,2017,7,2013.0,19.305,0.272,0.259,0.0,0.0,0.0,0.0,,,,12.5,,9.0,,,,,,62.4,,,,0.0,0.0,,,7.4,,5.0,,,,,,0.0,,,3.0,,,,,63.0,96.0,384.0,,,,,,44.5,178.0,101.0,,,,55.5,222.0,325.0,5.2,,12.0,,,1.96,,4.45,25.724,114.4718
David Moore,WR,1995-01-15,Central Michigan,MAC,2017,7,,,0.0,0.0,0.02,0.014,0.009,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,27.122,131.81292000000002
Isaiah Ford,WR,1996-02-09,Virginia Tech,ACC,2017,7,2014.0,18.56,0.345,0.328,0.001,0.001,0.009,0.009,,,,14.1,,8.0,,,,,,58.6,,,,0.0,0.0,,,7.2,,6.0,,,,40.2,,0.5,,,2.5,,,,,77.0,95.05,459.5,,,,,,5.15,24.0,131.5,,,,94.85,459.0,344.0,4.45,,14.65,,,2.47,,4.61,25.592,117.97912000000001
Devante Mays,RB,1994-05-26,Utah State,MWC,2017,7,2015.0,21.268,0.002,0.001,0.0,0.0,0.43,0.327,,,165.0,,,24.0,,12.0,40.9,401.0,,,,,,,,,981.0,,,0.0,0.0,24.0,470.0,41.2,26.0,0.0,50.0,,,,,,9.0,1.0,,67.0,198.0,,,0.0,0.0,,,2.0,166.0,,,,,,,470.0,,2.85,5.9,0.13,102.0,,,
Noah Brown,WR,1996-01-06,Ohio State,Big Ten,2017,7,2016.0,20.654,0.207,0.207,0.0,0.0,0.0,0.0,,,,12.6,,8.0,,,,,,65.3,,,,0.0,0.0,,,8.6,,3.0,,,,,,0.0,,,0.0,,,,,32.0,93.8,242.0,,,,,,13.2,34.0,49.0,,,,86.4,223.0,98.0,3.1,,12.6,,,1.66,,4.579,28.5,130.5015
Marquez Williams,RB,1994-07-16,Miami (FL),ACC,2017,7,,,0.021,0.02,0.0,0.0,0.0,0.0,,,1.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,19.0,2.0,,33.0,113.0,,,0.0,0.0,,,5.0,3.0,,,,,,,1.0,,1.0,1.0,0.58,0.0,,,
Khalfani Muhammad,RB,1994-09-26,California,Pac-12,2017,7,2013.0,18.932,0.031,0.029,0.0,0.0,0.319,0.303,,,152.0,,,22.0,,10.0,31.4,260.0,,,,,,,,,827.0,,,2.0,5.0,22.0,446.0,,28.0,0.0,53.0,,,,,,132.0,17.0,,154.0,163.0,,,0.0,0.0,,,20.0,169.0,,,,,,,446.0,,2.93,5.4,0.86,90.0,,,
Elijah Hood,RB,1996-04-22,North Carolina,ACC,2017,7,2015.0,19.359,0.014,0.013,0.0,0.0,0.431,0.409,,,182.0,,,48.0,,22.0,48.65,557.0,,,,,,,,,1162.5,,,0.5,5.5,48.0,720.5,97.8,36.5,3.0,68.0,,,,,,107.0,19.0,,165.5,259.5,,,0.0,0.0,,,20.5,201.0,,,,,,,720.5,,3.925,6.3,0.695,108.0,4.614,31.461,145.16105399999998
Malachi Dupre,WR,1995-10-12,LSU,SEC,2017,7,2014.0,18.888,0.323,0.323,0.0,0.0,0.0,0.0,,,,14.75,,3.0,,,,,,59.75,,,,0.0,0.0,,,8.5,,4.0,,,,117.0,,0.0,,,3.5,,,,,42.5,95.25,257.5,,,,,,65.3,176.0,71.5,,,,34.1,93.0,179.5,4.2,,15.25,,,2.52,,4.52,25.162,113.73223999999999
Chris Carson,RB,1994-09-16,Oklahoma State,Big 12,2017,7,2015.0,20.958,0.032,0.031,0.003,0.003,0.266,0.253,,,83.0,,,31.0,,14.0,46.2,256.0,,,,,,,,,554.0,,,2.0,4.0,31.0,332.0,145.8,22.0,1.0,10.0,,,,,,128.0,13.0,,129.0,93.0,,,0.0,0.0,,,17.0,96.0,,,,,,,332.0,,4.0,6.7,0.99,66.0,4.58,29.563,135.39854
Mason Schreck,TE,1993-11-04,Buffalo,MAC,2017,7,2016.0,22.825,0.317,0.222,0.0,0.0,0.0,0.0,,,,8.5,,4.0,,,,,,64.8,,,,0.0,0.0,,,7.8,,5.0,,,,,,0.0,,,3.0,,,,,59.0,85.3,371.0,,,,,,62.8,273.0,91.0,,,,1.4,6.0,269.0,4.6,,11.0,,,1.75,,,,
Matthew Dayes,RB,1994-09-03,North Carolina State,ACC,2017,7,2013.0,18.995,0.039,0.037,0.0,0.0,0.505,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,30.27,135.30689999999998
Chad Kelly,QB,1994-03-26,Ole Miss,SEC,2017,7,2015.0,21.435,0.0,0.0,0.812,0.812,0.259,0.259,73.5,370.0,394.0,10.1,2.36,14.5,24.0,2.5,11.3,61.5,5.6,,63.65,251.5,,,,141.5,233.0,7.9,443.0,21.5,0.0,9.0,121.0,38.3,20.0,7.0,21.5,4.5,10.5,469.0,13.7,100.8,0.0,0.0,,1.0,267.0,4.3,19.0,295.5,29.0,,,0.0,49.0,19.5,4.2,,,,,257.5,,3.155,8.6,0.0,13.5,,,
Baker Mayfield,QB,1995-04-14,Oklahoma,Big 12,2018,1,2015.0,20.383,0.005,0.005,0.929,0.883,0.128,0.121,80.2,369.0,383.0,10.75,2.99,13.0,25.5,4.5,25.8,105.5,6.3,,70.5,270.0,,,,120.0,238.5,8.75,434.0,26.0,0.0,7.5,89.0,58.8,14.5,5.5,15.0,1.0,7.0,453.5,17.3,136.0,1.0,0.5,,2.5,463.0,4.75,21.0,137.0,25.0,,,0.5,52.0,12.5,2.7,,,,,179.5,,2.315,11.2,0.335,15.0,4.84,28.363,137.27692
Saquon Barkley,RB,1997-02-09,Penn State,Big Ten,2018,1,2015.0,18.557,0.127,0.127,0.01,0.01,0.554,0.554,,,245.0,,,55.5,,23.0,55.55,766.5,,,,,,,,,1381.5,,,2.5,11.0,55.5,832.5,63.3,37.5,1.0,79.0,,,,,,513.5,41.0,,278.5,333.0,,,0.0,0.0,,,51.0,286.0,,,,,,,832.5,,3.41,5.65,1.825,158.5,4.4,31.597,139.0268
Sam Darnold,QB,1997-06-05,USC,Pac-12,2018,1,2016.0,19.242,0.0,0.0,0.995,0.945,0.102,0.097,70.3,455.0,483.0,10.9,2.59,6.0,35.0,1.0,15.8,39.0,7.0,,62.7,303.0,,,,169.0,13.0,5.3,541.0,17.0,0.0,1.0,17.0,1.2,12.0,12.0,3.0,2.0,13.0,559.0,16.6,96.8,0.0,0.0,,1.0,463.0,5.2,28.0,234.0,27.0,,,0.0,38.0,30.0,5.4,,,,,116.0,,1.78,8.6,0.0,7.0,4.85,27.62,133.957
Josh Allen,QB,1991-10-30,Wyoming,MWC,2018,1,2003.0,11.838,0.074,0.057,0.033,0.025,0.029,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,28.101,133.47975
Josh Rosen,QB,1997-02-10,UCLA,Pac-12,2018,1,2015.0,18.554,0.0,0.0,0.914,0.868,0.031,0.029,72.4,437.5,471.5,9.15,2.625,1.0,28.5,0.0,0.0,0.0,5.75,,61.05,287.5,,,,159.0,9.0,9.15,502.5,29.0,0.0,0.0,6.0,0.0,4.5,7.5,0.5,2.0,10.5,526.5,13.1,93.95,0.0,0.0,,0.5,338.5,4.0,20.0,102.5,11.0,,,0.0,18.5,25.5,4.8,,,,,32.0,,1.07,7.9,0.0,7.0,4.92,27.507,135.33444
D.J. Moore,WR,1987-03-22,Maryland,Big Ten,2018,1,2016.0,29.448,0.533,0.533,0.004,0.004,0.042,0.042,,,,3.4,,2.0,,,,,,72.7,,,,0.0,0.0,,,11.1,,1.0,,,,,,1.0,,,0.0,,,,,8.0,69.1,56.0,,,,,,19.8,16.0,11.0,,,,7.4,6.0,52.0,6.5,,8.6,,,1.23,,4.42,28.478,125.87276
Hayden Hurst,TE,1993-08-24,South Carolina,SEC,2018,1,,,0.156,0.156,0.0,0.0,0.041,0.041,,,,8.8,,7.0,,,,,,67.7,,,55.6,5.0,9.0,,,0.0,,0.0,,,,,,0.0,,,4.0,,,,,44.0,83.8,394.0,,,,,,53.8,253.0,65.0,,,,3.4,16.0,288.0,6.5,,12.7,,,1.42,,4.67,30.428,142.09876
Calvin Ridley,WR,1994-12-20,Alabama,SEC,2018,1,2015.0,20.698,0.29,0.29,0.0,0.0,0.001,0.001,,,,10.3,,7.5,,,,,,68.65,,,18.8,1.5,8.0,,,8.65,,7.0,,,,19.3,,0.0,,,1.5,,,,,76.0,95.8,387.0,,,,,,20.9,83.5,110.0,,,,78.0,316.5,479.0,6.3,,13.5,,,2.615,,4.43,25.63,113.5409
Rashaad Penny,RB,1996-02-02,San Diego State,MWC,2018,1,2016.0,20.58,0.112,0.085,0.0,0.0,0.69,0.525,,,290.0,,,86.0,,35.0,56.6,1276.0,,,,,,,,,2231.0,,,1.0,3.0,86.0,1297.0,,58.0,2.0,166.0,,,,,,129.0,19.0,,135.0,326.0,,,23.0,1.0,,,25.0,308.0,,,,,,,1297.0,,4.47,7.8,0.96,106.0,4.46,30.68,136.8328
Sony Michel,RB,1995-02-17,Georgia,SEC,2018,1,2015.0,20.537,0.101,0.101,0.0,0.0,0.383,0.383,,,188.0,,,42.0,,20.5,51.2,621.5,,,,,,,,,1209.5,,,1.5,9.0,42.0,678.5,107.4,32.0,2.0,54.5,,,,,,161.5,17.0,,142.5,215.0,,,0.0,0.0,,,24.5,205.0,,,,,,,678.5,,3.67,6.65,1.05,123.0,4.54,29.844,135.49176
Lamar Jackson,QB,1997-01-07,Louisville,ACC,2018,1,2015.0,18.648,0.0,0.0,0.936,0.89,0.529,0.502,70.6,390.0,420.0,11.7,3.075,50.5,19.0,27.5,42.0,765.5,4.35,,57.5,241.5,,,,184.5,1327.0,12.35,510.0,34.0,0.0,34.0,567.5,65.5,62.5,10.5,61.5,3.0,9.5,531.0,21.4,98.85,0.0,0.0,,1.0,364.5,7.75,39.5,496.0,50.0,,,0.0,158.0,19.0,3.55,,,,,873.5,,4.21,8.55,0.0,85.5,4.777,27.73,132.46621000000002
Nick Chubb,RB,1995-12-27,Georgia,SEC,2018,2,2014.0,18.68,0.027,0.027,0.0,0.0,0.401,0.401,,,223.5,,,46.0,,19.5,41.15,513.5,,,,,,,,,1237.0,,,0.5,1.5,46.0,828.0,87.9,38.5,1.5,113.5,,,,,,58.0,4.5,,83.5,261.5,,,0.0,0.0,,,6.0,228.0,,,,,,,828.0,,3.705,5.5,0.655,102.0,4.52,31.657,143.08963999999997
Ronald Jones II,RB,1997-08-03,North Carolina State,ACC,2018,2,2017.0,20.079,0.025,0.023,0.0,0.0,0.627,0.595,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton,WR,1995-10-10,SMU,American,2018,2,2015.0,19.893,0.369,0.313,0.0,0.0,0.01,0.008,,,,14.95,,13.0,,,,,,56.0,,,46.4,6.5,14.0,,,6.5,,5.0,,,,,,0.0,,,4.5,,,,,72.0,94.25,463.0,,,,,,18.0,88.0,128.5,,,,82.0,403.0,321.0,4.5,,16.15,,,2.53,,4.54,27.245,123.6923
Mike Gesicki,TE,1995-10-03,Penn State,Big Ten,2018,2,2017.0,21.914,0.215,0.215,0.0,0.0,0.0,0.0,,,,9.0,,7.0,,,,,,72.2,,,75.0,9.0,12.0,,,5.0,,3.0,,,,0.0,,0.0,,,4.0,,,,,57.0,87.7,372.0,,,,,,40.6,172.0,79.0,,,,0.7,3.0,263.0,4.6,,9.9,,,1.51,,4.54,29.287,132.96298
Kerryon Johnson,RB,1997-06-30,Auburn,SEC,2018,2,2016.0,19.173,0.077,0.077,0.024,0.024,0.492,0.492,,,285.0,,,50.0,,17.0,32.0,446.0,,,,,,,,,1394.0,,,0.0,7.0,50.0,826.0,,31.0,1.0,119.0,,,,,,193.0,24.0,,205.0,341.0,,,0.0,0.0,,,25.0,309.0,,,,,,,826.0,,2.9,4.9,0.94,163.0,4.539,29.704,134.826456
Dante Pettis,WR,1995-10-23,Washington,Pac-12,2018,2,2016.0,20.86,0.316,0.3,0.006,0.006,0.01,0.01,,,,11.3,,6.0,,,,,,63.3,,,47.4,9.0,19.0,,,4.6,,3.0,,,,,,2.0,,,2.0,,,,,62.0,94.6,295.0,,,,,,15.4,48.0,98.0,,,,84.0,262.0,282.0,4.5,,12.2,,,2.57,,4.44,25.223,111.99012
Christian Kirk,WR,1996-11-18,Texas A&M,SEC,2018,2,2015.0,18.784,0.368,0.368,0.0,0.0,0.008,0.008,,,,10.2,,8.0,,,,,,63.4,,,42.9,9.0,21.0,,,7.8,,6.0,,,,,,0.0,,,2.0,,,,,71.0,94.8,400.0,,,,,,93.8,396.0,112.0,,,,2.8,12.0,381.0,5.4,,12.9,,,2.3,,4.47,28.837,128.90139
Dallas Goedert,TE,1995-01-03,PHI,,2018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.764,30.354,144.606456
Anthony Miller,WR,1994-10-09,Tulane,American,2018,2,,,0.099,0.084,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.509,28.031,126.391779
Derrius Guice,RB,1997-06-21,LSU,SEC,2018,2,2016.0,19.198,0.074,0.074,0.0,0.0,0.475,0.475,,,210.0,,,46.0,,18.5,44.75,601.0,,,,,,,,,1321.0,,,1.0,4.0,46.0,756.5,111.7,32.0,2.0,111.5,,,,,,115.0,13.5,,86.0,254.5,,,0.0,0.0,,,17.0,223.5,,,,,,,756.5,,3.665,6.45,1.345,87.0,4.49,32.137,144.29513
James Washington,WR,1996-04-02,Oklahoma State,Big 12,2018,2,2011.0,15.414,0.23,0.219,0.0,0.0,0.006,0.005,,,,17.0,,3.0,,,,,,45.9,,,,0.0,0.0,,,6.7,,2.0,,,,10.3,,0.0,,,2.0,,,,,28.0,94.0,296.0,,,,,,5.7,18.0,61.0,,,,94.3,297.0,139.0,5.0,,16.3,,,1.54,,4.54,29.704,134.85616000000002
DJ Chark,WR,1996-09-23,LSU,SEC,2018,2,2016.0,19.94,0.253,0.253,0.0,0.0,0.032,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royce Freeman,RB,1996-02-24,Oregon,Pac-12,2018,3,2014.0,18.519,0.058,0.055,0.0,0.0,0.464,0.441,,,263.0,,,66.5,,29.0,41.9,703.0,,,,,,,,,1658.0,,,1.5,8.0,66.5,945.0,108.6,54.0,2.0,92.0,,,,,,252.5,20.5,,204.5,334.0,,,0.0,0.0,,,24.0,283.5,,,,,,,945.0,,3.58,6.3,1.2,158.5,4.54,31.936,144.98944
Mason Rudolph,QB,1995-07-17,Oklahoma State,Big 12,2018,3,2015.0,20.126,0.0,0.0,0.985,0.935,0.154,0.147,73.7,472.0,490.0,12.1,2.57,5.0,29.0,1.0,13.7,16.0,5.5,,65.1,319.0,,,,123.0,49.0,8.3,529.0,29.0,0.0,4.0,22.0,78.8,7.0,7.0,2.0,1.0,9.0,563.0,19.5,115.6,0.0,0.0,,1.0,404.0,4.5,24.0,68.0,13.0,,,0.0,32.0,20.0,3.6,,,,,82.0,,1.82,10.0,0.0,19.0,4.9,27.864,136.5336
Michael Gallup,WR,1996-03-04,Colorado State,MWC,2018,3,2016.0,20.496,0.374,0.284,0.0,0.0,0.001,0.001,,,,12.65,,18.5,,,,,,64.6,,,54.3,9.5,17.5,,,6.2,,6.0,,,,73.1,,1.0,,,0.5,,,,,88.0,95.7,368.5,,,,,,12.8,47.5,137.5,,,,87.05,338.5,622.0,7.15,,15.4,,,3.76,,4.51,27.044,121.96844
Mark Andrews,TE,1995-09-06,Oklahoma,Big 12,2018,3,,,0.18,0.171,0.0,0.0,0.0,0.0,,,,12.9,,8.0,,,,,,70.5,,,59.1,13.0,22.0,,,4.6,,3.0,,,,,,3.0,,,3.0,,,,,62.0,93.8,365.0,,,,,,80.7,314.0,88.0,,,,9.3,36.0,286.0,4.6,,15.5,,,2.63,,4.67,30.354,141.75318
Tre'Quan Smith,WR,1996-01-07,UCF,American,2018,3,2015.0,19.65,0.321,0.273,0.0,0.0,0.009,0.007,,,,14.0,,12.0,,,,,,63.9,,,54.5,6.0,11.0,,,9.2,,6.0,,,,,,0.0,,,1.5,,,,,59.0,95.75,446.0,,,,,,15.8,72.0,93.5,,,,84.2,394.0,337.5,5.7,,17.35,,,2.33,,,,
Jordan Akins,TE,1992-04-19,UCF,American,2018,3,,,0.135,0.115,0.0,0.0,0.0,0.0,,,,10.6,,2.0,,,,,,67.6,,,,0.0,0.0,,,0.0,,0.0,,,,39.4,,0.0,,,1.0,,,,,23.0,79.8,272.0,,,,,,44.3,151.0,34.0,,,,2.3,8.0,127.0,5.5,,15.1,,,1.28,,4.747,31.119,147.721893
Ian Thomas,TE,1996-06-06,Indiana,Big Ten,2018,4,,,0.159,0.159,0.0,0.0,0.0,0.0,,,,8.0,,0.0,,,,,,73.5,,,0.0,0.0,1.0,,,3.8,,1.0,,,,,,0.0,,,0.0,,,,,25.0,80.4,222.0,,,,,,57.2,158.0,34.0,,,,1.8,5.0,228.0,9.1,,14.8,,,1.67,,4.74,31.523,149.41902000000002
Keke Coutee,WR,1997-01-14,Texas Tech,Big 12,2018,4,2017.0,20.63,0.308,0.292,0.0,0.0,0.004,0.004,,,,8.3,,19.0,,,,,,76.9,,,20.0,3.0,15.0,,,7.9,,8.0,,,,,,0.0,,,1.0,,,,,93.0,95.1,462.0,,,,,,94.0,457.0,121.0,,,,5.3,26.0,775.0,8.3,,15.4,,,3.09,,4.43,25.968,115.03823999999999
Nyheim Hines,RB,1996-11-12,North Carolina State,ACC,2018,4,2017.0,20.802,0.021,0.02,0.0,0.0,0.413,0.392,,,196.0,,,37.0,,15.0,44.2,491.0,,,,,,,,,1111.0,,,2.0,9.0,37.0,737.0,61.2,26.0,0.0,17.0,,,,,,152.0,26.0,,192.0,247.0,,,0.0,0.0,,,33.0,222.0,,,,,,,737.0,,3.76,5.7,0.79,177.0,4.38,30.103,131.85114000000002
Antonio Callaway,WR,1997-01-09,Florida,SEC,2018,4,2015.0,18.642,0.214,0.214,0.013,0.013,0.03,0.03,,,,12.85,,6.0,,,,,,56.4,,,,0.0,0.0,,,9.7,,5.0,,,,11.35,,0.0,,,2.5,,,,,44.5,96.75,365.0,,,,,,18.1,72.0,78.0,,,,80.5,300.0,326.0,7.45,,16.4,,,1.94,,4.41,27.891,122.99931
Chris Herndon,TE,1996-02-23,Kansas State,Big 12,2018,4,,,0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.758,30.793,146.513094
Kyle Lauletta,QB,1995-03-17,NYG,,2018,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,27.745,133.45345
Mark Walton,RB,1997-03-29,Miami (FL),ACC,2018,4,2015.0,18.426,0.033,0.032,0.0,0.0,0.378,0.359,,,132.5,,,21.5,,14.0,53.05,396.5,,,,,,,,,772.0,,,0.5,5.0,21.5,441.0,61.1,21.5,0.0,42.0,,,,,,165.5,17.0,,120.0,153.5,,,0.0,0.0,,,22.0,149.5,,,,,,,441.0,,3.19,6.45,1.355,88.0,4.6,28.981,133.3126
DaeSean Hamilton,WR,1995-03-10,Penn State,Big Ten,2018,4,2014.0,19.48,0.254,0.254,0.0,0.0,0.0,0.0,,,,10.8,,14.0,,,,,,64.6,,,61.1,11.0,18.0,,,7.0,,4.0,,,,,,0.0,,,2.0,,,,,53.0,97.1,428.0,,,,,,98.4,434.0,82.0,,,,1.6,7.0,336.0,6.3,,16.3,,,2.02,,,,
Will Dissly,TE,1996-07-08,Washington,Pac-12,2018,4,,,0.103,0.098,0.0,0.0,0.0,0.0,,,,7.3,,5.0,,,,,,75.0,,,25.0,1.0,4.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,21.0,69.7,207.0,,,,,,27.6,82.0,28.0,,,,2.4,7.0,147.0,7.0,,13.8,,,1.4,,4.87,31.888,155.29456000000002
Durham Smythe,TE,1995-08-09,Notre Dame,Ind,2018,4,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,,100.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,1.0,50.0,7.0,,,,,,0.0,0.0,1.0,,,,0.0,0.0,4.0,4.0,,7.0,,,1.0,,4.81,29.998,144.29038
Ito Smith,RB,1995-09-11,Southern Mississippi,CUSA,2018,4,2014.0,18.973,0.101,0.071,0.0,0.0,0.64,0.448,,,256.5,,,56.0,,18.5,40.75,585.0,,,,,,,,,1435.0,,,3.0,7.0,56.0,789.0,,40.0,3.0,94.0,,,,,,424.0,41.5,,309.0,368.0,,,0.0,0.0,,,54.0,298.0,,,,,,,789.0,,3.07,5.6,1.375,146.5,,,
Kalen Ballage,RB,1995-12-22,Arizona State,Pac-12,2018,4,2015.0,19.693,0.06,0.057,0.018,0.017,0.343,0.326,,,142.0,,,14.0,,7.0,32.9,191.5,,,,,,,,,597.0,,,3.0,11.5,14.0,367.5,64.95,12.0,1.5,62.5,,,,,,280.0,32.0,,210.0,191.5,,,0.0,0.0,,,41.5,174.0,,,,,,,367.5,,2.6,4.2,1.4,75.0,4.46,30.078,134.14788
Jaleel Scott,WR,1995-02-23,New Mexico State,Sun Belt,2018,4,2017.0,22.522,0.277,0.211,0.0,0.0,0.0,0.0,,,,14.2,,2.0,,,,,,62.3,,,51.4,18.0,35.0,,,7.3,,6.0,,,,,,1.0,,,3.0,,,,,76.0,96.8,579.0,,,,,,12.4,74.0,122.0,,,,87.6,524.0,201.0,2.6,,14.2,,,1.86,,4.56,25.848,117.86687999999998
J'Mon Moore,WR,1995-05-23,Missouri,SEC,2018,4,2015.0,20.277,0.276,0.276,0.0,0.0,0.0,0.0,,,,12.9,,11.5,,,,,,58.9,,,57.9,5.5,9.5,,,12.45,,9.0,,,,,,1.5,,,3.0,,,,,63.5,94.65,396.5,,,,,,1.8,7.5,109.5,,,,98.0,410.5,437.0,6.85,,16.35,,,2.63,,,,
Chase Edmonds,RB,1996-04-13,Bowling Green,MAC,2018,4,,,0.0,0.0,0.0,0.0,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,30.27,137.7285
Dalton Schultz,TE,1996-07-11,Stanford,Pac-12,2018,4,,,0.106,0.101,0.0,0.0,0.0,0.0,,,,7.3,,4.0,,,,,,68.8,,,40.0,4.0,10.0,,,0.0,,0.0,,,,,,1.0,,,0.0,,,,,22.0,73.3,250.0,,,,,,31.4,107.0,32.0,,,,0.6,2.0,70.0,3.2,,9.3,,,0.82,,4.75,28.931,137.42225
Justin Watson,WR,1975-01-07,Auburn,SEC,2018,5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Fumagalli,TE,1995-02-17,Wisconsin,Big Ten,2018,5,,,0.184,0.184,0.0,0.0,0.0,0.0,,,,9.1,,1.5,,,,,,67.1,,,42.9,4.5,10.5,,,8.7,,4.5,,,,,,0.0,,,3.0,,,,,46.5,88.65,292.5,,,,,,28.65,94.5,69.5,,,,2.55,8.5,204.0,4.4,,12.1,,,1.925,,4.726,29.287,138.410362
Tyler Conklin,TE,1995-07-30,Central Michigan,MAC,2018,5,2016.0,21.092,0.188,0.132,0.0,0.0,0.0,0.0,,,,12.1,,3.0,,,,,,54.1,,,47.4,4.5,9.5,,,9.55,,4.0,,,,,,0.5,,,4.0,,,,,38.5,88.1,350.5,,,,,,25.7,107.5,71.0,,,,29.2,95.0,162.5,4.25,,13.85,,,1.585,,4.8,31.744,152.3712
Daurice Fountain,WR,1995-12-22,Coastal Carolina,Sun Belt,2018,5,,,0.005,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Lasley,WR,1996-11-13,UCLA,Pac-12,2018,5,2016.0,19.8,0.286,0.272,0.0,0.0,-0.002,-0.002,,,,12.8,,13.0,,,,,,66.3,,,54.2,13.0,24.0,,,15.9,,13.0,,,,,,0.0,,,3.0,,,,,69.0,96.2,401.0,,,,,,10.6,44.0,104.0,,,,89.2,372.0,505.0,7.3,,18.3,,,3.15,,4.5,26.78,120.51
