player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,Comp%1,ADJ%1,BTT%1,TWP%1,DAA1,YPA1,EPA/P1,aYPTPA1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,Comp%2,ADJ%2,BTT%2,TWP%2,DAA2,YPA2,EPA/P2,aYPTPA2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,Comp%3,ADJ%3,BTT%3,TWP%3,DAA3,YPA3,EPA/P3,aYPTPA3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,Comp%4,ADJ%4,BTT%4,TWP%4,DAA4,YPA4,EPA/P4,aYPTPA4,birthday_parsed,birthdate_source_url
Mike Teel,QB,6.0,1986-01-06,,2005.0,19.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2006.0,20.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2007.0,21.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,22.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1986-01-06,https://en.wikipedia.org/wiki/Mike_Teel
Mike White,QB,5.0,1995-03-25,19.44,2013.0,18.44,-0.011,-0.009,0.485,0.412,0.0,0.0,,,,,,,,,,,,2014.0,19.44,-0.018,-0.015,0.711,0.604,0.0,0.0,,,,,,,,,,,,2016.0,21.44,-0.008,-0.005,0.903,0.632,0.0,0.0,,,,,,,,,,,,2017.0,22.44,0.08,0.056,0.961,0.673,0.0,0.0,,,,,,,,,,,1995-03-25,https://www.pro-football-reference.com/players/W/WhitMi01.htm
Mitchell Trubisky,QB,1.0,1994-08-20,22.03,2014.0,20.03,0.004,0.004,0.15,0.142,0.0,0.0,,,,,,,,,,,,2015.0,21.03,0.062,0.059,0.172,0.164,0.0,0.0,,,,,,,,,,,,2016.0,22.03,0.124,0.118,0.992,0.942,0.0,0.0,,,,,,,,,,,,2016.0,22.03,0.001,0.001,0.992,0.942,0.0,0.0,,,,,,,,,,,1994-08-20,https://www.pro-football-reference.com/players/T/TrubMi00.htm
Nate Davis,QB,5.0,1996-09-23,9.94,2006.0,9.94,-0.008,-0.005,0.651,0.455,0.0,0.0,,,,,,,,,,,,2006.0,9.94,0.002,0.002,0.651,0.455,0.0,0.0,,,,,,,,,,,,2007.0,10.94,0.001,0.001,0.995,0.697,0.0,0.0,,,,,,,,,,,,2007.0,10.94,0.115,0.081,0.995,0.697,0.0,0.0,,,,,,,,,,,1996-09-23,https://www.pro-football-reference.com/players/D/DaviNa01.htm
Nate Stanley,QB,7.0,1997-08-26,20.02,2009.0,12.02,-0.002,-0.002,0.051,0.051,0.0,0.0,,,,,,,,,,,,2010.0,13.02,-0.009,-0.009,0.145,0.145,0.0,0.0,,,,,,,,,,,,2016.0,19.02,0.0,0.0,0.016,0.016,0.0,0.0,,,,,,,,,,,,2017.0,20.02,-0.023,-0.023,0.975,0.975,0.0,0.0,,,,,,,,,,,1997-08-26,https://en.wikipedia.org/wiki/Nate_Stanley
Nate Sudfeld,QB,6.0,1993-10-07,19.9,2012.0,18.9,0.001,0.001,0.23,0.23,0.0,0.0,,,,,,,,,,,,2013.0,19.9,0.009,0.009,0.634,0.634,0.0,0.0,,,,,,,,,,,,2014.0,20.9,0.172,0.172,0.768,0.768,0.0,0.0,,,,,,,,,,,,2015.0,21.9,0.101,0.101,0.968,0.968,0.0,0.0,,,,,,,,,,,1993-10-07,https://www.pro-football-reference.com/players/S/SudfNa00.htm
Nathan Enderle,QB,5.0,1988-01-12,,2007.0,19.64,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,20.64,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2009.0,21.64,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2010.0,22.64,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1988-01-12,https://en.wikipedia.org/wiki/Nathan_Enderle
Nathan Peterman,QB,5.0,1994-05-04,21.33,2013.0,19.33,-0.002,-0.002,0.011,0.011,0.0,0.0,,,,,,,,,,,,2014.0,20.33,0.024,0.024,0.008,0.008,0.0,0.0,,,,,,,,,,,,2015.0,21.33,0.071,0.067,0.938,0.891,0.0,0.0,,,,,,,,,,,,2016.0,22.33,0.103,0.098,0.977,0.929,0.0,0.0,,,,,,,,,,,1994-05-04,https://www.pro-football-reference.com/players/P/PeteNa00.htm
Nick Foles,QB,3.0,1989-01-20,20.61,2007.0,18.61,0.0,0.0,0.01,0.01,0.0,0.0,,,,,,,,,,,,2009.0,20.61,0.062,0.037,0.9,0.54,0.0,0.0,,,,,,,,,,,,2009.0,20.61,-0.002,-0.001,0.9,0.54,0.0,0.0,,,,,,,,,,,,2010.0,21.61,0.006,0.004,0.799,0.479,0.0,0.0,,,,,,,,,,,1989-01-20,https://www.pro-football-reference.com/players/F/FoleNi00.htm
Omar Jacobs,QB,5.0,1984-03-03,20.5,2003.0,19.5,0.042,0.029,0.104,0.072,0.0,0.0,,,,,,,,,,,,2004.0,20.5,0.0,0.0,0.993,0.695,0.0,0.0,,,,,,,,,,,,2005.0,21.5,0.027,0.019,0.863,0.604,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984-03-03,https://en.wikipedia.org/wiki/Omar_Jacobs
Pat White,QB,2.0,1986-02-25,,2005.0,19.52,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2006.0,20.51,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2007.0,21.51,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,22.52,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1986-02-25,https://www.pro-football-reference.com/players/W/WhitPa01.htm
Patrick Mahomes,QB,1.0,1995-09-17,19.96,2014.0,18.96,0.012,0.012,0.384,0.364,0.0,0.0,,,,,,,,,,,,2015.0,19.96,0.173,0.165,0.923,0.876,0.0,0.0,,,,,,,,,,,,2015.0,19.96,0.0,0.0,0.923,0.876,0.0,0.0,,,,,,,,,,,,2016.0,20.96,0.151,0.144,0.891,0.846,0.0,0.0,,,,,,,,,,,1995-09-17,https://www.pro-football-reference.com/players/M/MahoPa00.htm
Patrick Ramsey,QB,1.0,1979-02-14,21.55,2000.0,21.55,0.043,0.03,0.825,0.578,0.0,0.0,,,,,,,,,,,,2001.0,22.55,0.002,0.001,0.827,0.579,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-02-14,https://www.pro-football-reference.com/players/R/RamsPa00.htm
Paxton Lynch,QB,1.0,1994-02-12,19.55,2013.0,19.55,0.142,0.12,0.995,0.846,0.0,0.0,,,,,,,,,,,,2014.0,20.55,0.335,0.285,0.971,0.825,0.0,0.0,,,,,,,,,,,,2015.0,21.55,0.063,0.054,0.939,0.798,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-02-12,https://www.pro-football-reference.com/players/L/LyncPa00.htm
Philip Rivers,QB,1.0,1981-12-08,18.73,2000.0,18.73,0.022,0.021,0.921,0.875,0.0,0.0,,,,,,,,,,,,2000.0,18.73,0.021,0.02,0.921,0.875,0.0,0.0,,,,,,,,,,,,2001.0,19.73,0.001,0.001,0.921,0.875,0.0,0.0,,,,,,,,,,,,2001.0,19.73,0.051,0.048,0.921,0.875,0.0,0.0,,,,,,,,,,,1981-12-08,https://www.pro-football-reference.com/players/R/RivePh00.htm
Quincy Carter,QB,2.0,1977-10-13,,2000.0,22.89,0.086,0.086,0.479,0.479,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-10-13,https://www.pro-football-reference.com/players/C/CartQu00.htm
Quinn Ewers,QB,7.0,2003-03-15,19.47,2022.0,19.47,0.014,0.014,0.688,0.653,0.0,0.0,,,,,,,,,,,,2023.0,20.47,0.109,0.104,0.87,0.826,0.0,0.0,,,,,,,,,,,,2023.0,20.47,0.0,0.0,0.87,0.826,0.0,0.0,,,,,,,,,,,,2024.0,21.47,0.016,0.016,0.777,0.777,0.0,0.0,,,,,,,,,,,2003-03-15,https://www.pro-football-reference.com/players/E/EwerQu00.htm
Randy Fasani,QB,5.0,1978-09-18,,2000.0,21.95,0.074,0.044,0.544,0.326,0.0,0.0,,,,,,,,,,,,2001.0,22.95,0.052,0.031,0.528,0.317,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-09-18,https://www.pro-football-reference.com/players/F/FasaRa00.htm
Reggie McNeal,QB,6.0,1983-09-20,19.95,2002.0,18.95,0.021,0.02,0.191,0.181,0.0,0.0,,,,,,,,,,,,2003.0,19.95,0.239,0.227,0.683,0.648,0.0,0.0,,,,,,,,,,,,2004.0,20.95,0.0,0.0,0.834,0.792,0.0,0.0,,,,,,,,,,,,2005.0,21.95,0.224,0.213,0.851,0.809,0.0,0.0,,,,,,,,,,,1983-09-20,https://www.pro-football-reference.com/players/M/McNeRe00.htm
Rex Grossman,QB,1.0,1980-08-23,20.02,2000.0,20.02,-0.01,-0.01,0.561,0.561,0.0,0.0,,,,,,,,,,,,2000.0,20.02,0.001,0.001,0.561,0.561,0.0,0.0,,,,,,,,,,,,2001.0,21.02,0.059,0.059,0.832,0.832,0.0,0.0,,,,,,,,,,,,2002.0,22.02,0.003,0.003,0.983,0.983,0.0,0.0,,,,,,,,,,,1980-08-23,https://www.pro-football-reference.com/players/G/GrosRe00.htm
Rhett Bomar,QB,5.0,1985-06-02,20.25,2005.0,20.25,0.243,0.231,0.973,0.925,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-06-02,https://en.wikipedia.org/wiki/Rhett_Bomar
Ricky Stanzi,QB,5.0,1987-09-03,21.0,2007.0,19.99,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,21.0,0.004,0.004,0.852,0.852,0.0,0.0,,,,,,,,,,,,2009.0,22.0,-0.005,-0.005,0.866,0.866,0.0,0.0,,,,,,,,,,,,2010.0,23.0,0.037,0.037,0.973,0.973,0.0,0.0,,,,,,,,,,,1987-09-03,https://en.wikipedia.org/wiki/Ricky_Stanzi
Riley Leonard,QB,6.0,2002-09-13,19.97,2021.0,18.97,0.141,0.134,0.122,0.116,0.0,0.0,,,,,,,,,,,,2022.0,19.97,0.441,0.419,0.993,0.943,0.0,0.0,,,,,,,,,,,,2023.0,20.97,0.218,0.207,0.342,0.324,0.0,0.0,,,,,,,,,,,,2024.0,21.97,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2002-09-13,https://www.pro-football-reference.com/players/L/LeonRi02.htm
Robert Griffin III,QB,1.0,1990-02-12,18.55,2008.0,18.55,0.0,0.0,0.951,0.903,0.0,0.0,,,,,,,,,,,,2008.0,18.55,0.601,0.571,0.951,0.903,0.0,0.0,,,,,,,,,,,,2009.0,19.55,0.09,0.086,0.237,0.225,0.0,0.0,,,,,,,,,,,,2010.0,20.55,0.261,0.248,0.958,0.91,0.0,0.0,,,,,,,,,,,1990-02-12,https://www.pro-football-reference.com/players/G/GrifRo01.htm
Rohan Davey,QB,4.0,1978-04-14,23.38,2000.0,22.38,0.009,0.009,0.253,0.253,0.0,0.0,,,,,,,,,,,,2001.0,23.38,-0.0,-0.0,0.968,0.968,0.0,0.0,,,,,,,,,,,,2001.0,23.38,0.001,0.001,0.968,0.968,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-04-14,https://www.pro-football-reference.com/players/D/DaveRo01.htm
Russell Wilson,QB,3.0,1988-11-29,19.76,2008.0,19.76,0.172,0.164,0.79,0.751,0.0,0.0,,,,,,,,,,,,2009.0,20.76,0.102,0.097,0.947,0.899,0.0,0.0,,,,,,,,,,,,2010.0,21.75,0.22,0.209,0.987,0.938,0.0,0.0,,,,,,,,,,,,2010.0,21.75,0.001,0.001,0.987,0.938,0.0,0.0,,,,,,,,,,,1988-11-29,https://www.pro-football-reference.com/players/W/WilsRu00.htm
Rusty Smith,QB,6.0,1987-01-28,19.59,2006.0,19.59,-0.024,-0.019,0.558,0.424,0.0,0.0,,,,,,,,,,,,2006.0,19.59,0.002,0.001,0.558,0.424,0.0,0.0,,,,,,,,,,,,2007.0,20.59,0.015,0.011,0.972,0.739,0.0,0.0,,,,,,,,,,,,2008.0,21.59,0.028,0.021,0.967,0.735,0.0,0.0,,,,,,,,,,,1987-01-28,https://www.pro-football-reference.com/players/S/SmitRu01.htm
Ryan Finley,QB,4.0,1994-12-26,21.68,2014.0,19.68,0.004,0.003,0.058,0.044,0.0,0.0,,,,,,,,,,,,2015.0,20.68,0.005,0.004,0.081,0.062,0.0,0.0,,,,,,,,,,,,2016.0,21.68,0.039,0.037,0.901,0.856,0.0,0.0,,,,,,,,,,,,2017.0,22.68,0.003,0.002,0.992,0.942,0.0,0.0,,,,,,,,,,,1994-12-26,https://www.pro-football-reference.com/players/F/FinlRy00.htm
Ryan Fitzpatrick,QB,7.0,1982-11-24,,2012.0,29.77,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2012.0,29.77,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2013.0,30.77,-0.001,-0.001,0.036,0.03,0.0,0.0,,,,,,,,,,,,2013.0,30.77,0.137,0.116,0.036,0.03,0.0,0.0,,,,,,,,,,,1982-11-24,https://www.pro-football-reference.com/players/F/FitzRy00.htm
Ryan Lindley,QB,6.0,1989-06-02,19.25,2008.0,19.25,0.02,0.016,0.962,0.731,0.0,0.0,,,,,,,,,,,,2009.0,20.25,-0.001,-0.001,0.943,0.717,0.0,0.0,,,,,,,,,,,,2010.0,21.25,-0.004,-0.003,0.999,0.759,0.0,0.0,,,,,,,,,,,,2011.0,22.25,-0.008,-0.006,0.999,0.759,0.0,0.0,,,,,,,,,,,1989-06-02,https://www.pro-football-reference.com/players/L/LindRy00.htm
Ryan Mallett,QB,3.0,1988-06-05,21.24,2007.0,19.24,0.013,0.013,0.296,0.296,0.0,0.0,,,,,,,,,,,,2009.0,21.24,0.027,0.027,0.94,0.94,0.0,0.0,,,,,,,,,,,,2010.0,22.24,0.047,0.047,0.89,0.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-06-05,https://www.pro-football-reference.com/players/M/MallRy00.htm
Ryan Nassib,QB,4.0,1990-03-10,,2009.0,19.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2010.0,20.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2010.0,20.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2011.0,21.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1990-03-10,https://www.pro-football-reference.com/players/N/NassRy00.htm
Ryan Tannehill,QB,1.0,1988-07-27,20.1,2008.0,20.1,0.248,0.236,0.001,0.001,0.0,0.0,,,,,,,,,,,,2008.0,20.1,-0.001,-0.001,0.001,0.001,0.0,0.0,,,,,,,,,,,,2009.0,21.1,-0.001,-0.001,0.008,0.008,0.0,0.0,,,,,,,,,,,,2009.0,21.1,0.15,0.142,0.008,0.008,0.0,0.0,,,,,,,,,,,1988-07-27,https://www.pro-football-reference.com/players/T/TannRy00.htm
Sage Rosenfels,QB,4.0,1978-03-06,22.49,2000.0,22.49,0.636,0.604,0.929,0.883,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-03-06,https://www.pro-football-reference.com/players/R/RoseSa00.htm
Sam Bradford,QB,1.0,1987-11-08,19.81,2007.0,19.81,0.001,0.001,0.893,0.849,0.0,0.0,,,,,,,,,,,,2008.0,20.82,0.054,0.051,0.973,0.924,0.0,0.0,,,,,,,,,,,,2009.0,21.82,-0.002,-0.002,0.11,0.105,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-11-08,https://www.pro-football-reference.com/players/B/BradSa00.htm
Sam Darnold,QB,1.0,1997-06-05,19.24,2016.0,19.24,0.065,0.062,0.899,0.854,0.0,0.0,,,,,,,,,,,,2017.0,20.24,0.106,0.101,0.995,0.945,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-06-05,https://www.pro-football-reference.com/players/D/DarnSa00.htm
Sam Ehlinger,QB,6.0,1998-09-30,18.92,2017.0,18.92,0.007,0.007,0.59,0.561,0.0,0.0,,,,,,,,,,,,2017.0,18.92,0.113,0.107,0.59,0.561,0.0,0.0,,,,,,,,,,,,2018.0,19.92,0.007,0.007,0.902,0.857,0.0,0.0,,,,,,,,,,,,2018.0,19.92,0.352,0.335,0.902,0.857,0.0,0.0,,,,,,,,,,,1998-09-30,https://www.pro-football-reference.com/players/E/EhliSa00.htm
Sam Howell,QB,5.0,2000-09-16,18.96,2019.0,18.96,0.018,0.017,0.977,0.928,0.0,0.0,,,,,,,,,,,,2019.0,18.96,0.016,0.015,0.977,0.928,0.0,0.0,,,,,,,,,,,,2020.0,19.96,0.101,0.096,0.98,0.931,0.0,0.0,,,,,,,,,,,,2020.0,19.96,0.016,0.015,0.98,0.931,0.0,0.0,,,,,,,,,,,2000-09-16,https://www.pro-football-reference.com/players/H/HoweSa00.htm
Sean Canfield,QB,7.0,1986-11-12,20.8,2006.0,19.8,0.024,0.014,0.099,0.06,0.0,0.0,,,,,,,,,,,,2007.0,20.8,-0.022,-0.013,0.734,0.44,0.0,0.0,,,,,,,,,,,,2008.0,21.8,-0.004,-0.003,0.229,0.137,0.0,0.0,,,,,,,,,,,,2009.0,22.8,0.021,0.012,0.921,0.553,0.0,0.0,,,,,,,,,,,1986-11-12,https://en.wikipedia.org/wiki/Sean_Canfield
Sean Clifford,QB,5.0,1998-07-14,21.13,2018.0,20.13,-0.001,-0.001,0.082,0.082,0.0,0.0,,,,,,,,,,,,2019.0,21.13,0.17,0.17,0.921,0.921,0.0,0.0,,,,,,,,,,,,2020.0,22.14,0.161,0.161,0.879,0.879,0.0,0.0,,,,,,,,,,,,2021.0,23.13,0.063,0.063,0.865,0.865,0.0,0.0,,,,,,,,,,,1998-07-14,https://www.pro-football-reference.com/players/C/ClifSe00.htm
Sean Mannion,QB,3.0,1992-04-25,19.35,2011.0,19.35,0.004,0.003,0.984,0.934,0.0,0.0,,,,,,,,,,,,2012.0,20.35,-0.011,-0.01,0.584,0.555,0.0,0.0,,,,,,,,,,,,2013.0,21.35,-0.023,-0.022,0.968,0.92,0.0,0.0,,,,,,,,,,,,2013.0,21.35,0.001,0.001,0.968,0.92,0.0,0.0,,,,,,,,,,,1992-04-25,https://www.pro-football-reference.com/players/M/MannSe00.htm
Sean Renfree,QB,7.0,1990-04-28,20.34,2009.0,19.35,-0.002,-0.002,0.128,0.122,0.0,0.0,,,,,,,,,,,,2010.0,20.34,0.136,0.129,0.981,0.932,0.0,0.0,,,,,,,,,,,,2011.0,21.34,0.124,0.118,0.909,0.864,0.0,0.0,,,,,,,,,,,,2012.0,22.35,0.012,0.011,0.774,0.735,0.0,0.0,,,,,,,,,,,1990-04-28,https://www.pro-football-reference.com/players/R/RenfSe00.htm
Seneca Wallace,QB,4.0,1980-08-06,21.07,2001.0,21.07,0.398,0.378,0.918,0.872,0.0,0.0,,,,,,,,,,,,2002.0,22.07,0.0,0.0,0.959,0.911,0.0,0.0,,,,,,,,,,,,2002.0,22.07,0.316,0.3,0.959,0.911,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-08-06,https://www.pro-football-reference.com/players/W/WallSe00.htm
Seth Burford,QB,7.0,1979-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-03-11,https://en.wikipedia.org/wiki/Seth_Burford
Shedeur Sanders,QB,5.0,2002-02-07,21.56,2023.0,21.56,0.058,0.055,0.922,0.876,0.0,0.0,,,,,,,,,,,,2024.0,22.57,0.048,0.046,1.0,0.95,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-07,https://en.wikipedia.org/wiki/Shedeur_Sanders
Skylar Thompson,QB,7.0,1997-06-04,21.24,2017.0,20.24,0.153,0.145,0.309,0.293,0.0,0.0,,,,,,,,,,,,2018.0,21.24,0.323,0.307,0.767,0.728,0.0,0.0,,,,,,,,,,,,2019.0,22.24,0.544,0.517,0.992,0.943,0.0,0.0,,,,,,,,,,,,2020.0,23.24,0.135,0.128,0.335,0.318,0.0,0.0,,,,,,,,,,,1997-06-04,https://www.pro-football-reference.com/players/T/ThomSk00.htm
Spencer Rattler,QB,5.0,2000-09-28,19.93,2019.0,18.92,0.003,0.003,0.024,0.022,0.0,0.0,,,,,,,,,,,,2020.0,19.93,0.123,0.117,0.904,0.859,0.0,0.0,,,,,,,,,,,,2021.0,20.93,0.058,0.055,0.388,0.369,0.0,0.0,,,,,,,,,,,,2022.0,21.92,0.002,0.002,0.839,0.839,0.0,0.0,,,,,,,,,,,2000-09-28,https://www.pro-football-reference.com/players/R/RattSp00.htm
Spergon Wynn,QB,6.0,1978-08-10,34.06,2011.0,33.06,0.041,0.041,0.0,0.0,0.0,0.0,,,,,,,,,,,,2011.0,33.06,0.008,0.008,0.0,0.0,0.0,0.0,,,,,,,,,,,,2012.0,34.06,0.213,0.213,0.0,0.0,0.0,0.0,,,,,,,,,,,,2012.0,34.06,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,1978-08-10,https://www.pro-football-reference.com/players/W/WynnSp00.htm
Stefan Lefors,QB,4.0,1981-06-07,22.23,2001.0,20.24,0.003,0.002,0.01,0.007,0.0,0.0,,,,,,,,,,,,2002.0,21.23,0.0,0.0,0.028,0.02,0.0,0.0,,,,,,,,,,,,2003.0,22.23,0.135,0.094,0.889,0.622,0.0,0.0,,,,,,,,,,,,2003.0,22.23,0.026,0.018,0.889,0.622,0.0,0.0,,,,,,,,,,,1981-06-07,https://en.wikipedia.org/wiki/Stefan_LeFors
Stephen McGee,QB,4.0,1985-09-27,20.93,2005.0,19.93,0.104,0.099,0.115,0.109,0.0,0.0,,,,,,,,,,,,2006.0,20.93,0.288,0.274,0.925,0.879,0.0,0.0,,,,,,,,,,,,2006.0,20.93,0.002,0.002,0.925,0.879,0.0,0.0,,,,,,,,,,,,2007.0,21.93,0.365,0.347,0.908,0.863,0.0,0.0,,,,,,,,,,,1985-09-27,https://www.pro-football-reference.com/players/M/McGeSt00.htm
Stetson Bennett,QB,4.0,1997-10-28,23.84,2019.0,21.84,0.021,0.021,0.08,0.08,0.0,0.0,,,,,,,,,,,,2020.0,22.84,0.063,0.063,0.446,0.446,0.0,0.0,,,,,,,,,,,,2021.0,23.84,0.047,0.047,0.751,0.751,0.0,0.0,,,,,,,,,,,,2022.0,24.84,0.184,0.184,0.901,0.901,0.0,0.0,,,,,,,,,,,1997-10-28,https://en.wikipedia.org/wiki/Stetson_Bennett
Steve Bellisari,QB,6.0,1980-04-21,20.36,2000.0,20.36,0.075,0.075,0.936,0.936,0.0,0.0,,,,,,,,,,,,2000.0,20.36,0.0,0.0,0.936,0.936,0.0,0.0,,,,,,,,,,,,2001.0,21.36,0.125,0.125,0.807,0.807,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-04-21,https://en.wikipedia.org/wiki/Steve_Bellisari
T.J. Yates,QB,5.0,1987-05-28,20.26,2007.0,20.26,0.044,0.042,0.956,0.908,0.0,0.0,,,,,,,,,,,,2008.0,21.26,0.011,0.01,0.488,0.464,0.0,0.0,,,,,,,,,,,,2009.0,22.26,0.021,0.02,0.97,0.921,0.0,0.0,,,,,,,,,,,,2010.0,23.26,0.068,0.064,0.998,0.948,0.0,0.0,,,,,,,,,,,1987-05-28,https://www.pro-football-reference.com/players/Y/YateT.00.htm
Tajh Boyd,QB,6.0,1990-09-25,20.93,2010.0,19.93,0.036,0.034,0.182,0.173,0.0,0.0,,,,,,,,,,,,2011.0,20.93,0.103,0.098,0.984,0.935,0.0,0.0,,,,,,,,,,,,2012.0,21.94,0.186,0.177,0.916,0.87,0.0,0.0,,,,,,,,,,,,2013.0,22.93,0.174,0.166,0.881,0.837,0.0,0.0,,,,,,,,,,,1990-09-25,https://en.wikipedia.org/wiki/Tajh_Boyd
Tanner Lee,QB,6.0,1995-02-14,19.55,2014.0,19.55,-0.026,-0.022,0.868,0.738,0.0,0.0,,,,,,,,,,,,2015.0,20.54,-0.034,-0.029,0.645,0.548,0.0,0.0,,,,,,,,,,,,2017.0,22.55,0.031,0.031,0.995,0.995,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-02-14,https://en.wikipedia.org/wiki/Tanner_Lee
Tanner McKee,QB,6.0,2000-04-27,21.35,2020.0,20.35,0.0,0.0,0.018,0.017,0.0,0.0,,,,,,,,,,,,2021.0,21.35,0.125,0.119,0.919,0.873,0.0,0.0,,,,,,,,,,,,2022.0,22.35,0.052,0.049,0.916,0.87,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-04-27,https://www.pro-football-reference.com/players/M/McKeTa01.htm
Tarvaris Jackson,QB,2.0,1983-04-21,,2001.0,18.37,0.004,0.004,0.016,0.016,0.0,0.0,,,,,,,,,,,,2002.0,19.36,-0.004,-0.004,0.066,0.066,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983-04-21,https://www.pro-football-reference.com/players/J/JackTa00.htm
Teddy Bridgewater,QB,1.0,1992-11-10,20.81,2011.0,18.81,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2012.0,19.81,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2013.0,20.81,0.025,0.021,0.956,0.813,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-11-10,https://www.pro-football-reference.com/players/B/BridTe00.htm
Tee Martin,QB,5.0,1978-07-25,,2018.0,40.1,0.042,0.036,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-07-25,https://www.pro-football-reference.com/players/M/MartTe00.htm
Tim Rattay,QB,7.0,1977-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-03-15,https://www.pro-football-reference.com/players/R/RattTi00.htm
Tim Tebow,QB,1.0,1987-08-14,19.05,2006.0,19.05,0.209,0.209,0.14,0.14,0.0,0.0,,,,,,,,,,,,2007.0,20.05,0.493,0.493,0.992,0.992,0.0,0.0,,,,,,,,,,,,2008.0,21.05,0.294,0.294,0.913,0.913,0.0,0.0,,,,,,,,,,,,2009.0,22.05,0.388,0.388,0.813,0.813,0.0,0.0,,,,,,,,,,,1987-08-14,https://www.pro-football-reference.com/players/T/TeboTi00.htm
