player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,Comp%1,ADJ%1,BTT%1,TWP%1,DAA1,YPA1,EPA/P1,aYPTPA1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,Comp%2,ADJ%2,BTT%2,TWP%2,DAA2,YPA2,EPA/P2,aYPTPA2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,Comp%3,ADJ%3,BTT%3,TWP%3,DAA3,YPA3,EPA/P3,aYPTPA3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,Comp%4,ADJ%4,BTT%4,TWP%4,DAA4,YPA4,EPA/P4,aYPTPA4,birthday_parsed,birthdate_source_url
Easton Stick,QB,5.0,1995-09-15,,2021.0,25.96,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,2022.0,26.96,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,2023.0,27.96,0.081,0.077,0.0,0.0,0.0,0.0,,,,,,,,,,,,2023.0,27.96,0.005,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,1995-09-15,https://www.pro-football-reference.com/players/S/SticEa00.htm
Eli Manning,QB,1.0,1981-01-03,20.66,2000.0,19.66,0.001,0.001,0.039,0.039,0.0,0.0,,,,,,,,,,,,2001.0,20.66,0.002,0.002,0.995,0.995,0.0,0.0,,,,,,,,,,,,2002.0,21.66,-0.001,-0.001,0.995,0.995,0.0,0.0,,,,,,,,,,,,2002.0,21.66,0.03,0.03,0.995,0.995,0.0,0.0,,,,,,,,,,,1981-01-03,https://www.pro-football-reference.com/players/M/MannEl00.htm
Erik Ainge,QB,5.0,1986-06-12,18.22,2004.0,18.22,0.0,0.0,0.576,0.576,0.0,0.0,,,,,,,,,,,,2005.0,19.22,-0.015,-0.015,0.396,0.396,0.0,0.0,,,,,,,,,,,,2006.0,20.22,0.006,0.006,0.831,0.831,0.0,0.0,,,,,,,,,,,,2007.0,21.22,-0.004,-0.004,0.949,0.949,0.0,0.0,,,,,,,,,,,1986-06-12,https://en.wikipedia.org/wiki/Erik_Ainge
Gardner Minshew II,QB,6.0,1996-05-16,,2013.0,17.3,0.109,0.104,0.0,0.0,0.0,0.0,,,,,,,,,,,,2013.0,17.3,0.004,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,2014.0,18.29,0.023,0.022,0.0,0.0,0.0,0.0,,,,,,,,,,,,2015.0,19.29,0.087,0.082,0.0,0.0,0.0,0.0,,,,,,,,,,,1996-05-16,https://www.pro-football-reference.com/players/M/MinsGa00.htm
Garrett Gilbert,QB,6.0,1991-01-01,19.67,2009.0,18.67,0.018,0.017,0.075,0.071,0.0,0.0,,,,,,,,,,,,2010.0,19.67,0.318,0.302,0.993,0.943,0.0,0.0,,,,,,,,,,,,2011.0,20.67,0.003,0.003,0.081,0.077,0.0,0.0,,,,,,,,,,,,2012.0,21.67,0.307,0.215,0.948,0.664,0.0,0.0,,,,,,,,,,,1991-01-01,https://www.pro-football-reference.com/players/G/GilbGa01.htm
Garrett Grayson,QB,3.0,1991-05-29,22.26,2011.0,20.26,0.085,0.065,0.206,0.156,0.0,0.0,,,,,,,,,,,,2012.0,21.26,0.033,0.025,0.393,0.299,0.0,0.0,,,,,,,,,,,,2013.0,22.26,0.058,0.044,0.975,0.741,0.0,0.0,,,,,,,,,,,,2013.0,22.26,-0.001,-0.001,0.975,0.741,0.0,0.0,,,,,,,,,,,1991-05-29,https://en.wikipedia.org/wiki/Garrett_Grayson
Geno Smith,QB,2.0,1990-10-10,21.89,2009.0,18.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2010.0,19.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2011.0,20.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2012.0,21.89,0.04,0.038,0.967,0.919,0.0,0.0,,,,,,,,,,,1990-10-10,https://www.pro-football-reference.com/players/S/SmitGe00.htm
Gibran Hamdan,QB,7.0,1981-02-08,21.56,2000.0,19.56,0.0,0.0,0.061,0.061,0.0,0.0,,,,,,,,,,,,2001.0,20.56,0.002,0.002,-0.001,-0.001,0.0,0.0,,,,,,,,,,,,2002.0,21.56,0.019,0.019,0.6,0.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981-02-08,https://www.pro-football-reference.com/players/H/HamdGi00.htm
Giovanni Carmazzi,QB,3.0,1977-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-04-14,https://en.wikipedia.org/wiki/Giovanni_Carmazzi
Graham Mertz,QB,6.0,2000-12-06,19.74,2019.0,18.74,0.001,0.001,0.013,0.013,0.0,0.0,,,,,,,,,,,,2020.0,19.74,0.115,0.115,0.939,0.939,0.0,0.0,,,,,,,,,,,,2021.0,20.74,0.176,0.176,0.925,0.925,0.0,0.0,,,,,,,,,,,,2022.0,21.74,0.039,0.039,0.899,0.899,0.0,0.0,,,,,,,,,,,2000-12-06,https://en.wikipedia.org/wiki/Graham_Mertz
Greg McElroy,QB,7.0,1988-05-10,21.31,2007.0,19.31,0.0,0.0,0.039,0.039,0.0,0.0,,,,,,,,,,,,2008.0,20.31,0.0,0.0,0.071,0.071,0.0,0.0,,,,,,,,,,,,2009.0,21.31,0.045,0.045,0.977,0.977,0.0,0.0,,,,,,,,,,,,2010.0,22.31,0.019,0.019,0.857,0.857,0.0,0.0,,,,,,,,,,,1988-05-10,https://www.pro-football-reference.com/players/M/McElGr00.htm
Hendon Hooker,QB,3.0,1998-01-13,21.63,2018.0,20.63,0.026,0.025,0.0,0.0,0.0,0.0,,,,,,,,,,,,2019.0,21.63,0.17,0.161,0.557,0.529,0.0,0.0,,,,,,,,,,,,2020.0,22.63,0.487,0.462,0.65,0.617,0.0,0.0,,,,,,,,,,,,2020.0,22.63,0.004,0.003,0.65,0.617,0.0,0.0,,,,,,,,,,,1998-01-13,https://www.pro-football-reference.com/players/H/HookHe00.htm
Ian Book,QB,4.0,1998-03-30,22.43,2017.0,19.43,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2018.0,20.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2019.0,21.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2020.0,22.43,0.385,0.366,0.997,0.947,0.0,0.0,,,,,,,,,,,1998-03-30,https://www.pro-football-reference.com/players/B/BookIa00.htm
Ingle Martin,QB,5.0,1982-08-15,,2002.0,20.05,0.002,0.002,0.014,0.014,0.0,0.0,,,,,,,,,,,,2002.0,20.05,0.007,0.007,0.014,0.014,0.0,0.0,,,,,,,,,,,,2003.0,21.05,0.003,0.003,0.178,0.178,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982-08-15,https://www.pro-football-reference.com/players/M/MartIn00.htm
Isaiah Stanback,QB,4.0,1984-08-16,21.04,2003.0,19.04,0.004,0.002,0.003,0.002,0.0,0.0,,,,,,,,,,,,2003.0,19.04,0.022,0.013,0.003,0.002,0.0,0.0,,,,,,,,,,,,2004.0,20.04,0.001,0.0,0.28,0.168,0.0,0.0,,,,,,,,,,,,2005.0,21.04,0.28,0.168,0.811,0.486,0.0,0.0,,,,,,,,,,,1984-08-16,https://www.pro-football-reference.com/players/S/StanIs00.htm
J.J. McCarthy,QB,1.0,2003-01-20,19.61,2021.0,18.61,0.067,0.067,0.2,0.2,0.0,0.0,,,,,,,,,,,,2022.0,19.61,0.154,0.154,0.9,0.9,0.0,0.0,,,,,,,,,,,,2023.0,20.61,0.094,0.094,0.925,0.925,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-20,https://www.pro-football-reference.com/players/M/McCaJJ00.htm
J.P. Losman,QB,1.0,1981-03-12,21.47,2000.0,19.47,0.036,0.026,0.173,0.121,0.0,0.0,,,,,,,,,,,,2000.0,19.47,0.002,0.001,0.173,0.121,0.0,0.0,,,,,,,,,,,,2001.0,20.47,0.02,0.014,0.144,0.101,0.0,0.0,,,,,,,,,,,,2002.0,21.47,0.154,0.108,0.941,0.659,0.0,0.0,,,,,,,,,,,1981-03-12,https://www.pro-football-reference.com/players/L/LosmJ.00.htm
J.T. O'Sullivan,QB,6.0,1985-08-08,,2003.0,18.06,0.002,0.002,0.043,0.043,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-08-08,https://www.pro-football-reference.com/players/S/SullJo24.htm
JaJuan Seider,QB,6.0,1977-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-04-16,https://en.wikipedia.org/wiki/Ja'Juan_Seider
JaMarcus Russell,QB,1.0,1985-08-09,20.06,2004.0,19.06,0.0,0.0,0.454,0.454,0.0,0.0,,,,,,,,,,,,2005.0,20.06,0.042,0.042,0.76,0.76,0.0,0.0,,,,,,,,,,,,2006.0,21.06,0.038,0.038,0.945,0.945,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-08-09,https://www.pro-football-reference.com/players/R/RussJa00.htm
Jacob Eason,QB,4.0,1997-11-17,18.79,2016.0,18.79,0.022,0.022,0.983,0.983,0.0,0.0,,,,,,,,,,,,2017.0,19.79,-0.002,-0.002,0.005,0.005,0.0,0.0,,,,,,,,,,,,2019.0,21.79,0.01,0.009,0.974,0.925,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-11-17,https://www.pro-football-reference.com/players/E/EasoJa00.htm
Jacoby Brissett,QB,3.0,1992-12-11,21.72,2011.0,18.72,0.078,0.078,0.12,0.12,0.0,0.0,,,,,,,,,,,,2012.0,19.72,0.037,0.037,0.104,0.104,0.0,0.0,,,,,,,,,,,,2014.0,21.72,0.162,0.154,0.97,0.922,0.0,0.0,,,,,,,,,,,,2014.0,21.72,0.004,0.004,0.97,0.922,0.0,0.0,,,,,,,,,,,1992-12-11,https://www.pro-football-reference.com/players/B/BrisJa00.htm
Jake Fromm,QB,5.0,1998-07-30,19.09,2017.0,19.09,0.077,0.077,0.993,0.993,0.0,0.0,,,,,,,,,,,,2018.0,20.09,-0.004,-0.004,0.875,0.875,0.0,0.0,,,,,,,,,,,,2019.0,21.09,-0.002,-0.002,0.92,0.92,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-07-30,https://www.pro-football-reference.com/players/F/FromJa00.htm
Jake Haener,QB,4.0,1999-03-16,21.46,2018.0,19.46,-0.001,-0.001,0.042,0.04,0.0,0.0,,,,,,,,,,,,2020.0,21.46,0.111,0.085,0.973,0.739,0.0,0.0,,,,,,,,,,,,2021.0,22.46,-0.001,-0.001,0.954,0.725,0.0,0.0,,,,,,,,,,,,2021.0,22.46,0.045,0.034,0.954,0.725,0.0,0.0,,,,,,,,,,,1999-03-16,https://www.pro-football-reference.com/players/H/HaenJa00.htm
Jake Locker,QB,1.0,1988-06-15,19.21,2007.0,19.21,0.003,0.002,0.804,0.482,0.0,0.0,,,,,,,,,,,,2007.0,19.21,0.56,0.336,0.804,0.482,0.0,0.0,,,,,,,,,,,,2008.0,20.21,0.296,0.177,0.214,0.128,0.0,0.0,,,,,,,,,,,,2009.0,21.21,0.235,0.141,0.993,0.596,0.0,0.0,,,,,,,,,,,1988-06-15,https://www.pro-football-reference.com/players/L/LockJa00.htm
Jake Luton,QB,6.0,1996-04-11,22.39,2015.0,19.39,0.158,0.12,0.086,0.065,0.0,0.0,,,,,,,,,,,,2017.0,21.39,0.006,0.005,0.363,0.345,0.0,0.0,,,,,,,,,,,,2018.0,22.39,-0.024,-0.023,0.572,0.543,0.0,0.0,,,,,,,,,,,,2019.0,23.39,0.002,0.002,0.91,0.864,0.0,0.0,,,,,,,,,,,1996-04-11,https://www.pro-football-reference.com/players/L/LutoJa00.htm
Jake Rudock,QB,6.0,1993-01-21,20.61,2013.0,20.61,0.174,0.174,0.939,0.939,0.0,0.0,,,,,,,,,,,,2014.0,21.61,0.1,0.1,0.776,0.776,0.0,0.0,,,,,,,,,,,,2015.0,22.61,0.122,0.122,0.964,0.964,0.0,0.0,,,,,,,,,,,,2015.0,22.61,-0.0,-0.0,0.964,0.964,0.0,0.0,,,,,,,,,,,1993-01-21,https://www.pro-football-reference.com/players/R/RudoJa00.htm
Jalen Hurts,QB,2.0,1998-08-07,18.07,2016.0,18.07,0.401,0.401,0.883,0.883,0.0,0.0,,,,,,,,,,,,2017.0,19.07,-0.0,-0.0,0.688,0.688,0.0,0.0,,,,,,,,,,,,2017.0,19.07,0.301,0.301,0.688,0.688,0.0,0.0,,,,,,,,,,,,2018.0,20.07,0.002,0.002,0.156,0.156,0.0,0.0,,,,,,,,,,,1998-08-07,https://www.pro-football-reference.com/players/H/HurtJa00.htm
Jalen Milroe,QB,3.0,2002-12-13,20.72,2021.0,18.72,0.006,0.006,0.014,0.014,0.0,0.0,,,,,,,,,,,,2022.0,19.72,0.049,0.049,0.108,0.108,0.0,0.0,,,,,,,,,,,,2023.0,20.72,0.347,0.347,0.959,0.959,0.0,0.0,,,,,,,,,,,,2024.0,21.72,0.706,0.706,0.933,0.933,0.0,0.0,,,,,,,,,,,2002-12-13,https://www.pro-football-reference.com/players/M/MilrJa00.htm
Jameis Winston,QB,1.0,1994-01-06,19.65,2013.0,19.65,0.072,0.069,0.935,0.888,0.0,0.0,,,,,,,,,,,,2014.0,20.65,0.065,0.062,0.941,0.894,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-01-06,https://www.pro-football-reference.com/players/W/WinsJa00.htm
James Kilian,QB,7.0,1980-10-24,,2001.0,20.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2001.0,20.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2002.0,21.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2003.0,22.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1980-10-24,https://en.wikipedia.org/wiki/James_Kilian
James Morgan,QB,4.0,1981-11-24,34.77,2016.0,34.77,-0.013,-0.009,0.805,0.563,0.0,0.0,,,,,,,,,,,,2017.0,35.77,-0.007,-0.005,0.438,0.306,0.0,0.0,,,,,,,,,,,,2018.0,36.77,0.016,0.011,0.908,0.636,0.0,0.0,,,,,,,,,,,,2019.0,37.77,0.064,0.045,0.965,0.675,0.0,0.0,,,,,,,,,,,1981-11-24,https://en.wikipedia.org/wiki/Morgan_James
Jared Goff,QB,1.0,1994-10-14,18.88,2013.0,18.88,0.015,0.014,0.85,0.808,0.0,0.0,,,,,,,,,,,,2013.0,18.88,-0.0,-0.0,0.85,0.808,0.0,0.0,,,,,,,,,,,,2014.0,19.88,-0.005,-0.005,0.952,0.905,0.0,0.0,,,,,,,,,,,,2015.0,20.88,-0.001,-0.001,0.971,0.923,0.0,0.0,,,,,,,,,,,1994-10-14,https://www.pro-football-reference.com/players/G/GoffJa00.htm
Jaren Hall,QB,5.0,1998-03-24,,2018.0,20.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2019.0,21.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2021.0,23.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2021.0,23.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1998-03-24,https://www.pro-football-reference.com/players/H/HallJa00.htm
Jarious Jackson,QB,7.0,1977-05-03,,2012.0,35.33,0.003,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,2013.0,36.33,0.118,0.083,0.0,0.0,0.0,0.0,,,,,,,,,,,,2013.0,36.33,0.006,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,2014.0,37.33,0.119,0.084,0.0,0.0,0.0,0.0,,,,,,,,,,,1977-05-03,https://www.pro-football-reference.com/players/J/JackJa01.htm
Jarrett Stidham,QB,4.0,1996-08-08,21.07,2015.0,19.06,0.032,0.03,0.304,0.289,0.0,0.0,,,,,,,,,,,,2017.0,21.07,0.119,0.119,0.912,0.912,0.0,0.0,,,,,,,,,,,,2018.0,22.06,0.072,0.072,0.912,0.912,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-08-08,https://www.pro-football-reference.com/players/S/StidJa00.htm
Jason Campbell,QB,1.0,1981-12-31,20.67,2001.0,19.67,0.107,0.107,0.427,0.427,0.0,0.0,,,,,,,,,,,,2002.0,20.67,0.126,0.126,0.56,0.56,0.0,0.0,,,,,,,,,,,,2003.0,21.67,0.05,0.05,0.954,0.954,0.0,0.0,,,,,,,,,,,,2004.0,22.67,0.0,0.0,0.837,0.837,0.0,0.0,,,,,,,,,,,1981-12-31,https://www.pro-football-reference.com/players/C/CampJa00.htm
Jaxson Dart,QB,1.0,2003-05-13,19.3,2021.0,18.31,0.054,0.051,0.403,0.383,0.0,0.0,,,,,,,,,,,,2022.0,19.3,0.121,0.121,0.932,0.932,0.0,0.0,,,,,,,,,,,,2023.0,20.3,0.206,0.206,0.895,0.895,0.0,0.0,,,,,,,,,,,,2023.0,20.3,0.002,0.002,0.895,0.895,0.0,0.0,,,,,,,,,,,2003-05-13,https://www.pro-football-reference.com/players/D/DartJa00.htm
Jay Cutler,QB,1.0,1983-04-29,19.34,2002.0,19.34,0.568,0.568,0.929,0.929,0.0,0.0,,,,,,,,,,,,2003.0,20.34,0.085,0.085,0.922,0.922,0.0,0.0,,,,,,,,,,,,2004.0,21.34,0.0,0.0,0.95,0.95,0.0,0.0,,,,,,,,,,,,2005.0,22.34,0.059,0.059,0.998,0.998,0.0,0.0,,,,,,,,,,,1983-04-29,https://www.pro-football-reference.com/players/C/CutlJa00.htm
Jayden Daniels,QB,1.0,2000-12-18,18.7,2019.0,18.7,0.126,0.12,0.86,0.817,0.0,0.0,,,,,,,,,,,,2020.0,19.7,0.544,0.516,0.951,0.904,0.0,0.0,,,,,,,,,,,,2021.0,20.7,0.39,0.371,0.887,0.842,0.0,0.0,,,,,,,,,,,,2022.0,21.7,0.022,0.022,0.756,0.756,0.0,0.0,,,,,,,,,,,2000-12-18,https://www.pro-football-reference.com/players/D/DaniJa02.htm
Jeff Driskel,QB,6.0,1993-04-23,19.36,2011.0,18.36,0.004,0.004,0.031,0.031,0.0,0.0,,,,,,,,,,,,2012.0,19.36,0.262,0.262,0.894,0.894,0.0,0.0,,,,,,,,,,,,2013.0,20.36,0.055,0.055,0.207,0.207,0.0,0.0,,,,,,,,,,,,2014.0,21.36,0.153,0.153,0.514,0.514,0.0,0.0,,,,,,,,,,,1993-04-23,https://www.pro-football-reference.com/players/D/DrisJe00.htm
Jeff Kelly,QB,7.0,1975-12-13,24.72,2000.0,24.72,0.144,0.101,0.989,0.693,0.0,0.0,,,,,,,,,,,,2001.0,25.72,0.031,0.021,0.927,0.649,0.0,0.0,,,,,,,,,,,,2001.0,25.72,0.094,0.066,0.927,0.649,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975-12-13,https://www.pro-football-reference.com/players/K/KellJe20.htm
Jeff Rowe,QB,5.0,1986-07-09,,2002.0,16.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2003.0,17.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2004.0,18.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2005.0,19.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1986-07-09,https://en.wikipedia.org/wiki/Jeff_Rowe_(filmmaker)
Jeff Smoker,QB,6.0,1981-06-13,19.22,2000.0,19.22,0.099,0.099,0.616,0.616,0.0,0.0,,,,,,,,,,,,2001.0,20.22,0.03,0.03,0.726,0.726,0.0,0.0,,,,,,,,,,,,2002.0,21.22,-0.007,-0.007,0.561,0.561,0.0,0.0,,,,,,,,,,,,2003.0,22.22,0.055,0.055,0.984,0.984,0.0,0.0,,,,,,,,,,,1981-06-13,https://en.wikipedia.org/wiki/Jeff_Smoker
Jesse Palmer,QB,4.0,1978-10-05,,2000.0,21.91,0.081,0.081,0.385,0.385,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-10-05,https://www.pro-football-reference.com/players/P/PalmJe00.htm
Jim Sorgi,QB,6.0,1980-12-03,22.74,2000.0,19.75,0.002,0.002,0.364,0.364,0.0,0.0,,,,,,,,,,,,2001.0,20.74,0.052,0.052,0.479,0.479,0.0,0.0,,,,,,,,,,,,2002.0,21.74,-0.001,-0.001,0.15,0.15,0.0,0.0,,,,,,,,,,,,2003.0,22.74,0.054,0.054,0.87,0.87,0.0,0.0,,,,,,,,,,,1980-12-03,https://www.pro-football-reference.com/players/S/SorgJi00.htm
Jimmy Clausen,QB,2.0,1987-09-21,,2007.0,19.95,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,20.95,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2009.0,21.95,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-09-21,https://www.pro-football-reference.com/players/C/ClauJi00.htm
Jimmy Garoppolo,QB,2.0,1991-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-11-02,https://www.pro-football-reference.com/players/G/GaroJi00.htm
Joe Burrow,QB,1.0,1996-12-10,21.72,2016.0,19.73,0.03,0.03,0.079,0.079,0.0,0.0,,,,,,,,,,,,2017.0,20.73,-0.001,-0.001,0.008,0.008,0.0,0.0,,,,,,,,,,,,2018.0,21.72,0.273,0.273,0.958,0.958,0.0,0.0,,,,,,,,,,,,2019.0,22.72,0.072,0.072,0.963,0.963,0.0,0.0,,,,,,,,,,,1996-12-10,https://www.pro-football-reference.com/players/B/BurrJo01.htm
Joe Flacco,QB,1.0,1985-01-16,,2004.0,19.62,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-01-16,https://www.pro-football-reference.com/players/F/FlacJo00.htm
Joe Hamilton,QB,7.0,1977-03-13,,2008.0,31.47,0.006,0.004,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,31.47,0.042,0.032,0.0,0.0,0.0,0.0,,,,,,,,,,,,2009.0,32.47,0.042,0.032,0.0,0.0,0.0,0.0,,,,,,,,,,,,2009.0,32.47,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,1977-03-13,https://www.pro-football-reference.com/players/H/HamiJo20.htm
Joe Milton,QB,6.0,2000-03-06,20.49,2018.0,18.49,0.026,0.026,0.01,0.01,0.0,0.0,,,,,,,,,,,,2019.0,19.49,0.022,0.022,0.029,0.029,0.0,0.0,,,,,,,,,,,,2020.0,20.49,0.092,0.092,0.581,0.581,0.0,0.0,,,,,,,,,,,,2021.0,21.49,0.05,0.05,0.086,0.086,0.0,0.0,,,,,,,,,,,2000-03-06,https://www.pro-football-reference.com/players/M/MiltJo00.htm
Joey Harrington,QB,1.0,1978-10-21,21.86,2000.0,21.86,0.172,0.103,0.975,0.585,0.0,0.0,,,,,,,,,,,,2001.0,22.86,0.0,0.0,0.949,0.569,0.0,0.0,,,,,,,,,,,,2001.0,22.86,0.157,0.094,0.949,0.569,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-10-21,https://www.pro-football-reference.com/players/H/HarrJo00.htm
John Beck,QB,2.0,1981-08-21,23.03,2003.0,22.03,0.043,0.032,0.36,0.273,0.0,0.0,,,,,,,,,,,,2004.0,23.03,0.0,0.0,0.833,0.633,0.0,0.0,,,,,,,,,,,,2005.0,24.03,0.045,0.034,0.998,0.759,0.0,0.0,,,,,,,,,,,,2005.0,24.03,0.0,0.0,0.998,0.759,0.0,0.0,,,,,,,,,,,1981-08-21,https://www.pro-football-reference.com/players/B/BeckJo00.htm
John David Booty,QB,5.0,1985-01-03,21.66,2003.0,18.66,-0.001,-0.001,0.012,0.007,0.0,0.0,,,,,,,,,,,,2005.0,20.66,-0.001,-0.001,0.086,0.052,0.0,0.0,,,,,,,,,,,,2006.0,21.66,0.009,0.005,0.971,0.583,0.0,0.0,,,,,,,,,,,,2007.0,22.66,-0.001,-0.001,0.753,0.452,0.0,0.0,,,,,,,,,,,1985-01-03,https://en.wikipedia.org/wiki/John_David_Booty
John Navarre,QB,7.0,1980-09-09,20.98,2000.0,19.98,-0.007,-0.007,0.284,0.284,0.0,0.0,,,,,,,,,,,,2001.0,20.98,-0.021,-0.021,0.938,0.938,0.0,0.0,,,,,,,,,,,,2002.0,21.98,0.045,0.045,0.98,0.98,0.0,0.0,,,,,,,,,,,,2003.0,22.98,-0.013,-0.013,0.935,0.935,0.0,0.0,,,,,,,,,,,1980-09-09,https://www.pro-football-reference.com/players/N/NavaJo00.htm
John Skelton,QB,5.0,1988-03-17,,2012.0,24.46,0.031,0.024,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-03-17,https://www.pro-football-reference.com/players/S/SkelJo00.htm
Johnny Manziel,QB,1.0,1992-12-06,19.74,2012.0,19.74,0.546,0.546,0.915,0.915,0.0,0.0,,,,,,,,,,,,2013.0,20.74,0.195,0.195,0.91,0.91,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-12-06,https://www.pro-football-reference.com/players/M/ManzJo00.htm
Jonathan Crompton,QB,5.0,1987-07-25,22.11,2006.0,19.1,0.003,0.003,0.142,0.142,0.0,0.0,,,,,,,,,,,,2007.0,20.1,-0.001,-0.001,0.028,0.028,0.0,0.0,,,,,,,,,,,,2008.0,21.11,0.133,0.133,0.504,0.504,0.0,0.0,,,,,,,,,,,,2009.0,22.11,0.009,0.009,0.958,0.958,0.0,0.0,,,,,,,,,,,1987-07-25,https://en.wikipedia.org/wiki/Jonathan_Crompton
Jordan Love,QB,1.0,1998-11-02,19.83,2017.0,18.83,0.087,0.066,0.513,0.39,0.0,0.0,,,,,,,,,,,,2018.0,19.83,0.118,0.089,0.966,0.734,0.0,0.0,,,,,,,,,,,,2019.0,20.83,0.024,0.018,0.923,0.702,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-11-02,https://www.pro-football-reference.com/players/L/LoveJo03.htm
Jordan Palmer,QB,6.0,1984-05-30,21.26,2003.0,19.26,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2004.0,20.26,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2005.0,21.26,0.028,0.019,0.986,0.69,0.0,0.0,,,,,,,,,,,,2006.0,22.26,0.006,0.004,0.927,0.649,0.0,0.0,,,,,,,,,,,1984-05-30,https://www.pro-football-reference.com/players/P/PalmJo20.htm
