merged_player_name,merged_player_name_clean,matched_dom_name,similarity
Daryl Richardson,Daryl Richardson,Darryl Richardson,0.9696969696969697
Marquis Walker,Marquis Walker,Marquise Walker,0.9655172413793104
Jamaar Taylor,Jamaar Taylor,Jamar Taylor,0.96
Tre McBride,Tre McBride,Trey McBride,0.9565217391304348
Daryl Jones,Daryl Jones,Darryl Jones,0.9565217391304348
Andre' Davis,Andre' Davis,Andre Davis,0.9565217391304348
Kevin White,Kevin White,Kelvin White,0.9565217391304348
KeAndre Lambert-Smith,KeAndre Lambert-Smith,Keandre Lambert-Smith,0.9523809523809523
Andre King,Andre King,Andrew King,0.9523809523809523
John Brown,John Brown,Jon Brown,0.9473684210526315
LaBrandon Toefield,LaBrandon Toefield,Labrandon Toefield,0.9444444444444444
Terrance Williams,Terrance Williams,Terrence Williams,0.9411764705882353
DeAndre Washington,DeAndre Washington,Andre Washington,0.9411764705882353
ArDarius Stewart,ArDarius Stewart,Ardarius Stewart,0.9375
Javarris Williams,Javarris Williams,Jarris Williams,0.9375
DeAngelo Yancey,DeAngelo Yancey,Deangelo Yancey,0.9333333333333333
Jonathan Carter,Jonathan Carter,Jonathon Carter,0.9333333333333333
DeAndre Smelter,DeAndre Smelter,Deandre Smelter,0.9333333333333333
DeAndre Hopkins,DeAndre Hopkins,Deandre Hopkins,0.9333333333333333
Quinton Patton,Quinton Patton,Quinton Patten,0.9285714285714286
DeSean Jackson,DeSean Jackson,Desean Jackson,0.9285714285714286
Troy Williamson,Troy Williamson,Troy Williams,0.9285714285714286
Jaymar Johnson,Jaymar Johnson,Jamari Johnson,0.9285714285714286
MarShawn Lloyd,MarShawn Lloyd,Marshawn Lloyd,0.9285714285714286
Stevie Johnson,Stevie Johnson,Steven Johnson,0.9285714285714286
Jeremi Johnson,Jeremi Johnson,Jeremy Johnson,0.9285714285714286
Charles Scott,Charles Scott,Charlie Scott,0.9230769230769231
Michael Allan,Michael Allan,Michael Allen,0.9230769230769231
T.J. Williams,T.J. Williams,D.J. Williams,0.9230769230769231
LaVon Brazill,LaVon Brazill,Lavon Brazill,0.9230769230769231
DeeJay Dallas,DeeJay Dallas,Deejay Dallas,0.9230769230769231
LaMont Jordan,LaMont Jordan,Lamont Jordan,0.9230769230769231
Brice Butler,Brice Butler,Bryce Butler,0.9166666666666666
Dan LeFevour,Dan LeFevour,Dan Lefevour,0.9166666666666666
Tony Stewart,Tony Stewart,Troy Stewart,0.9166666666666666
DeVier Posey,DeVier Posey,Devier Posey,0.9166666666666666
A.J. Jenkins,A.J. Jenkins,E.J. Jenkins,0.9166666666666666
George Layne,George Layne,George Payne,0.9166666666666666
Geremy Davis,Geremy Davis,Jeremy Davis,0.9166666666666666
Javon Walker,Javon Walker,Jadon Walker,0.9166666666666666
Josh Jacobs,Josh Jacobs,Joshua Jacobs,0.9166666666666666
Ja'Lynn Polk,Ja'Lynn Polk,Ja'lynn Polk,0.9166666666666666
Justin Hunter,Justin Hunter,Justin Hunt,0.9166666666666666
Tremon Smith,Tremon Smith,Trelon Smith,0.9166666666666666
Johnny White,Johnny White,John White,0.9090909090909091
James Hardy,James Hardy,Jamel Hardy,0.9090909090909091
Sam LaPorta,Sam LaPorta,Sam Laporta,0.9090909090909091
Kolby Smith,Kolby Smith,Colby Smith,0.9090909090909091
Terry Jones,Terry Jones,Perry Jones,0.9090909090909091
Kevin Dorsey,Kevin Dorsey,Ken Dorsey,0.9090909090909091
Gardner Minshew II,Gardner Minshew II,Gardner Minshew,0.9090909090909091
Devin Smith,Devin Smith,Deion Smith,0.9090909090909091
Torrey Smith,Torrey Smith,Trey Smith,0.9090909090909091
Mark Wilson,Mark Wilson,Mack Wilson,0.9090909090909091
Mitchell Trubisky,Mitchell Trubisky,Mitch Trubisky,0.9032258064516129
Alizé Mack,Alizé Mack,Alize Mack,0.9
T.J. Jones,T.J. Jones,C.J. Jones,0.9
L.J. Smith,L.J. Smith,B.J. Smith,0.9
RJ Harvey,RJ Harvey,R.J. Harvey,0.9
EJ Manuel,EJ Manuel,E.J. Manuel,0.9
Ben Watson,Ben Watson,Ben Batson,0.9
Darius Jackson,Darius Jackson,Driphus Jackson,0.896551724137931
Dan Alexander,Dan Alexander,Daelen Alexander,0.896551724137931
Marquess Wilson,Marquess Wilson,Marquis Wilson,0.896551724137931
Michael Woods II,Michael Woods II,Michael Woods,0.896551724137931
La'Mical Perine,La'Mical Perine,Lamical Perine,0.896551724137931
Gary Jennings Jr,Gary Jennings Jr,Gary Jennings,0.896551724137931
Reggie Williams,Reggie Williams,Reggie Gilliam,0.896551724137931
Kevin Robinson,Kevin Robinson,Kaedin Robinson,0.896551724137931
Thomas Fidone,Thomas Fidone,Thomas Fidone II,0.896551724137931
Nate Burleson,Nate Burleson,Nate Burleson II,0.896551724137931
Deon Anderson,Deon Anderson,Desmond Anderson,0.896551724137931
Kerrith Whyte Jr,Kerrith Whyte Jr,Kerrith Whyte,0.896551724137931
Adrien Robinson,Adrien Robinson,Andre Robinson,0.896551724137931
Vance McDonald,Vance McDonald,Chance McDonald,0.896551724137931
Anthony McFarland Jr.,Anthony McFarland Jr.,Anthony McFarland,0.8947368421052632
Bryant Johnson,Bryant Johnson,Brian Johnson,0.8888888888888888
Brian Leonard,Brian Leonard,Dorian Leonard,0.8888888888888888
JJ Nelson,JJ Nelson,DJ Nelson,0.8888888888888888
Harry Williams,Harry Williams,Gary Williams,0.8888888888888888
Chad Williams,Chad Williams,Caden Williams,0.8888888888888888
Gartrell Johnson,Gartrell Johnson,Gartrell Johnson III,0.8888888888888888
Brandon Jackson,Brandon Jackson,Brad Jackson,0.8888888888888888
Braden Wilson,Braden Wilson,Brandon Wilson,0.8888888888888888
Mike Hass,Mike Hass,Mike Bass,0.8888888888888888
Garrett Mills,Garrett Mills,Garrett Miller,0.8888888888888888
Ronald Jones II,Ronald Jones II,Ronald Jones,0.8888888888888888
DJ Chark,DJ Chark,D.J. Chark,0.8888888888888888
Ray Davis,Ray Davis,Jay Davis,0.8888888888888888
Malcolm Johnson,Malcolm Johnson,Malcolm Johnson Jr.,0.8823529411764706
James Jackson,James Jackson,Jake Jackson,0.88
Kevin Norwood,Kevin Norwood,Levi Norwood,0.88
De'Von Achane,De'Von Achane,Devon Achane,0.88
Cedric Cobbs,Cedric Cobbs,Kaedric Cobbs,0.88
Chad Jackson,Chad Jackson,Chase Jackson,0.88
Charles Davis,Charles Davis,Carlos Davis,0.88
Brandon Drumm,Brandon Drumm,Brandon Crum,0.88
Kyle Johnson,Kyle Johnson,Kaleb Johnson,0.88
Chris Herndon,Chris Herndon,Chris Herron,0.88
Freddie Brown,Freddie Brown,Leddie Brown,0.88
Corey Coleman,Corey Coleman,Trey Coleman,0.88
Dwayne Wright,Dwayne Wright,Dante Wright,0.88
Calvin Johnson HOF,Calvin Johnson HOF,Calvin Johnson,0.875
Leon Washington,Leon Washington,Benton Washington,0.875
Larry Rountree,Larry Rountree,Larry Rountree III,0.875
Chandler Williams,Chandler Williams,Chance Williams,0.875
Matthew Dayes,Matthew Dayes,Matt Dayes,0.8695652173913043
Aaron Brown,Aaron Brown,Barion Brown,0.8695652173913043
David Wilson,David Wilson,David Olson,0.8695652173913043
Bryce Brown,Bryce Brown,Brayle Brown,0.8695652173913043
Carson Wentz,Carson Wentz,Carson Kent,0.8695652173913043
David Clowney,David Clowney,David Cone,0.8695652173913043
Stevan Ridley,Stevan Ridley,Sean Riley,0.8695652173913043
Rudi Johnson,Rudi Johnson,Rio Johnson,0.8695652173913043
Chad Johnson,Chad Johnson,Cam Johnson,0.8695652173913043
Chris Cole,Chris Cole,Chris Coleman,0.8695652173913043
Da'Ron Brown,Da'Ron Brown,Davon Brown,0.8695652173913043
Deon Butler,Deon Butler,Devin Butler,0.8695652173913043
Chris Baker,Chris Baker,Chris Booker,0.8695652173913043
Corey Fuller,Corey Fuller,Cole Fuller,0.8695652173913043
Mike Green,Mike Green,Mike Green II,0.8695652173913043
Daniel Hardy,Daniel Hardy,Daniel Hurd,0.8695652173913043
Chris Brown,Chris Brown,Curtis Brown,0.8695652173913043
Shawn Nelson,Shawn Nelson,Sean Nelson,0.8695652173913043
David Thomas,David Thomas,Dave Thomas,0.8695652173913043
Trey Millard,Trey Millard,Trey Miller,0.8695652173913043
Marvin Jones,Marvin Jones,Malin Jones,0.8695652173913043
Trent Smith,Trent Smith,Trelon Smith,0.8695652173913043
Mark Jones,Mark Jones,Markell Jones,0.8695652173913043
Javin Hunter,Javin Hunter,Javion Hunt,0.8695652173913043
Jason Witten,Jason Witten,Jason White,0.8695652173913043
Karlos Williams,Karlos Williams,Marlon Williams,0.8666666666666667
Harold Fannin,Harold Fannin,Harold Fannin Jr.,0.8666666666666667
Darrell Jackson,Darrell Jackson,Terrell Jackson,0.8666666666666667
Anthony Thomas,Anthony Thomas,Anthony Thompson,0.8666666666666667
Kenneth Gainwell,Kenneth Gainwell,Kenny Gainwell,0.8666666666666667
Michael Penix,Michael Penix,Michael Penix Jr.,0.8666666666666667
B.J. Cunningham,B.J. Cunningham,T.W. Cunningham,0.8666666666666667
Andre Johnson HOF,Andre Johnson HOF,Andre Johnson,0.8666666666666667
Dwayne Washington,Dwayne Washington,Darnell Washington,0.8571428571428571
Ty Montgomery,Ty Montgomery,Ryan Montgomery,0.8571428571428571
Chris Henry,Chris Henry,Chas Henry,0.8571428571428571
Mike Davis,Mike Davis,Malik Davis,0.8571428571428571
Mike Banks,Mike Banks,Miles Banks,0.8571428571428571
Charles Johnson,Charles Johnson,Charles Jones,0.8571428571428571
Dexter Jackson,Dexter Jackson,Deonte Jackson,0.8571428571428571
Jason Hill,Jason Hill,Dawson Hill,0.8571428571428571
Knile Davis,Knile Davis,Kyle Davis,0.8571428571428571
Mike Anderson,Mike Anderson,Mikey Henderson,0.8571428571428571
Michael Turner,Michael Turner,Michael Garner,0.8571428571428571
Evan Rodriguez,Evan Rodriguez,Juan Rodriguez,0.8571428571428571
Chauncey Washington,Chauncey Washington,Casey Washington,0.8571428571428571
Braylon Edwards,Braylon Edwards,Bryan Edwards,0.8571428571428571
Marko Mitchell,Marko Mitchell,Myron Mitchell,0.8571428571428571
Koren Robinson,Koren Robinson,Corey Robinson,0.8571428571428571
Rory Anderson,Rory Anderson,Rodney Anderson,0.8571428571428571
Roddy White,Roddy White,Cody White,0.8571428571428571
Michael Gaines,Michael Gaines,Michael Garner,0.8571428571428571
Cameron Morrah,Cameron Morrah,Cameron Morgan,0.8571428571428571
Jameel Cook,Jameel Cook,James Cook,0.8571428571428571
Cam Skattebo,Cam Skattebo,Cameron Skattebo,0.8571428571428571
Tee Martin,Tee Martin,Reed Martin,0.8571428571428571
Brian Thomas,Brian Thomas,Brian Thomas Jr.,0.8571428571428571
Jalen Saunders,Jalen Saunders,Kaden Saunders,0.8571428571428571
Ladarius Green,Ladarius Green,Javarius Green,0.8571428571428571
Zac Brooks,Zac Brooks,Jack Brooks,0.8571428571428571
Matt Sherry,Matt Sherry,Matt Berry,0.8571428571428571
Ryan Fitzpatrick,Ryan Fitzpatrick,Jalen Fitzpatrick,0.8484848484848485
Benny Snell Jr.,Benny Snell Jr.,Benjamin Snell Jr.,0.8484848484848485
Jermaine Gresham,Jermaine Gresham,Jermaine Crenshaw,0.8484848484848485
John Phillips,John Phillips,Jojo Phillips,0.8461538461538461
David Kirtman,David Kirtman,David Pittman,0.8461538461538461
Steven Jackson,Steven Jackson,Sean Jackson,0.8461538461538461
Marcus Smith,Marcus Smith,Damarcus Smith,0.8461538461538461
Justin Watson,Justin Watson,Justin Lamson,0.8461538461538461
Travis Taylor,Travis Taylor,Tyrain Taylor,0.8461538461538461
Justin Peelle,Justin Peelle,Justin Weller,0.8461538461538461
Dustin Keller,Dustin Keller,Justin Weller,0.8461538461538461
Anthony Hill,Anthony Hill,Anthony Miller,0.8461538461538461
Anthony McCoy,Anthony McCoy,Antonio McCoy,0.8461538461538461
Delanie Walker,Delanie Walker,Kelan Walker,0.8461538461538461
Jonathan Orr,Jonathan Orr,Jonathan Perry,0.8461538461538461
Austin Hooper,Austin Hooper,Justin Cooper,0.8461538461538461
Nate Stanley,Nate Stanley,Carter Stanley,0.8461538461538461
Chase Edmonds,Chase Edmonds,Chris Edmonds,0.8461538461538461
Taco Wallace,Taco Wallace,Tracin Wallace,0.8461538461538461
JaJuan Dawson,JaJuan Dawson,Jajuan Lawson,0.8461538461538461
Aaron Walker,Aaron Walker,Amorion Walker,0.8461538461538461
Maxx Williams,Maxx Williams,Mark Williams,0.8461538461538461
Aaron Lockett,Aaron Lockett,Aaron Hackett,0.8461538461538461
Thomas Duarte,Thomas Duarte,Thomas Stuart,0.8461538461538461
Garrett Graham,Garrett Graham,Garrett Gray,0.8461538461538461
Brandon Myers,Brandon Myers,Brandon Hayes,0.8461538461538461
Joe Hamilton,Joe Hamilton,James Hamilton,0.8461538461538461
Brandon Miree,Brandon Miree,Brandon Green,0.8461538461538461
Tre Mason,Tre Mason,Tre Watson,0.8421052631578947
Roy Hall,Roy Hall,Rodney Hall,0.8421052631578947
Jeff King,Jeff King,Jeff Klein,0.8421052631578947
Josh Boyce,Josh Boyce,Josh Bock,0.8421052631578947
Jay Finley,Jay Finley,TJ Finley,0.8421052631578947
Dez Bryant,Dez Bryant,D. Bryant,0.8421052631578947
Matt Hazel,Matt Hazel,Matt Hale,0.8421052631578947
Chris Chambers,Chris Chambers,Chris Chamberlain,0.8387096774193549
Zander Horvath,Zander Horvath,Alexander Horvath,0.8387096774193549
Jonathan Wells,Jonathan Wells,Jonathan Williams,0.8387096774193549
Martellus Bennett,Martellus Bennett,Marcus Bennett,0.8387096774193549
Adrian Peterson,Adrian Peterson,Adrian McPherson,0.8387096774193549
Aaron Hernandez,Aaron Hernandez,Carlos Hernandez,0.8387096774193549
Aldrick Robinson,Aldrick Robinson,Gerick Robinson,0.8387096774193549
Maurice Jones-Drew,Maurice Jones-Drew,Maurice Jones,0.8387096774193549
Carlton Mitchell,Carlton Mitchell,Keaton Mitchell,0.8387096774193549
Tony Jackson,Tony Jackson,Cody Jackson,0.8333333333333334
Justin Green,Justin Green,Justin Brent,0.8333333333333334
Brian Allen,Brian Allen,Braelon Allen,0.8333333333333334
Mike Merritt,Mike Merritt,Kirk Merritt,0.8333333333333334
DeVante Parker,DeVante Parker,Dan Parker,0.8333333333333334
Kelvin Taylor,Kelvin Taylor,Kent Taylor,0.8333333333333334
Ryan Taylor,Ryan Taylor,Taywan Taylor,0.8333333333333334
Travis Minor,Travis Minor,Travis Moore,0.8333333333333334
Darius Watts,Darius Watts,Marcus Watts,0.8333333333333334
Kris Wilson,Kris Wilson,Travis Wilson,0.8333333333333334
Lamar Gordon,Lamar Gordon,Lamar Jordan,0.8333333333333334
Sam Simmons,Sam Simmons,Naiem Simmons,0.8333333333333334
Dezmin Lewis,Dezmin Lewis,Damien Lewis,0.8333333333333334
Chris Massey,Chris Massey,Chris Masson,0.8333333333333334
Frank Gore,Frank Gore,Frank Gore Jr.,0.8333333333333334
Alfred Morris,Alfred Morris,Alec Morris,0.8333333333333334
Jaelen Strong,Jaelen Strong,Jake Strong,0.8333333333333334
Sloan Thomas,Sloan Thomas,Dylan Thomas,0.8333333333333334
Javon Ringer,Javon Ringer,Javon Rogers,0.8333333333333334
Jacob Hester,Jacob Hester,Jack Hestera,0.8333333333333334
David Paulson,David Paulson,David Olson,0.8333333333333334
Christian Watson,Christian Watson,Christian Washington,0.8333333333333334
Maurice Mann,Maurice Mann,Maurice Mayo,0.8333333333333334
Travis Henry,Travis Henry,Travis Homer,0.8333333333333334
Sean Brewer,Sean Brewer,Keegan Brewer,0.8333333333333334
Dallas Clark,Dallas Clark,Daryll Clark,0.8333333333333334
Kenny Hilliard,Kenny Hilliard,Kenny Hill,0.8333333333333334
Andy Stokes,Andy Stokes,Andrew Stokes,0.8333333333333334
Jimmy Horn,Jimmy Horn,Jimmy Horn Jr.,0.8333333333333334
Allen Bradford,Allen Bradford,Allan Bridgford,0.8275862068965517
DeVeren Johnson,DeVeren Johnson,Keenen Johnson,0.8275862068965517
Brandon LaFell,Brandon LaFell,Brandon Hassell,0.8275862068965517
Jarrett Ferguson,Jarrett Ferguson,Jake Ferguson,0.8275862068965517
Domanick Williams,Domanick Williams,Dom Williams,0.8275862068965517
Colton Dowell,Colton Dowell,Clifton McDowell,0.8275862068965517
Justin McCareins,Justin McCareins,Justin Martin,0.8275862068965517
Dominique Byrd,Dominique Byrd,Dominique Brown,0.8275862068965517
Paul Williams,Paul Williams,Takulve Williams,0.8275862068965517
Shaun McDonald,Shaun McDonald,Chance McDonald,0.8275862068965517
Jordan Matthews,Jordan Matthews,Nolan Matthews,0.8275862068965517
Shaun Alexander,Shaun Alexander,Chad Alexander,0.8275862068965517
Justin Griffith,Justin Griffith,Justin McGriff,0.8275862068965517
Jarious Jackson,Jarious Jackson,Jarrod Jackson,0.8275862068965517
Allen Robinson,Allen Robinson,Willie Robinson,0.8275862068965517
Quinn Johnson,Quinn Johnson,Quentin Johnston,0.8275862068965517
Justin Blackmon,Justin Blackmon,Justin Jackson,0.8275862068965517
Cedric Peerman,Cedric Peerman,Cedric Peterson,0.8275862068965517
Josh Reed,Josh Reed,Joe Reed,0.8235294117647058
Dominique Edison,Dominique Edison,Dominique Robinson,0.8235294117647058
Emmanuel Sanders,Emmanuel Sanders,Emmanuel Henderson,0.8235294117647058
Jeff Webb,Jeff Webb,Joe Webb,0.8235294117647058
Ben Tate,Ben Tate,Dean Tate,0.8235294117647058
Cam Ward,Cam Ward,Chaz Ward,0.8235294117647058
Brian Quick,Brian Quick,Brian Hicks,0.8181818181818182
Derek Watt,Derek Watt,Derek Watson,0.8181818181818182
Kenny Moore,Kenny Moore,Kevin Moore,0.8181818181818182
Bobby Wade,Bobby Wade,Bobby Walker,0.8181818181818182
Cody Latimer,Cody Latimer,Cody Kater,0.8181818181818182
Ryan Torain,Ryan Torain,Ryan Morgan,0.8181818181818182
Derek Fine,Derek Fine,Derek Devine,0.8181818181818182
Nick Toon,Nick Toon,Nick Thompson,0.8181818181818182
Jordan Kent,Jordan Kent,Jordan King,0.8181818181818182
J.R. Redmond,J.R. Redmond,J.R. Lemon,0.8181818181818182
Doug Chapman,Doug Chapman,Doug Coman,0.8181818181818182
Kahlil Hill,Kahlil Hill,Kahlil Bell,0.8181818181818182
Jon Olinger,Jon Olinger,Ben Olinger,0.8181818181818182
Kellen Davis,Kellen Davis,Kyle Davis,0.8181818181818182
Will Fuller,Will Fuller,Will Fidler,0.8181818181818182
Craig Davis,Craig Davis,Chris Davis,0.8181818181818182
Gari Scott,Gari Scott,Gerrin Scott,0.8181818181818182
Dion Lewis,Dion Lewis,Damien Lewis,0.8181818181818182
James Hanna,James Hanna,James Homan,0.8181818181818182
Jamar Martin,Jamar Martin,Kam Martin,0.8181818181818182
Todd Watkins,Todd Watkins,Ty Watkins,0.8181818181818182
Jamal Lewis,Jamal Lewis,Jamal Lyles,0.8181818181818182
Taiwan Jones,Taiwan Jones,Trai Jones,0.8181818181818182
Josh Morgan,Josh Morgan,Josh Jordan,0.8181818181818182
Giles Cole,Giles Cole,Giles Pooler,0.8181818181818182
Ethan Howell,Ethan Howell,Ethan Hall,0.8181818181818182
Ryan Hannam,Ryan Hannam,Ryan Hanson,0.8181818181818182
Lamar Miller,Lamar Miller,Cam Miller,0.8181818181818182
Mike Karney,Mike Karney,Mike Harley,0.8181818181818182
Julio Jones,Julio Jones,Jalon Jones,0.8181818181818182
Chris Perry,Chris Perry,Chris Curry,0.8181818181818182
Ryan Moats,Ryan Moats,Ryan Mathews,0.8181818181818182
Mike Hart,Mike Hart,Mike Hartline,0.8181818181818182
Kenny Stills,Kenny Stills,Kenny Hill,0.8181818181818182
Matthew Slater,Matthew Slater,Matthew Sluka,0.8148148148148148
Tucker Kraft,Tucker Kraft,Tucker Ashcraft,0.8148148148148148
Jamaal Charles,Jamaal Charles,James Charles,0.8148148148148148
Vick Ballard,Vick Ballard,Patrick Ballard,0.8148148148148148
Craig Stevens,Craig Stevens,Cedric Stevens,0.8148148148148148
Eddie Williams,Eddie Williams,Eric Williams,0.8148148148148148
Larry Johnson,Larry Johnson,Karter Johnson,0.8148148148148148
John Carlson,John Carlson,Jonathan Carson,0.8148148148148148
Terrance West,Terrance West,Terrance Owens,0.8148148148148148
Andre Roberts,Andre Roberts,D'Andre Rogers,0.8148148148148148
Mike Wallace,Mike Wallace,Michael Wallace,0.8148148148148148
Taylor Jacobs,Taylor Jacobs,Taylor Jackson,0.8148148148148148
Stephen Burton,Stephen Burton,Stephon Brown,0.8148148148148148
Cedric James,Cedric James,Cedric Chambers,0.8148148148148148
Michael Egnew,Michael Egnew,Michael Wagner,0.8148148148148148
Vincent Brown,Vincent Brown,Vince Brown II,0.8148148148148148
David Terrell,David Terrell,Xavier Terrell,0.8148148148148148
Anthony Dixon,Anthony Dixon,Anthony DiNota,0.8148148148148148
Brandon Jacobs,Brandon Jacobs,Brandon Jones,0.8148148148148148
Antonio Bryant,Antonio Bryant,Antonio Brown,0.8148148148148148
Delone Carter,Delone Carter,DeWayne Carter,0.8148148148148148
Quentin Griffin,Quentin Griffin,Quon Griffin,0.8148148148148148
Quentin McCord,Quentin McCord,Quentin Moore,0.8148148148148148
Bethel Johnson,Bethel Johnson,Brett Johnson,0.8148148148148148
James Wright,James Wright,James Conwright,0.8148148148148148
Anthony Allen,Anthony Allen,Anthony Miller,0.8148148148148148
Andy Janovich,Andy Janovich,Andy Vujnovich,0.8148148148148148
DeMarco Murray,DeMarco Murray,Marcel Murray,0.8148148148148148
Derrick Ward,Derrick Ward,Derrick Edwards,0.8148148148148148
Jordan Cameron,Jordan Cameron,Jordan Palmer,0.8148148148148148
Demetrius Williams,Demetrius Williams,Aeris Williams,0.8125
Laurent Robinson,Laurent Robinson,Lavonte Robinson,0.8125
Chris Thompson,Chris Thompson,Cadarrius Thompson,0.8125
Michael Thomas,Michael Thomas,JaMichael Thompson,0.8125
Sylvester Morris,Sylvester Morris,Sylvester Mayers,0.8125
Trent Richardson,Trent Richardson,Jaden Richardson,0.8125
Courtney Anderson,Courtney Anderson,Courtney Denson,0.8125
Montrell Washington,Montrell Washington,Darnell Washington,0.8108108108108109
Trevor Davis,Trevor Davis,Trenard Davis,0.8
Kevin Boss,Kevin Boss,Devin Ross,0.8
Travis Stephens,Travis Stephens,Trevor Stephens,0.8
Jeff Janis,Jeff Janis,Jeff Banks,0.8
Chad Owens,Chad Owens,Chad Olsen,0.8
Chad Pennington,Chad Pennington,Cole Pennington,0.8
Javorius Allen,Javorius Allen,Davis Allen,0.8
Bernard Pierce,Bernard Pierce,Beau Pierce,0.8
Chris Conley,Chris Conley,Chris Coleman,0.8
Marquise Goodwin,Marquise Goodwin,Marquise Brown,0.8
Aaron Shea,Aaron Shea,Aaron Leak,0.8
Alex Collins,Alex Collins,Beaux Collins,0.8
Charles Lee,Charles Lee,Charles Lovett,0.8
Lex Hilliard,Lex Hilliard,Jeff Hilliard,0.8
Lorenzo Booker,Lorenzo Booker,Lorenzo Joe,0.8
Markus Wheaton,Markus Wheaton,Mark Walton,0.8
Kelley Washington,Kelley Washington,Darnell Washington,0.8
Keenan Burton,Keenan Burton,Keenen Brown,0.8
Michael Floyd,Michael Floyd,Michael Foor,0.8
Tevin Coleman,Tevin Coleman,Keon Coleman,0.8
James O'Shaughnessy,James O'Shaughnessy,Michael O'Shaughnessy,0.8
James Whalen,James Whalen,James Charles,0.8
Troy Walters,Troy Walters,Tywun Walters,0.8
Marcus Easley,Marcus Easley,Marcus Riley,0.8
Thomas Hamner,Thomas Hamner,Thomas Tyner,0.8
Casey Cramer,Casey Cramer,Casey Bramlet,0.8
Jared Cook,Jared Cook,James Cook,0.8
Michael Bennett,Michael Bennett,Michael Barrett,0.8
Kenny Bell,Kenny Bell,Kenny Hill,0.8
Isaiah Pead,Isaiah Pead,Isaiah Bernard,0.8
Jarrod Baxter,Jarrod Baxter,Jarrad Baker,0.8
Hunter Henry,Hunter Henry,Hunter Hebert,0.8
Jarvis Landry,Jarvis Landry,Marvin Landy,0.8
Michael Coleman,Michael Coleman,Michael Collins,0.8
Michael Crabtree,Michael Crabtree,Michael Carter,0.8
Tavon Austin,Tavon Austin,Tarean Austin,0.8
Tom Brady,Tom Brady,Tommy Grady,0.8
James Davis,James Davis,Cam Davis,0.8
Chris Cooley,Chris Cooley,Chris Coleman,0.8
Chris Redman,Chris Redman,Chris Beckman,0.8
Vernon Davis,Vernon Davis,Cameron Davis,0.8
Noah Herron,Noah Herron,Noah Henderson,0.8
Omar Easy,Omar Easy,Omari Evans,0.8
Shyrone Stith,Shyrone Stith,Tyrone Smith,0.8
Jonathan Baldwin,Jonathan Baldwin,Jonathan Banks,0.8
Donald Lee,Donald Lee,Dymond Lee,0.8
Donald Brown,Donald Brown,Donovan Brown,0.8
Chris Rainey,Chris Rainey,Chris Kearney,0.8
Dion Sims,Dion Sims,Damian Sims,0.8
Dan Curley,Dan Curley,Dan Lumley,0.8
Pierre Garcon,Pierre Garcon,Pierre Brown,0.8
Dan Gronkowski,Dan Gronkowski,Glenn Gronkowski,0.8
Samie Parker,Samie Parker,Daniel Parker,0.8
Pierre Strong,Pierre Strong,Pierre Brown,0.8
Devery Henderson,Devery Henderson,Troy Henderson,0.8
Daniel Graham,Daniel Graham,Jamie Graham,0.8
Danny Farmer,Danny Farmer,Danny Cameron,0.8
Justin Forsett,Justin Forsett,Austin Fort,0.8
Jordan Payton,Jordan Payton,Jordan Mason,0.8
Lee Smith,Lee Smith,Reese Smith,0.8
Richard Rodgers,Richard Rodgers,Richard Bridges,0.8
Dennis Morris,Dennis Morris,Dalen Morris,0.8
Robert Ferguson,Robert Ferguson,Rodney Ferguson,0.8
Robert Herron,Robert Herron,Robert Brown,0.8
Robert Turbin,Robert Turbin,Robert Burns,0.8
Anthony Lucas,Anthony Lucas,Anthony Muse,0.8
David Martin,David Martin,David Larkins,0.8
Doug Martin,Doug Martin,Bo Martin,0.8
Rock Cartwright,Rock Cartwright,Ryan Cartwright,0.8
Spencer Nead,Spencer Nead,Spencer Tears,0.8
Adam Jennings,Adam Jennings,Ali Jennings,0.8
Frank Murphy,Frank Murphy,Jordan Murphy,0.8
Mike James,Mike James,Mike Jones,0.8
Chris Rodriguez,Chris Rodriguez,Darius Rodrigue,0.8
John Conner,John Conner,JJ Conner,0.8
Clarence Moore,Clarence Moore,Lance Moore,0.8
Moran Norris,Moran Norris,Dorian Morris,0.8
Clark Harris,Clark Harris,Carlos Harris,0.8
Johnathan Franklin,Johnathan Franklin,Johnathan Hawkins,0.8
Musa Smith,Musa Smith,Matt Smith,0.8
Mike Thomas,Mike Thomas,Maurice Thomas,0.8
Nick Kasa,Nick Kasa,Nick Kovacs,0.8
Dylan Laube,Dylan Laube,Dylan Lee,0.8
Nick Boyle,Nick Boyle,Nick Byrne,0.8
De'Anthony Thomas,De'Anthony Thomas,Anthony Thompson,0.7878787878787878
Derrick Blaylock,Derrick Blaylock,Dominick Blaylock,0.7878787878787878
Justin Hamilton,Justin Hamilton,Christian Hamilton,0.7878787878787878
Larry Fitzgerald,Larry Fitzgerald,Bryant Fitzgerald,0.7878787878787878
Bennie Brazell,Bennie Brazell,Bennie Braswell III,0.7878787878787878
Terrance Ganaway,Terrance Ganaway,Terrance Broadway,0.7878787878787878
Terrence Austin,Terrence Austin,Tarean Austin,0.7857142857142857
Mike Strachan,Mike Strachan,Mike Strickland,0.7857142857142857
Carlos Francis,Carlos Francis,Chris Francies,0.7857142857142857
Martin Rucker,Martin Rucker,Markquan Rucker,0.7857142857142857
Jason McAddley,Jason McAddley,Jason McKinley,0.7857142857142857
