96.0,Mike Imoh,Virginia Tech,ACC,10.0,158.0,720.0,4.6,6.0,72.0,8.0,4.0,0.5,0.0,0.4,166.0,724.0,4.4,6.0,
97.0,Reggie McNeal,Texas A&M,Big 12,12.0,151.0,718.0,4.8,8.0,59.8,0.0,0.0,,0.0,0.0,151.0,718.0,4.8,8.0,
98.0,Anthony Harris,Southern Mississippi,CUSA,12.0,175.0,714.0,4.1,5.0,59.5,14.0,123.0,8.8,1.0,10.3,189.0,837.0,4.4,6.0,
99.0,P.J. Daniels,Georgia Tech,ACC,8.0,154.0,714.0,4.6,8.0,89.3,11.0,50.0,4.5,1.0,6.3,165.0,764.0,4.6,9.0,
100.0,Jason Colson,West Virginia,Big East,12.0,143.0,706.0,4.9,6.0,58.8,12.0,120.0,10.0,0.0,10.0,155.0,826.0,5.3,6.0,
101.0,Kenny James,Washington,Pac-10,11.0,172.0,702.0,4.1,5.0,63.8,8.0,52.0,6.5,0.0,4.7,180.0,754.0,4.2,5.0,
102.0,Danny Ware,Georgia,SEC,10.0,138.0,692.0,5.0,4.0,69.2,7.0,55.0,7.9,0.0,5.5,145.0,747.0,5.2,4.0,
103.0,Trovon Riley,Western Michigan,MAC,10.0,172.0,691.0,4.0,4.0,69.1,20.0,137.0,6.9,1.0,13.7,192.0,828.0,4.3,5.0,
104.0,Jason Teague,Michigan State,Big Ten,12.0,150.0,688.0,4.6,8.0,57.3,28.0,219.0,7.8,2.0,18.3,178.0,907.0,5.1,10.0,
105.0,Drew Stanton,Michigan State,Big Ten,10.0,96.0,687.0,7.2,5.0,68.7,2.0,22.0,11.0,1.0,2.2,98.0,709.0,7.2,6.0,
106.0,Rasheed Marshall,West Virginia,Big East,12.0,130.0,684.0,5.3,4.0,57.0,0.0,0.0,,0.0,0.0,130.0,684.0,5.3,4.0,
107.0,Joseph Addai,LSU,SEC,12.0,101.0,680.0,6.7,3.0,56.7,26.0,294.0,11.3,4.0,24.5,127.0,974.0,7.7,7.0,
108.0,David Alston,Kent State,MAC,11.0,178.0,672.0,3.8,11.0,61.1,28.0,55.0,2.0,0.0,5.0,206.0,727.0,3.5,11.0,
109.0,Reggie Merriweather,Clemson,ACC,11.0,136.0,670.0,4.9,11.0,60.9,7.0,26.0,3.7,0.0,2.4,143.0,696.0,4.9,11.0,
110.0,Quinton Ganther,Utah,MWC,12.0,109.0,654.0,6.0,2.0,54.5,7.0,49.0,7.0,1.0,4.1,116.0,703.0,6.1,3.0,
111.0,Lonta Hobbs,Texas Christian,CUSA,8.0,125.0,647.0,5.2,10.0,80.9,12.0,116.0,9.7,2.0,14.5,137.0,763.0,5.6,12.0,
112.0,Ray Hudson,Alabama,SEC,6.0,92.0,638.0,6.9,4.0,106.3,11.0,78.0,7.1,1.0,13.0,103.0,716.0,7.0,5.0,
113.0,Andre Callender,Boston College,Big East,9.0,138.0,637.0,4.6,2.0,70.8,16.0,118.0,7.4,0.0,13.1,154.0,755.0,4.9,2.0,
114.0,Alex Smith,Utah,MWC,12.0,135.0,631.0,4.7,10.0,52.6,2.0,21.0,10.5,0.0,1.8,137.0,652.0,4.8,10.0,H-4
115.0,Marshawn Lynch,California,Pac-10,12.0,71.0,628.0,8.8,8.0,52.3,19.0,147.0,7.7,2.0,12.3,90.0,775.0,8.6,10.0,
116.0,Jerod Void,Purdue,Big Ten,12.0,159.0,625.0,3.9,3.0,52.1,22.0,202.0,9.2,0.0,16.8,181.0,827.0,4.6,3.0,
117.0,Jovon Jackson,Tulane,CUSA,10.0,125.0,624.0,5.0,5.0,62.4,18.0,129.0,7.2,0.0,12.9,143.0,753.0,5.3,5.0,
118.0,Matt Forte,Tulane,CUSA,11.0,140.0,624.0,4.5,4.0,56.7,20.0,180.0,9.0,2.0,16.4,160.0,804.0,5.0,6.0,
119.0,L.V. Whitworth,Boston College,Big East,9.0,143.0,623.0,4.4,5.0,69.2,15.0,109.0,7.3,1.0,12.1,158.0,732.0,4.6,6.0,
120.0,Matt Jones,Arkansas,SEC,11.0,83.0,622.0,7.5,6.0,56.5,0.0,0.0,,0.0,0.0,83.0,622.0,7.5,6.0,
121.0,Scooter McDougle,Toledo,MAC,13.0,146.0,620.0,4.2,7.0,47.7,28.0,260.0,9.3,1.0,20.0,174.0,880.0,5.1,8.0,
122.0,Jehuu Caulcrick,Michigan State,Big Ten,11.0,113.0,619.0,5.5,5.0,56.3,2.0,27.0,13.5,0.0,2.5,115.0,646.0,5.6,5.0,
123.0,Rolly Lumbala,Idaho,Sun Belt,12.0,141.0,614.0,4.4,6.0,51.2,7.0,42.0,6.0,0.0,3.5,148.0,656.0,4.4,6.0,
124.0,Joel Armstrong,Rice,WAC,9.0,114.0,608.0,5.3,5.0,67.6,0.0,0.0,,0.0,0.0,114.0,608.0,5.3,5.0,
125.0,Cedric Humes,Virginia Tech,ACC,13.0,130.0,605.0,4.7,5.0,46.5,8.0,46.0,5.8,0.0,3.5,138.0,651.0,4.7,5.0,
126.0,Brandon Diles,Tulsa,WAC,12.0,124.0,597.0,4.8,7.0,49.8,4.0,59.0,14.8,1.0,4.9,128.0,656.0,5.1,8.0,
127.0,Shaun Carney,Air Force,MWC,10.0,159.0,596.0,3.7,6.0,59.6,0.0,0.0,,0.0,0.0,159.0,596.0,3.7,6.0,
128.0,Corey White,UAB,CUSA,12.0,106.0,589.0,5.6,8.0,49.1,9.0,72.0,8.0,0.0,6.0,115.0,661.0,5.7,8.0,
129.0,Ivan Harrison,Wyoming,MWC,10.0,159.0,587.0,3.7,5.0,58.7,10.0,57.0,5.7,0.0,5.7,169.0,644.0,3.8,5.0,
130.0,Steven Jyles,Louisiana-Monroe,Sun Belt,11.0,150.0,587.0,3.9,8.0,53.4,1.0,15.0,15.0,0.0,1.4,151.0,602.0,4.0,8.0,
131.0,Paul Mosley,Baylor,Big 12,11.0,127.0,582.0,4.6,4.0,52.9,14.0,111.0,7.9,1.0,10.1,141.0,693.0,4.9,5.0,
132.0,Brandon Bornes,San Diego State,MWC,11.0,133.0,578.0,4.3,6.0,52.5,3.0,27.0,9.0,0.0,2.5,136.0,605.0,4.4,6.0,
133.0,Greg Henderson,Rice,WAC,9.0,140.0,566.0,4.0,6.0,62.9,0.0,0.0,,0.0,0.0,140.0,566.0,4.0,6.0,
134.0,Hakim Hill,Arizona State,Pac-10,10.0,122.0,566.0,4.6,5.0,56.6,13.0,81.0,6.2,1.0,8.1,135.0,647.0,4.8,6.0,
135.0,Chris Johnson,East Carolina,CUSA,11.0,134.0,561.0,4.2,5.0,51.0,32.0,236.0,7.4,2.0,21.5,166.0,797.0,4.8,7.0,
136.0,Muammar Ali,New Mexico State,Sun Belt,10.0,136.0,561.0,4.1,6.0,56.1,6.0,44.0,7.3,0.0,4.4,142.0,605.0,4.3,6.0,
137.0,Raymond Kirkley,Pitt,Big East,10.0,154.0,560.0,3.6,6.0,56.0,23.0,179.0,7.8,0.0,17.9,177.0,739.0,4.2,6.0,
138.0,Sam Maldonado,Maryland,ACC,11.0,138.0,560.0,4.1,5.0,50.9,6.0,52.0,8.7,0.0,4.7,144.0,612.0,4.3,5.0,
139.0,Sammy Maldonado,Maryland,ACC,11.0,138.0,560.0,4.1,5.0,50.9,6.0,52.0,8.7,0.0,4.7,144.0,612.0,4.3,5.0,
140.0,Kalvin McRae,Ohio,MAC,11.0,142.0,559.0,3.9,4.0,50.8,13.0,172.0,13.2,2.0,15.6,155.0,731.0,4.7,6.0,
141.0,Jacque Lewis,North Carolina,ACC,11.0,74.0,557.0,7.5,3.0,50.6,5.0,24.0,4.8,0.0,2.2,79.0,581.0,7.4,3.0,
142.0,Lance Martin,San Jose State,WAC,10.0,99.0,556.0,5.6,7.0,55.6,7.0,69.0,9.9,0.0,6.9,106.0,625.0,5.9,7.0,
143.0,Brad Smith,Missouri,Big 12,11.0,165.0,553.0,3.4,4.0,50.3,2.0,38.0,19.0,0.0,3.5,167.0,591.0,3.5,4.0,
144.0,John Randle,Kansas,Big 12,10.0,147.0,540.0,3.7,6.0,54.0,35.0,274.0,7.8,3.0,27.4,182.0,814.0,4.5,9.0,
145.0,Josh Allen,Maryland,ACC,11.0,144.0,533.0,3.7,5.0,48.5,8.0,96.0,12.0,1.0,8.7,152.0,629.0,4.1,6.0,
146.0,De'Arrius Howard,Arkansas,SEC,11.0,124.0,529.0,4.3,6.0,48.1,0.0,0.0,,0.0,0.0,124.0,529.0,4.3,6.0,
147.0,Mason Denham,Louisiana-Monroe,Sun Belt,11.0,125.0,529.0,4.2,2.0,48.1,27.0,185.0,6.9,0.0,16.8,152.0,714.0,4.7,2.0,
148.0,Ryan Grant,Notre Dame,Ind,9.0,127.0,515.0,4.1,5.0,57.2,6.0,51.0,8.5,0.0,5.7,133.0,566.0,4.3,5.0,
149.0,Kejuan Jones,Oklahoma,Big 12,12.0,129.0,513.0,4.0,5.0,42.8,22.0,196.0,8.9,0.0,16.3,151.0,709.0,4.7,5.0,
150.0,Bryan Randall,Virginia Tech,ACC,13.0,136.0,511.0,3.8,3.0,39.3,0.0,0.0,,0.0,0.0,136.0,511.0,3.8,3.0,
151.0,Quinton Broussard,Toledo,MAC,12.0,113.0,507.0,4.5,4.0,42.3,14.0,145.0,10.4,0.0,12.1,127.0,652.0,5.1,4.0,
152.0,Umar Ferguson,Temple,Big East,11.0,103.0,499.0,4.8,2.0,45.4,15.0,119.0,7.9,0.0,10.8,118.0,618.0,5.2,2.0,
153.0,Jerry Babb,Louisiana,Sun Belt,11.0,101.0,498.0,4.9,4.0,45.3,0.0,0.0,,0.0,0.0,101.0,498.0,4.9,4.0,
154.0,Dan Shaffer,Air Force,MWC,11.0,92.0,490.0,5.3,2.0,44.5,2.0,10.0,5.0,0.0,0.9,94.0,500.0,5.3,2.0,
155.0,Chester Johnson,Louisiana,Sun Belt,10.0,117.0,489.0,4.2,2.0,48.9,16.0,146.0,9.1,0.0,14.6,133.0,635.0,4.8,2.0,
156.0,Demetris Summers,South Carolina,SEC,9.0,88.0,487.0,5.5,1.0,54.1,11.0,65.0,5.9,0.0,7.2,99.0,552.0,5.6,1.0,
157.0,Brandon Jones,Purdue,Big Ten,12.0,113.0,477.0,4.2,2.0,39.8,22.0,283.0,12.9,3.0,23.6,135.0,760.0,5.6,5.0,
158.0,Lydell Ross,Ohio State,Big Ten,9.0,117.0,475.0,4.1,4.0,52.8,6.0,49.0,8.2,0.0,5.4,123.0,524.0,4.3,4.0,
159.0,Michael Franklin,San Diego State,MWC,11.0,107.0,463.0,4.3,2.0,42.1,26.0,220.0,8.5,0.0,20.0,133.0,683.0,5.1,2.0,
160.0,Ahmad Bradshaw,Marshall,MAC,10.0,95.0,462.0,4.9,3.0,46.2,14.0,187.0,13.4,2.0,18.7,109.0,649.0,6.0,5.0,
161.0,Cedric Dargan,Duke,ACC,7.0,125.0,462.0,3.7,1.0,66.0,9.0,48.0,5.3,0.0,6.9,134.0,510.0,3.8,1.0,
162.0,E.B. Halsey,Illinois,Big Ten,10.0,111.0,461.0,4.2,5.0,46.1,19.0,109.0,5.7,0.0,10.9,130.0,570.0,4.4,5.0,
