player_name,pos,birth_date,team,conf,draft_year,draft_round,breakout_year,breakout_age,DOM,PDOM,RDOM,Year,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,avoided_tackles,big_time_throws,breakaway_attempts,breakaway_percent,breakaway_yards,btt_rate,caught_percent,completion_percent,completions,contested_catch_rate,contested_receptions,contested_targets,def_gen_pressures,designed_yards,drop_rate,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,fumbles,gap_attempts,hit_as_threw,interceptions,pass_tds,pass_yds,passing_snaps,pressure_to_sack_rate,qb_rating,rec_tds,rec_yards,rec_yds,receptions,route_rate,routes,run_plays,rush_tds,rush_yds,sack_percent,sacks,scramble_yards,scrambles,slot_rate,slot_snaps,targets,team_pr_tds,team_pr_yds,team_ru_tds,team_ru_yds,total_touches,turnover_worthy_plays,twp_rate,wide_rate,wide_snaps,yards_after_catch,yards_after_catch_per_reception,yards_after_contact,yards_per_reception,yco_attempt,ypa,yprr,zone_attempts
Keith Marshall,RB,1994-02-16,Georgia,SEC,2016,7,2012.0,18.54072553045859,0.0249141649793115,0.0,0.2734741784037559,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,91.0,,,,,8.0,759.0,,,,,,,,37.0,3991.0,32.0,2556.0,,,,,,,,,,,,,
Kenny Lawler,WR,1994-06-25,California,Pac-12,2016,7,2014.0,20.186173853524984,0.215048737838793,0.0,0.0012581781580271,2015.0,,,,12.1,,3.0,,,,,,59.8,,,,0.0,0.0,,,10.3,,6.0,,,,0.0,,1.0,,,5.0,0.0,0.0,,,,13.0,,658.0,52.0,94.7,395.0,,0.0,5.0,,,,,1.2,5.0,87.0,44.0,4887.0,16.0,1987.0,,,,98.8,412.0,179.0,3.4,,12.7,,,1.67,
Zac Brooks,RB,1993-02-01,Clemson,ACC,2016,7,,,0.022404808432522,0.0,0.0925274725274725,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,83.0,,,,,2.0,246.0,,,,,,,,39.0,4330.0,26.0,2275.0,,,,,,,,,,,,,
Beau Sandland,TE,1993-02-23,Miami (FL),ACC,2016,7,,,0.0336152954808806,0.0,0.0,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,94.0,,,,,0.0,0.0,,,,,,,,25.0,3452.0,25.0,2084.0,,,,,,,,,,,,,
Mitchell Trubisky,QB,1994-08-20,North Carolina,ACC,2017,1,2016.0,22.034223134839152,0.0010495932826029,0.9917344528995016,0.2002712477396021,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,3748.0,,,,0.0,,8.0,,,,,5.0,308.0,,,,,,,,30.0,3811.0,21.0,1896.0,,,,,,,,,,,,,
Leonard Fournette,RB,1995-01-18,LSU,SEC,2017,1,2014.0,19.61943874058864,0.0644473034480658,0.0,0.4575779688176986,2015.5,,,214.5,,,53.0,,19.0,44.55,614.0,,,,,,,,,1380.5,,,3.5,7.0,53.0,729.0,79.2,40.0,3.0,78.5,,,0.0,0.0,,,,0.5,199.0,199.5,17.0,,127.5,247.5,15.0,1398.0,,,24.0,0.5,,,25.5,12.5,2223.0,32.5,2939.5,231.0,,,,,,,731.0,,3.25,6.55,1.545,126.0
Corey Davis,WR,1995-01-11,Western Michigan,MAC,2017,1,2013.0,18.639288158795345,0.4417208029272846,0.0027687046504275,0.0010385196374622,2014.5,,,,11.5,,15.0,,,,,,66.75,,,,0.0,0.0,,,8.2,,7.5,,,,33.0,,0.5,,,2.0,0.0,20.0,,,,13.5,,1422.0,84.0,95.65,392.0,,0.0,5.5,,,,,20.450000000000003,83.5,126.0,28.0,3603.5,28.5,2434.5,,,,79.55000000000001,326.5,717.5,8.55,,17.05,,,3.6399999999999997,
Mike Williams,WR,1980-01-11,Nebraska,Big Ten,2017,1,2000.0,20.640657084188913,0.3707220145284338,0.0023821464393179,0.0024298056155507,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,,,,14.0,,1265.0,,,,,0.0,9.0,,,,,,,,33.0,3988.0,25.0,1852.0,,,,,,,,,,,,,
Christian McCaffrey,RB,1996-06-07,Stanford,Pac-12,2017,1,2015.0,19.23340177960301,0.1753891050583657,0.0,0.6201030927835052,2016.0,,,252.0,,,44.0,,16.0,37.9,602.0,,,,,,,,,1590.0,,,3.0,21.0,44.0,830.0,73.8,38.0,3.0,195.0,,,0.0,0.0,,,,3.0,318.0,310.0,38.0,,191.0,293.0,13.0,1603.0,,,0.0,0.0,,,46.0,15.0,2056.0,20.0,2716.0,290.0,,,,,,,830.0,,3.29,6.3,1.66,54.0
John Ross,WR,1995-11-27,Washington,Pac-12,2017,1,2016.0,20.763860369609855,0.3395593166589343,0.0,0.0392183369382359,2016.0,,,,12.2,,18.0,,,,,,65.9,,,,0.0,0.0,,,4.7,,4.0,,,,118.0,,3.0,,,1.0,0.0,0.0,,,,17.0,,1150.0,81.0,95.4,374.0,,1.0,102.0,,,,,10.5,41.0,123.0,47.0,3623.0,24.0,2774.0,,,,89.3,350.0,385.0,4.8,,14.1,,,3.05,
Patrick Mahomes,QB,1995-09-17,Texas Tech,Big 12,2017,1,2015.0,19.956194387405887,0.00014863258026155,0.9067052833928004,0.3080242475010416,2015.5,74.8,548.0,586.0,8.8,2.81,18.5,36.0,2.5,11.1,59.5,5.8,,64.25,376.5,,,,233.5,193.0,8.2,658.5,33.5,0.0,6.0,73.0,10.399999999999999,19.5,8.0,8.0,2.5,12.5,38.5,4852.5,693.5,10.95,103.0,0.0,1.5,1.5,0.5,,2.0,327.5,11.0,358.0,3.85,25.5,353.5,47.0,,,0.5,43.0,5301.0,28.0,1865.0,65.5,26.5,3.8,,,,,201.0,,1.795,8.25,0.5,24.0
Deshaun Watson,QB,1995-09-14,Clemson,ACC,2017,1,2015.0,19.964407939767284,0.0,0.9413687366192456,0.3074908632142874,2015.5,76.69999999999999,509.5,537.0,8.95,2.335,27.0,33.0,9.5,24.25,244.0,5.9,,67.25,361.0,,,,147.0,653.5,7.55,595.5,29.5,0.0,19.5,268.0,28.85,28.0,5.5,59.0,4.0,15.0,38.0,4348.5,629.5,11.25,103.8,0.0,0.0,0.0,0.0,,2.0,488.5,10.5,867.0,2.8,16.5,287.5,42.0,,,0.0,40.0,4693.5,32.0,2947.5,138.5,18.0,2.85,,,,,413.0,,2.34,8.100000000000001,0.0,36.0
O.J. Howard,TE,1994-11-19,Alabama,SEC,2017,1,,,0.1520169747817179,0.0,0.0,2016.0,,,,8.7,,3.0,,,,,,80.4,,,,0.0,0.0,,,4.3,,2.0,,,,,,0.0,,,2.0,0.0,0.0,,,,3.0,,595.0,45.0,81.4,329.0,,0.0,0.0,,,,,26.5,107.0,56.0,26.0,3154.0,33.0,3675.0,,,,8.4,34.0,329.0,7.3,,13.2,,,1.81,
Evan Engram,TE,1994-09-02,Ole Miss,SEC,2017,1,2016.0,21.998631074606433,0.2706673331177168,0.0,0.0,2016.0,,,,9.0,,7.0,,,,,,70.7,,,,0.0,0.0,,,8.5,,6.0,,,,,,0.0,,,1.0,0.0,0.0,,,,8.0,,926.0,65.0,77.4,357.0,,0.0,0.0,,,,,59.7,275.0,92.0,27.0,3779.0,17.0,1793.0,,,,0.4,2.0,402.0,6.2,,14.2,,,2.59,
David Njoku,TE,1996-07-10,Miami (FL),ACC,2017,1,2016.0,20.145106091718,0.2460718294051627,0.0,0.0,2016.0,,,,8.1,,15.0,,,,,,62.3,,,,0.0,0.0,,,10.4,,5.0,,,,,,0.0,,,0.0,0.0,0.0,,,,8.0,,698.0,43.0,88.4,298.0,,0.0,0.0,,,,,64.7,218.0,69.0,27.0,3564.0,24.0,1973.0,,,,1.5,5.0,483.0,11.2,,16.2,,,2.34,
Zay Jones,WR,1995-03-30,East Carolina,American,2017,2,2015.0,20.424366872005475,0.3712266319338032,0.0194797732148329,0.0075519194461925,2016.0,,,,8.5,,24.0,,,,,,73.1,,,,0.0,0.0,,,3.7,,6.0,,,,40.1,,0.0,,,5.0,1.0,2.0,,,,8.0,,1746.0,158.0,95.5,589.0,,0.0,24.0,,,,,30.8,190.0,216.0,26.0,4016.0,13.0,1589.0,,,,68.7,424.0,790.0,5.0,,11.0,,,2.96,
Curtis Samuel,WR,1996-08-11,Ohio State,Big Ten,2017,2,2016.0,20.057494866529773,0.2901349818825547,0.0,0.2421343294931751,2016.0,,,,9.0,,8.0,,,,,,75.5,,,,0.0,0.0,,,7.5,,6.0,,,,52.8,,0.0,,,3.0,0.0,0.0,,,,7.0,,865.0,74.0,91.8,313.0,,8.0,771.0,,,,,73.0,249.0,98.0,26.0,2781.0,33.0,3188.0,,,,7.3,25.0,455.0,6.1,,11.7,,,2.76,
Dalvin Cook,RB,1995-08-10,Florida State,ACC,2017,2,2014.0,19.06091718001369,0.0761164970612078,0.0,0.6809423112819348,2015.5,,,258.5,,,73.5,,30.0,54.05,931.0,,,,,,,,,1729.5,,,4.0,9.5,73.5,1061.5,117.75,52.0,4.5,100.5,,,0.0,0.0,,,,1.0,361.0,366.0,28.5,,254.0,321.0,19.0,1728.0,,,0.0,0.0,,,37.0,22.5,3379.0,30.0,2408.5,287.0,,,,,,,1061.5,,4.095000000000001,6.75,1.385,151.5
Gerald Everett,TE,1994-06-25,South Alabama,Sun Belt,2017,2,2015.0,21.1854893908282,0.3166095329308862,0.01739766081871345,0.05646229130685085,2015.5,,,,8.7,,23.0,,,,,,65.19999999999999,,,,0.0,0.0,,,8.05,,4.0,,,,39.3,,0.5,,,2.5,0.5,3.5,,,,6.0,,646.0,45.0,82.5,291.0,,2.0,3.5,,,,,44.7,160.0,69.0,15.0,2781.5,21.5,1911.5,,,,0.3,1.0,408.5,9.1,,14.35,,,2.2199999999999998,
Adam Shaheen,TE,1994-10-24,Utah,MWC,2017,2,,,0.0220604240128858,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,20.0,,,,,0.0,0.0,,,,,,,,26.0,3534.0,18.0,2142.0,,,,,,,,,,,,,
Joe Mixon,RB,1996-07-24,Oklahoma,Big 12,2017,2,2015.0,19.1047227926078,0.1232096848595313,0.0147725610647945,0.3735520190538053,2016.0,,,187.0,,,48.0,,22.0,56.2,723.0,,,,,,,,,1287.0,,,3.0,9.0,48.0,714.0,97.2,33.0,3.0,94.0,,,1.0,26.0,,,,5.0,538.0,538.0,37.0,,199.0,252.0,10.0,1274.0,,,0.0,0.0,,,43.0,43.0,4134.0,30.0,3079.0,224.0,,,,,,,714.0,,3.82,6.9,2.7,84.0
DeShone Kizer,QB,1996-01-03,Notre Dame,Ind,2017,2,,,0.0,0.0,0.0,2015.0,71.0,321.0,335.0,9.8,2.65,18.0,17.0,2.0,14.6,95.0,4.7,,62.1,208.0,,,,100.0,349.0,8.8,391.0,20.0,0.0,5.0,129.0,8.1,17.0,7.0,39.0,0.0,10.0,21.0,2884.0,419.0,26.0,96.8,0.0,0.0,0.0,0.0,,0.0,340.0,10.0,520.0,6.6,26.0,301.0,30.0,,,0.0,0.0,0.0,0.0,0.0,89.0,19.0,4.6,,,,,313.0,,2.63,8.5,,18.0
JuJu Smith-Schuster,WR,1996-11-22,USC,Pac-12,2017,2,2015.0,18.77344284736482,0.31895267980090547,0.0,0.0030068778762729,2015.5,,,,12.35,,10.5,,,,,,67.05000000000001,,,,0.0,0.0,,,7.3,,6.5,,,,17.450000000000003,,0.5,,,2.0,0.0,0.0,,,,10.0,,1184.0,79.5,95.65,428.0,,0.0,15.5,,,,,15.65,70.0,118.5,31.5,3684.5,22.0,2484.5,,,,83.15,372.0,490.5,6.1,,14.7,,,2.77,
Alvin Kamara,RB,1995-07-25,Tennessee,SEC,2017,3,2015.0,20.10403832991102,0.1346543778801843,0.0,0.2568554432461188,2016.0,,,103.0,,,26.0,,12.0,47.7,284.0,,,,,,,,,596.0,,,3.0,24.0,26.0,389.0,132.1,19.0,2.0,26.0,,,0.0,0.0,,,,4.0,390.0,392.0,40.0,,163.0,160.0,9.0,596.0,,,0.0,0.0,,,49.0,28.0,3100.0,31.0,2668.0,143.0,,,,,,,389.0,,3.78,5.8,2.39,73.0
Cooper Kupp,WR,1993-06-15,LAR,,2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taywan Taylor,WR,1995-03-02,Western Kentucky,CUSA,2017,3,2015.0,20.501026694045173,0.3858380043427764,0.0,0.0068991950939057,2016.0,,,,14.4,,12.0,,,,,,67.1,,,,0.0,0.0,,,7.5,,8.0,,,,51.6,,2.0,,,4.0,0.0,0.0,,,,17.0,,1730.0,98.0,96.3,442.0,,0.0,36.0,,,,,16.6,76.0,146.0,42.0,4715.0,35.0,2609.0,,,,81.3,373.0,665.0,6.8,,17.7,,,3.91,
ArDarius Stewart,WR,1993-12-08,Alabama,SEC,2017,3,2016.0,22.732375085557837,0.2908150821911126,0.0057070386810399,0.0092517006802721,2016.0,,,,9.3,,18.0,,,,,,70.1,,,,0.0,0.0,,,6.9,,4.0,,,,190.5,,1.0,,,5.0,0.0,36.0,,,,8.0,,864.0,54.0,95.0,325.0,,0.0,68.0,,,,,21.9,75.0,77.0,26.0,3154.0,33.0,3675.0,,,,73.7,252.0,569.0,10.5,,15.6,,,2.6,
Carlos Henderson,WR,1994-12-19,Louisiana Tech,CUSA,2017,3,2016.0,21.70294318959617,0.3718050114061836,0.0,0.0646716933710336,2016.0,,,,15.2,,48.0,,,,,,59.9,,,,0.0,0.0,,,4.7,,4.0,,,,185.3,,0.0,,,7.0,0.0,0.0,,,,19.0,,1535.0,82.0,97.1,431.0,,2.0,133.0,,,,,4.7,21.0,137.0,43.0,5087.0,30.0,2122.0,,,,95.0,422.0,785.0,9.6,,18.7,,,3.55,
Chris Godwin,WR,1996-02-27,Penn State,Big Ten,2017,3,2015.0,19.509924709103355,0.3241757203589985,0.0,0.0026541445487954,2016.0,,,,15.5,,9.0,,,,,,64.1,,,,0.0,0.0,,,7.8,,5.0,,,,45.0,,0.0,,,1.0,0.0,0.0,,,,11.0,,982.0,59.0,95.5,425.0,,0.0,13.0,,,,,1.6,7.0,92.0,29.0,3650.0,34.0,2449.0,,,,98.4,438.0,266.0,4.5,,16.6,,,2.31,
Kareem Hunt,RB,1995-08-06,Toledo,MAC,2017,3,2013.0,18.072553045859,0.0588914908608612,0.0,0.585044668755076,2016.0,,,261.0,,,76.0,,19.0,29.3,431.0,,,,,,,,,1473.0,,,0.0,22.0,76.0,904.0,112.4,49.0,0.0,154.0,,,0.0,0.0,,,,1.0,403.0,403.0,41.0,,188.0,278.0,10.0,1475.0,,,0.0,0.0,,,43.0,46.0,4196.0,17.0,2535.0,302.0,,,,,,,904.0,,3.46,5.6,2.14,102.0
Davis Webb,QB,1995-01-22,California,Pac-12,2017,3,2013.0,18.60917180013689,0.0,0.9987227124941942,0.1578023758099352,2016.0,69.8,592.0,620.0,8.9,2.32,2.0,34.0,0.0,0.0,0.0,5.1,,61.6,382.0,,,,136.0,-5.0,7.5,642.0,31.0,0.0,2.0,13.0,10.2,0.0,6.0,2.0,6.0,12.0,37.0,4295.0,687.0,11.8,94.1,0.0,0.0,0.0,0.0,,0.0,394.0,6.0,-110.0,2.5,16.0,14.0,4.0,,,0.0,37.0,4306.0,16.0,1852.0,16.0,28.0,4.1,,,,,22.0,,1.1,6.9,,9.0
D'Onta Foreman,RB,1996-04-24,Texas,Big 12,2017,3,2015.0,19.353867214236825,0.0124007936507936,0.0,0.6296167784717404,2016.0,,,323.0,,,64.0,,29.0,40.7,821.0,,,,,,,,,2016.0,,,1.0,1.0,64.0,1142.0,69.6,47.0,7.0,168.0,,,0.0,0.0,,,,0.0,75.0,75.0,7.0,,143.0,388.0,15.0,2028.0,,,0.0,0.0,,,8.0,21.0,3024.0,27.0,2882.0,330.0,,,,,,,1142.0,,3.54,6.2,0.52,147.0
Kenny Golladay,WR,1993-11-03,Northern Illinois,MAC,2017,3,2015.0,21.82614647501711,0.4178784550068392,0.0,0.04458188143025465,2015.5,,,,13.95,,7.5,,,,,,58.95,,,,0.0,0.0,,,2.9000000000000004,,2.5,,,,24.6,,1.5,,,2.5,0.0,0.0,,,,9.0,,1142.5,80.0,96.5,417.0,,1.5,103.0,,,,,11.8,52.0,135.5,21.0,2803.0,29.0,2769.5,,,,87.95,379.0,349.5,4.5,,14.350000000000001,,,2.745,
Chad Williams,WR,1979-01-22,Southern Mississippi,CUSA,2017,3,,,0.0,0.0,0.0101860053144375,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,23.0,,,,,,,,15.0,2433.0,15.0,1129.0,,,,,,,,,,,,,
Jonnu Smith,TE,1995-08-22,Florida International,CUSA,2017,3,2013.0,18.028747433264886,0.3205179001425131,0.0,0.000701065619742,2015.0,,,,6.300000000000001,,13.5,,,,,,67.2,,,,0.0,0.0,,,12.600000000000001,,7.0,,,,51.2,,0.5,,,2.5,0.0,0.0,,,,6.0,,608.0,51.5,88.05,357.0,,0.0,2.5,,,,,47.7,191.0,76.0,17.0,2368.0,13.5,1642.5,,,,1.25,5.0,391.0,7.5,,11.65,,,1.67,
C.J. Beathard,QB,1993-11-16,Iowa,Big Ten,2017,3,2015.0,21.790554414784395,0.0,0.9875853377234594,0.08643157801650775,2015.5,72.7,297.5,334.5,7.85,2.8,10.0,13.5,0.5,6.8,28.5,3.9000000000000004,,58.5,196.5,,,,158.5,66.0,9.35,396.0,19.5,0.0,2.5,51.5,6.4,10.0,5.0,1.5,8.0,7.5,17.0,2369.0,413.5,18.9,87.45,0.0,0.0,0.0,0.0,,1.0,454.0,4.0,112.0,7.5,29.5,240.5,32.0,,,0.0,17.0,2426.5,29.0,2389.0,42.5,11.5,2.8499999999999996,,,,,163.0,,2.085,7.0,0.0,1.0
James Conner,RB,1995-05-05,Pitt,ACC,2017,3,2013.0,18.327173169062284,0.06915175170882985,0.0,0.5262310888638042,2015.0,,,256.0,,,64.5,,23.0,42.1,568.0,,,,,,,,,1426.5,,,1.0,3.0,64.5,747.0,70.85,41.5,2.0,91.5,,,0.0,0.0,,,,2.0,186.0,186.0,13.0,,104.0,345.0,21.0,1428.5,,,0.0,0.0,,,15.5,22.5,2649.5,35.5,3084.0,269.0,,,,,,,747.0,,2.92,5.5,1.5899999999999999,85.5
Amara Darboh,WR,1994-02-01,Michigan,Big Ten,2017,3,2014.0,20.580424366872005,0.3313860667634252,0.0,0.0,2016.0,,,,14.9,,7.0,,,,,,56.4,,,,0.0,0.0,,,9.5,,6.0,,,,,,0.0,,,1.0,0.0,0.0,,,,7.0,,862.0,57.0,97.0,352.0,,0.0,0.0,,,,,9.1,33.0,101.0,20.0,2756.0,41.0,2773.0,,,,90.9,330.0,312.0,5.5,,15.1,,,2.45,
Dede Westbrook,WR,1993-11-21,Oklahoma,Big 12,2017,4,2016.0,22.77891854893908,0.3819995274580618,0.0,0.0164014290354011,2016.0,,,,11.4,,20.0,,,,,,76.9,,,,0.0,0.0,,,4.8,,4.0,,,,77.6,,1.0,,,2.0,0.0,0.0,,,,17.0,,1524.0,80.0,94.2,373.0,,0.0,101.0,,,,,13.9,55.0,104.0,43.0,4134.0,30.0,3079.0,,,,85.6,339.0,778.0,9.7,,19.0,,,4.07,
Samaje Perine,RB,1995-09-16,Oklahoma,Big 12,2017,4,2014.0,18.9596167008898,0.02242829153128155,0.0,0.44345828922804054,2015.0,,,229.0,,,52.5,,22.5,41.849999999999994,599.0,,,,,,,,,1388.0,,,0.0,3.5,52.5,792.5,77.9,38.5,2.0,82.5,,,0.0,0.0,,,,0.5,107.0,107.0,12.5,,123.5,278.0,16.5,1386.5,,,0.0,0.0,,,13.0,30.0,3390.0,35.0,3237.0,241.5,,,,,,,792.5,,3.4349999999999996,5.95,0.9199999999999999,49.0
Josh Reynolds,WR,1995-02-16,Texas A&M,SEC,2017,4,2014.0,19.540041067761805,0.3966174253843835,0.0,0.0,2016.0,,,,14.7,,4.0,,,,,,64.9,,,,0.0,0.0,,,9.0,,6.0,,,,,,0.0,,,4.0,0.0,0.0,,,,12.0,,1039.0,61.0,95.5,445.0,,0.0,0.0,,,,,3.6,17.0,94.0,25.0,3317.0,28.0,2754.0,,,,96.4,449.0,300.0,4.9,,17.0,,,2.33,
Mack Hollins,WR,1993-09-16,North Carolina,ACC,2017,4,2014.0,20.958247775496236,0.2305032468958972,0.0,0.0,2015.0,,,,20.1,,0.0,,,,,,58.8,,,,0.0,0.0,,,16.7,,6.0,,,,,,1.0,,,0.0,0.0,0.0,,,,8.0,,745.0,30.0,92.6,226.0,,0.0,0.0,,,,,8.6,21.0,51.0,31.0,3671.0,40.0,3146.0,,,,90.2,220.0,218.0,7.3,,24.8,,,3.3,
Tarik Cohen,RB,1995-07-26,CHI,,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Williams,RB,1993-09-04,Utah,Pac-12,2017,4,2016.0,22.99247091033539,0.0189918352857649,0.0,0.4528756290438533,2016.0,,,210.0,,,31.0,,22.0,48.2,670.0,,,,,,,,,1389.0,,,3.0,4.0,31.0,718.0,54.6,36.0,5.0,92.0,,,0.0,0.0,,,,0.0,107.0,107.0,9.0,,135.0,244.0,10.0,1407.0,,,0.0,0.0,,,13.0,15.0,2817.0,25.0,2782.0,219.0,,,,,,,718.0,,3.42,6.6,0.79,116.0
Michael Roberts,TE,1994-05-07,Army,Ind,2017,4,2016.0,22.321697467488026,0.2374259128776888,0.0,0.0,2016.0,,,,11.3,,4.0,,,,,,70.3,,,,0.0,0.0,,,6.3,,3.0,,,,,,0.0,,,2.0,0.0,0.0,,,,16.0,,533.0,45.0,80.6,362.0,,0.0,0.0,,,,,44.1,198.0,64.0,46.0,4196.0,17.0,2535.0,,,,3.8,17.0,161.0,3.6,,11.8,,,1.47,
Josh Malone,WR,1996-03-21,Tennessee,SEC,2017,4,2016.0,20.449007529089663,0.3532027649769585,0.0,0.0,2016.0,,,,15.9,,7.0,,,,,,67.6,,,,0.0,0.0,,,5.7,,3.0,,,,,,0.0,,,1.0,0.0,0.0,,,,11.0,,972.0,50.0,97.1,399.0,,0.0,0.0,,,,,10.7,44.0,74.0,28.0,3100.0,31.0,2668.0,,,,89.3,367.0,292.0,5.8,,19.4,,,2.44,
Donnel Pumphrey,RB,1994-12-06,San Diego State,MWC,2017,4,2013.0,18.7378507871321,0.0457955269467957,0.0,0.6283355533307226,2015.0,,,312.5,,,63.5,,32.0,45.2,905.0,,,,,,,,,1995.5,,,3.0,5.0,63.5,1005.5,64.85,55.5,3.0,159.5,,,0.0,0.0,,,,0.0,198.0,195.5,25.0,,170.0,352.0,18.5,2000.0,,,0.0,0.0,,,36.0,15.0,2171.0,30.0,3245.0,337.5,,,,,,,1005.5,,3.1900000000000004,6.449999999999999,1.16,58.0
Ryan Switzer,WR,1994-11-04,North Carolina,ACC,2017,4,2016.0,21.82614647501711,0.2458934662818158,0.0,0.0036919831223628,2016.0,,,,8.1,,9.0,,,,,,77.0,,,,0.0,0.0,,,3.0,,3.0,,,,0.0,,1.0,,,1.0,0.0,0.0,,,,6.0,,1112.0,97.0,94.6,404.0,,0.0,14.0,,,,,86.9,371.0,126.0,30.0,3811.0,21.0,1896.0,,,,12.4,53.0,556.0,5.7,,11.5,,,2.76,
Jamaal Williams,RB,1995-04-03,BYU,Ind,2017,4,,,0.0,0.0,0.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,315.0,,,,,12.0,775.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Joshua Dobbs,QB,1995-01-26,Tennessee,SEC,2017,4,2014.0,19.59753593429158,0.0185023041474654,0.9573041474654378,0.3492830197804323,2016.0,72.4,344.0,360.0,8.6,2.8,33.0,16.0,14.0,47.1,485.0,4.3,,62.5,225.0,,,,153.0,780.0,9.6,418.0,24.0,0.0,25.0,467.0,120.3,33.0,10.0,47.0,2.0,12.0,27.0,2946.0,430.0,16.3,99.3,1.0,4.0,4.0,1.0,,1.0,433.0,12.0,831.0,6.0,25.0,253.0,29.0,,,1.0,28.0,3100.0,31.0,2668.0,99.0,18.0,4.2,,,,,687.0,,5.41,8.2,4.0,34.0
Jehu Chesson,WR,1993-12-29,Michigan,Big Ten,2017,4,2015.0,21.672826830937716,0.3379103097549699,0.0,0.0747132645528367,2015.0,,,,13.7,,3.0,,,,,,63.3,,,,0.0,0.0,,,9.1,,5.0,,,,81.9,,0.0,,,1.0,0.0,0.0,,,,9.0,,764.0,50.0,96.1,365.0,,2.0,155.0,,,,,29.2,111.0,79.0,21.0,3090.0,27.0,2057.0,,,,66.8,254.0,283.0,5.7,,15.3,,,2.1,
Wayne Gallman,RB,1994-10-01,Clemson,ACC,2017,4,2014.0,19.917864476386036,0.0151726891595128,0.0,0.5050554468362687,2016.0,,,232.0,,,56.0,,12.0,28.0,317.0,,,,,,,,,1131.0,,,1.0,5.0,56.0,691.0,72.1,28.0,2.0,97.0,,,0.0,0.0,,,,0.0,143.0,152.0,20.0,,266.0,343.0,17.0,1133.0,,,0.0,0.0,,,26.0,45.0,5009.0,30.0,2555.0,252.0,,,,,,,691.0,,2.98,4.9,0.54,128.0
Chad Hansen,WR,1995-01-18,California,Pac-12,2017,4,2016.0,21.620807665982205,0.2936788390806041,0.0,0.0,2016.0,,,,11.6,,7.0,,,,,,63.9,,,,0.0,0.0,,,4.2,,4.0,,,,,,0.0,,,2.0,0.0,0.0,,,,11.0,,1249.0,92.0,93.4,399.0,,0.0,0.0,,,,,2.6,11.0,144.0,37.0,4306.0,16.0,1852.0,,,,97.0,414.0,445.0,4.8,,13.6,,,3.13,
Marlon Mack,RB,1996-03-07,South Florida,American,2017,4,2014.0,18.48596851471595,0.03623813150940685,0.0,0.5651768090014417,2015.0,,,187.5,,,33.5,,14.0,48.1,540.5,,,,,,,,,1117.5,,,2.5,5.5,33.5,645.5,66.9,25.0,4.5,79.5,,,0.0,0.0,,,,0.0,193.5,193.5,24.5,,162.5,274.0,12.0,1114.0,,,0.0,0.0,,,34.5,18.5,2651.0,29.0,2505.0,212.0,,,,,,,645.5,,3.4699999999999998,6.0,1.185,41.5
Jake Butt,TE,1995-07-11,Michigan,Big Ten,2017,5,,,0.1990566037735849,0.0,0.0,2016.0,,,,7.2,,6.0,,,,,,69.7,,,,0.0,0.0,,,9.8,,5.0,,,,,,1.0,,,2.0,0.0,0.0,,,,4.0,,546.0,46.0,86.2,275.0,,0.0,0.0,,,,,16.0,51.0,66.0,20.0,2756.0,41.0,2773.0,,,,4.4,14.0,294.0,6.4,,11.9,,,1.99,
George Kittle,TE,1993-10-09,Iowa,Big Ten,2017,5,2015.0,21.894592744695416,0.2118181826440299,0.0,0.0,2015.5,,,,7.35,,4.0,,,,,,70.55,,,0.0,0.0,1.0,,,8.4,,2.0,,,,,,0.5,,,1.0,0.0,0.0,,,,5.0,,302.0,21.0,78.30000000000001,155.0,,0.0,0.0,,,,,26.65,61.0,30.5,17.0,2426.5,29.0,2389.0,,,,3.65,5.0,148.5,7.1,,14.25,,,2.27,
