player_name,pos,birth_date,team,conf,draft_year,draft_round,breakout_year,breakout_age,DOM,PDOM,RDOM,Year,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,avoided_tackles,big_time_throws,breakaway_attempts,breakaway_percent,breakaway_yards,btt_rate,caught_percent,completion_percent,completions,contested_catch_rate,contested_receptions,contested_targets,def_gen_pressures,designed_yards,drop_rate,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,fumbles,gap_attempts,hit_as_threw,interceptions,pass_tds,pass_yds,passing_snaps,pressure_to_sack_rate,qb_rating,rec_tds,rec_yards,rec_yds,receptions,route_rate,routes,run_plays,rush_tds,rush_yds,sack_percent,sacks,scramble_yards,scrambles,slot_rate,slot_snaps,targets,team_pr_tds,team_pr_yds,team_ru_tds,team_ru_yds,total_touches,turnover_worthy_plays,twp_rate,wide_rate,wide_snaps,yards_after_catch,yards_after_catch_per_reception,yards_after_contact,yards_per_reception,yco_attempt,ypa,yprr,zone_attempts
Jeff Dugan,TE,1981-04-08,Maryland,ACC,2004,7,,,0.1141453292616083,0.0,0.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,319.0,,,,,0.0,0.0,,,,,,,,11.0,2322.0,18.0,1365.0,,,,,,,,,,,,,
Matt Mauck,QB,1979-02-12,LSU,SEC,2004,7,2003.0,24.550308008213552,0.0,0.9003479684781497,0.0394871794871794,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,2825.0,,,,0.0,,0.0,,,,,1.0,97.0,,,,,,,,30.0,3257.0,24.0,2600.0,,,,,,,,,,,,,
Casey Cramer,RB,1982-01-05,New Mexico State,Sun Belt,2004,7,,,-0.0008506294658046,0.077438213368802,0.0869422572178477,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,188.0,,,,0.0,,-5.0,,,,,1.0,184.0,,,,,,,,22.0,2939.0,12.0,2032.0,,,,,,,,,,,,,
Michael Gaines,TE,1980-03-30,UCF,MAC,2004,7,,,0.0571473008987196,0.0,0.0,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,191.0,,,,,0.0,0.0,,,,,,,,31.0,3837.0,18.0,1396.0,,,,,,,,,,,,,
Derrick Ward,RB,1980-08-30,Fresno State,WAC,2004,7,,,0.0,0.0,0.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,49.0,,,,,4.0,189.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Erik Jensen,TE,1970-07-20,Iowa,Big Ten,2004,7,,,0.0697525436502951,0.0,0.0,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,182.0,,,,,0.0,0.0,,,,,,,,19.0,2095.0,20.0,2248.0,,,,,,,,,,,,,
Sean McHugh,RB,1982-05-27,Penn State,Big Ten,2004,7,,,0.0857420019005384,0.0,0.1945745511319281,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,185.0,,,,,3.0,256.0,,,,,,,,11.0,2296.0,14.0,1464.0,,,,,,,,,,,,,
Bruce Perry,RB,1981-03-22,Maryland,ACC,2004,7,2001.0,20.44626967830253,0.07922350440588595,0.0,0.33781330508881313,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,200.5,,,,,8.0,977.5,,,,,,,,16.5,2702.0,28.5,2457.5,,,,,,,,,,,,,
Derek Abney,WR,1980-12-19,Kentucky,SEC,2004,7,2001.0,20.700889801505816,0.2658468443711642,0.0,0.0493004663557628,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,5.0,,616.0,,,,,0.0,148.0,,,,,,,,18.0,2426.0,24.0,1501.0,,,,,,,,,,,,,
Courtney Anderson,TE,1980-11-19,San Jose State,WAC,2004,7,,,0.0,0.0,0.0,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,155.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Brandon Miree,RB,1981-04-14,Pitt,Big East,2004,7,2000.0,19.38398357289528,0.0029115934356802,0.0,0.3171575102960603,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,11.0,,,,,6.0,426.0,,,,,,,,7.0,1889.0,17.0,1514.0,,,,,,,,,,,,,
B.J. Symons,QB,1980-11-19,Texas Tech,Big 12,2004,7,2003.0,22.781656399726216,0.0,0.9625679797976714,0.1761811023622047,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,5833.0,,,,0.0,,0.0,,,,,5.0,143.0,,,,,,,,53.0,6179.0,20.0,1397.0,,,,,,,,,,,,,
Bradlee Van Pelt,QB,1980-07-03,Colorado State,MWC,2004,7,2001.0,21.163586584531146,0.0,0.8727667249055966,0.3832661290322581,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,2845.0,,,,0.0,,0.0,,,,,10.0,909.0,,,,,,,,22.0,3226.0,25.0,2480.0,,,,,,,,,,,,,
Alex Smith,QB,1982-05-22,Georgia Southern,Sun Belt,2005,1,,,0.003309968847352,0.8786764705882353,0.2173416407061267,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2247.0,,,,0.0,,17.0,,,,,5.0,452.0,,,,,,,,17.0,2568.0,25.0,1926.0,,,,,,,,,,,,,
Ronnie Brown,RB,1981-12-12,Auburn,SEC,2005,1,2002.0,20.720054757015745,0.03925610690580275,0.0,0.28240487551657584,2002.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.5,,123.0,,,,,9.0,727.0,,,,,,,,14.0,2444.5,32.0,2520.0,,,,,,,,,,,,,
Braylon Edwards,WR,1983-02-21,Michigan,Big Ten,2005,1,2002.0,19.526351813826142,0.5379248658318425,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,15.0,,1330.0,,,,,0.0,0.0,,,,,,,,25.0,2795.0,15.0,1843.0,,,,,,,,,,,,,
Cedric Benson,RB,1982-12-28,Texas,Big 12,2005,1,2001.0,18.677618069815196,0.03168369138765895,0.0,0.5544109179991143,2002.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.5,,119.5,,,,,16.5,1326.5,,,,,,,,24.0,2968.5,32.0,2392.5,,,,,,,,,,,,,
Cadillac Williams,RB,1982-04-21,Auburn,SEC,2005,1,2001.0,19.364818617385353,0.0040016006402561,0.0038015206082432,0.5388273411371238,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,,,,0.0,,20.0,,,,,17.0,1307.0,,,,,,,,10.0,2499.0,32.0,2392.0,,,,,,,,,,,,,
Troy Williamson,WR,1983-04-30,South Carolina,SEC,2005,1,2002.0,19.34017796030116,0.4588311325368546,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,7.0,,835.0,,,,,0.0,0.0,,,,,,,,13.0,2202.0,14.0,1856.0,,,,,,,,,,,,,
Mike Williams,WR,1980-01-11,Nebraska,Big Ten,2005,1,2000.0,20.640657084188913,0.3707220145284338,0.0023821464393179,0.0024298056155507,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,,,,14.0,,1265.0,,,,,0.0,9.0,,,,,,,,33.0,3988.0,25.0,1852.0,,,,,,,,,,,,,
Matt Jones,WR,1983-04-22,Ole Miss,SEC,2005,1,2001.0,18.362765229295004,0.006631299734748,0.8667256115531977,0.2137994957733946,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1592.0,,,,0.0,,25.0,,,,,5.0,614.0,,,,,,,,18.0,1885.0,22.0,3065.0,,,,,,,,,,,,,
Mark Clayton,WR,1982-07-02,Oklahoma,Big 12,2005,1,2003.0,21.166324435318277,0.29610138909442824,0.0,0.00754625121713725,2003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,11.5,,1150.5,,,,,0.0,31.0,,,,,,,,39.5,3698.0,24.5,2381.5,,,,,,,,,,,,,
Aaron Rodgers,QB,1983-12-02,California,Pac-10,2005,1,2003.0,19.74811772758385,0.0017680339462517,0.898121955052648,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,2566.0,,,,0.0,,10.0,,,,,0.0,0.0,,,,,,,,27.0,2828.0,30.0,3081.0,,,,,,,,,,,,,
Jason Campbell,QB,1981-12-31,Auburn,SEC,2005,1,2002.0,20.66803559206023,0.0,0.89552046353214,0.00770798494983275,2003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2483.5,,,,0.0,,0.0,,,,,0.5,-0.5,,,,,,,,17.5,2792.5,29.5,2387.5,,,,,,,,,,,,,
Roddy White,WR,1981-11-02,UAB,CUSA,2005,1,2001.0,19.83025325119781,0.5054819895366592,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,14.0,,1452.0,,,,,0.0,0.0,,,,,,,,26.0,3073.0,18.0,1763.0,,,,,,,,,,,,,
Heath Miller,TE,1982-10-22,Virginia,ACC,2005,1,2003.0,20.85968514715948,0.4026047274778239,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,5.0,,541.0,,,,,0.0,0.0,,,,,,,,9.0,2167.0,34.0,2914.0,,,,,,,,,,,,,
Reggie Brown,WR,1981-01-13,Tulane,American,2005,2,2003.0,22.63107460643395,0.2696837146702557,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,6.0,,860.0,,,,,0.0,0.0,,,,,,,,24.0,2972.0,16.0,1882.0,,,,,,,,,,,,,
Mark Bradley,WR,1982-01-29,Oklahoma,Big 12,2005,2,,,0.1716612761943265,0.0045482110369921,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,,,,7.0,,491.0,,,,,0.0,0.0,,,,,,,,36.0,3298.0,22.0,2709.0,,,,,,,,,,,,,
J.J. Arrington,RB,1983-01-23,California,Pac-10,2005,2,2003.0,20.605065023956193,0.0775930210140736,0.0,0.2181057482415717,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,178.0,,,,,5.0,607.0,,,,,,,,28.0,3705.0,28.0,2356.0,,,,,,,,,,,,,
Eric Shelton,RB,1983-06-23,Louisville,CUSA,2005,2,2003.0,20.191649555099247,0.0028031867807612,0.0,0.2760331374626722,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,19.0,,,,,10.0,790.0,,,,,,,,20.0,3389.0,35.0,2966.0,,,,,,,,,,,,,
Roscoe Parrish,WR,1982-07-16,Miami (FL),ACC,2005,2,2004.0,22.130047912388775,0.3050400879348248,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,8.0,,693.0,,,,,0.0,0.0,,,,,,,,22.0,2812.0,16.0,1572.0,,,,,,,,,,,,,
Terrence Murphy,WR,1982-12-15,Texas A&M,Big 12,2005,2,2001.0,18.713210130047912,0.24391786741902616,0.0,0.0055821371610845,2002.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,619.5,,,,,0.0,14.0,,,,,,,,13.5,2621.5,19.0,1630.5,,,,,,,,,,,,,
Vincent Jackson,WR,1983-01-14,Texas A&M,SEC,2005,2,,,0.0,0.0,0.0086055497014401,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,49.0,,,,,,,,25.0,3284.0,28.0,2847.0,,,,,,,,,,,,,
Frank Gore,RB,1983-05-14,Miami (FL),ACC,2005,3,,,0.0,0.0,0.0,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,14.0,,,,,5.0,562.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Charlie Frye,QB,1981-08-28,Akron,MAC,2005,3,2001.0,20.01095140314853,0.0,0.9977229601518028,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2623.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,18.0,2635.0,13.0,1070.0,,,,,,,,,,,,,
Courtney Roby,WR,1983-01-10,Indiana,Big Ten,2005,3,2002.0,19.641341546885695,0.4668881630814281,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,7.0,,810.0,,,,,0.0,0.0,,,,,,,,13.0,2049.0,13.0,1476.0,,,,,,,,,,,,,
Andrew Walter,QB,1982-05-11,Arizona State,Pac-10,2005,3,2002.0,20.309377138945926,-0.0005252100840336,0.8923238910422875,-0.02219460227272725,2003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,3097.0,,,,0.0,,-4.0,,,,,0.0,-62.5,,,,,,,,30.0,3549.5,8.5,1412.5,,,,,,,,,,,,,
Alex Smith,TE,1982-05-22,Georgia Southern,Sun Belt,2005,3,,,0.1699247207382224,0.0,0.0,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,185.0,,,,,0.0,0.0,,,,,,,,12.0,2059.0,10.0,1054.0,,,,,,,,,,,,,
Vernand Morency,RB,1980-02-04,Oklahoma State,Big 12,2005,3,2003.0,23.57289527720739,0.0039047247169074,0.0,0.2797805805473019,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,20.0,,,,,8.0,918.0,,,,,,,,21.0,2561.0,34.0,2831.0,,,,,,,,,,,,,
Ryan Moats,RB,1982-12-17,Louisiana Tech,WAC,2005,3,,,0.0,0.0,0.0,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,74.0,,,,,0.0,38.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Chris Henry,WR,1983-05-17,Arizona,Pac-10,2005,3,,,0.132034632034632,0.0,0.0027955271565495,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,180.0,,,,,0.0,14.0,,,,,,,,6.0,1848.0,30.0,2504.0,,,,,,,,,,,,,
David Greene,QB,1982-06-22,Nevada-Las Vegas,MWC,2005,3,2001.0,19.195071868583163,0.0,0.8921293688063012,-0.0124584917464748,2003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,2907.5,,,,0.0,,0.0,,,,,0.5,-90.0,,,,,,,,19.0,3203.5,19.0,1885.5,,,,,,,,,,,,,
Kevin Everett,TE,1982-02-05,Miami (FL),ACC,2005,3,,,0.0551209103840682,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,310.0,,,,,0.0,0.0,,,,,,,,22.0,2812.0,16.0,1572.0,,,,,,,,,,,,,
Brandon Jones,WR,1982-03-20,UTEP,CUSA,2005,3,,,0.1795288683078529,0.0,0.0,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,8.0,,709.0,,,,,0.0,0.0,,,,,,,,43.0,4098.0,27.0,2054.0,,,,,,,,,,,,,
Maurice Clarett,RB,1983-10-29,Ohio State,Big Ten,2005,3,2002.0,18.84188911704312,0.0928718703976436,0.0,0.4890204533956491,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,104.0,,,,,16.0,1237.0,,,,,,,,14.0,2425.0,31.0,2678.0,,,,,,,,,,,,,
Kyle Orton,QB,1982-11-14,Purdue,Big Ten,2005,4,2002.0,19.797399041752225,0.0,0.8864454740712405,0.06469524793388425,2003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,2987.5,,,,0.0,,0.0,,,,,1.5,118.5,,,,,,,,27.0,3383.0,16.5,1720.0,,,,,,,,,,,,,
Marion Barber III,RB,1983-06-10,Minnesota,Big Ten,2005,4,2001.0,18.22861054072553,0.0222763010108573,0.0028079371022089,0.3438674716911297,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,,,,0.0,,119.0,,,,,17.0,1196.0,,,,,,,,18.0,2671.0,46.0,3759.0,,,,,,,,,,,,,
Brandon Jacobs,RB,1982-07-06,Ole Miss,SEC,2005,4,,,0.0246013291918999,0.0,0.1432595690306092,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,63.0,,,,,4.0,123.0,,,,,,,,31.0,3718.0,18.0,1913.0,,,,,,,,,,,,,
Ciatrick Fason,RB,1982-10-29,Florida,SEC,2005,4,2003.0,20.840520191649556,0.097257053291536,0.0,0.2250112900797832,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,142.0,,,,,3.0,583.0,,,,,,,,20.0,3190.0,21.0,1898.0,,,,,,,,,,,,,
Jerome Mathis,WR,1983-07-26,North Texas,Sun Belt,2005,4,,,0.0,0.0,0.0087719298245614,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,39.0,,,,,,,,15.0,2681.0,27.0,2223.0,,,,,,,,,,,,,
Craphonso Thorpe,WR,1983-06-27,Florida State,ACC,2005,4,2003.0,20.18069815195072,0.27121196186062796,0.0,0.00158775981524245,2003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,6.5,,745.0,,,,,0.0,5.5,,,,,,,,18.5,3015.5,19.5,1838.0,,,,,,,,,,,,,
Chase Lyman,WR,1982-09-04,California,Pac-10,2005,4,,,0.1657891979674157,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,5.0,,414.0,,,,,0.0,0.0,,,,,,,,27.0,2828.0,30.0,3081.0,,,,,,,,,,,,,
Manuel White,RB,1982-07-02,UCLA,Pac-10,2005,4,2002.0,20.16700889801506,0.0191360363774156,0.0,0.2949410422213769,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,101.0,,,,,3.0,379.0,,,,,,,,12.0,2639.0,11.0,1195.0,,,,,,,,,,,,,
Stefan Lefors,QB,1981-06-07,Louisville,CUSA,2005,4,2003.0,22.234086242299796,0.0128688403658896,0.8170955356531896,0.0555654561217609,2003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,2870.5,,,,0.5,,2.5,,,,,1.5,202.5,,,,,,,,23.5,3426.0,41.0,2985.5,,,,,,,,,,,,,
Alvin Pearman,RB,1982-08-10,Virginia,ACC,2005,4,2001.0,19.06091718001369,0.1648746926175901,0.0,0.3075466453563115,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,4.0,,518.0,,,,,4.0,643.0,,,,,,,,23.0,3324.0,17.0,1693.0,,,,,,,,,,,,,
Darren Sproles,RB,1983-06-20,Kansas State,Big 12,2005,4,2002.0,19.200547570157426,0.0850408035153797,0.0,0.4800649918760155,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,287.0,,,,,16.0,1986.0,,,,,,,,25.0,3186.0,42.0,3429.0,,,,,,,,,,,,,
Fred Gibson,WR,1993-07-19,Georgia,SEC,2005,4,2001.0,8.120465434633813,0.2841386678176777,0.0,0.0037772803581421,2002.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,6.5,,786.5,,,,,0.0,13.5,,,,,,,,21.5,2973.0,16.0,1834.5,,,,,,,,,,,,,
Roydell Williams,WR,1981-03-14,Florida State,ACC,2005,4,2001.0,20.468172484599588,0.3746740638002773,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,12.0,,826.0,,,,,0.0,0.0,,,,,,,,28.0,2575.0,11.0,1392.0,,,,,,,,,,,,,
Airese Currie,WR,1982-11-16,Clemson,ACC,2005,5,2004.0,21.793292265571527,0.3526203134709659,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,868.0,,,,,0.0,0.0,,,,,,,,7.0,2069.0,15.0,1183.0,,,,,,,,,,,,,
Damien Nash,RB,1982-04-14,Missouri,Big 12,2005,5,,,0.0600423672712829,0.0,0.1406194056569996,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,105.0,,,,,5.0,462.0,,,,,,,,14.0,2158.0,38.0,3087.0,,,,,,,,,,,,,
Jerome Collins,TE,1982-08-18,Notre Dame,Ind,2005,5,,,0.0,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,67.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Dan Orlovsky,QB,1983-08-18,Connecticut,Big East,2005,5,,,0.0,0.0,0.0,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1379.0,,,,0.0,,0.0,,,,,2.0,-117.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Adrian McPherson,QB,1983-05-08,Florida State,ACC,2005,5,,,0.0,0.3943034404963339,0.0343773873185637,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1017.0,,,,0.0,,0.0,,,,,0.0,180.0,,,,,,,,27.0,2955.0,20.0,2618.0,,,,,,,,,,,,,
Larry Brackins,WR,1982-11-05,TAM,,2005,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Green,RB,1982-04-30,Vanderbilt,SEC,2005,5,,,0.0,0.0,0.0702845366788387,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,1.0,133.0,,,,,,,,5.0,1927.0,17.0,1627.0,,,,,,,,,,,,,
Rasheed Marshall,WR,1981-07-11,West Virginia,Big East,2005,5,,,0.0,0.0,0.0,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,327.0,,,,0.0,,0.0,,,,,3.0,210.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Bo Scaife,TE,1981-01-06,Texas,Big 12,2005,6,,,0.1710791729702471,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,348.0,,,,,0.0,0.0,,,,,,,,12.0,1983.0,41.0,3590.0,,,,,,,,,,,,,
Cedric Houston,RB,1982-06-28,Tennessee,SEC,2005,6,2002.0,20.177960301163587,0.0162597456529978,0.0,0.313045264861182,2002.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,94.5,,,,,4.0,761.5,,,,,,,,21.0,2834.5,17.5,1878.5,,,,,,,,,,,,,
Chad Owens,WR,1982-04-03,Hawaii,WAC,2005,6,,,0.0,0.0,0.0,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,57.0,,,,,1.0,51.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Tab Perry,WR,1982-01-20,UCLA,Pac-10,2005,6,,,0.1636258697534229,0.0,0.0,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,416.0,,,,,0.0,0.0,,,,,,,,13.0,2399.0,23.0,1869.0,,,,,,,,,,,,,
Dante Ridgeway,WR,1984-04-18,Ball State,MAC,2005,6,2002.0,18.3709787816564,0.5899770086372957,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,8.0,,1399.0,,,,,0.0,0.0,,,,,,,,14.0,2299.0,11.0,1257.0,,,,,,,,,,,,,
Craig Bragg,WR,1982-03-15,UCLA,Pac-10,2005,6,2002.0,20.465434633812457,0.29521736551141364,0.0,0.0,2003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,4.5,,774.0,,,,,0.0,0.0,,,,,,,,17.0,2670.0,14.5,1707.0,,,,,,,,,,,,,
Tony Jackson,TE,1982-07-05,Duke,ACC,2005,6,,,0.0517557781966074,0.0,0.1016483516483516,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,106.0,,,,,0.0,259.0,,,,,,,,17.0,2372.0,9.0,1274.0,,,,,,,,,,,,,
Joel Dreessen,TE,1982-07-26,Colorado State,MWC,2005,6,,,0.1742867084203201,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,427.0,,,,,0.0,0.0,,,,,,,,15.0,2874.0,13.0,1228.0,,,,,,,,,,,,,
DeAndra Cobb,RB,1981-05-18,Michigan State,Big Ten,2005,6,,,0.0112535612535612,0.0,0.0679304897314376,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,79.0,,,,,0.0,172.0,,,,,,,,21.0,3510.0,15.0,1266.0,,,,,,,,,,,,,
Derek Anderson,QB,1983-06-15,Oregon State,Pac-10,2005,6,2002.0,19.21423682409309,0.0,0.987722611980572,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,3615.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,29.0,3706.0,10.0,848.0,,,,,,,,,,,,,
Rick Razzano,RB,1981-01-28,Ole Miss,SEC,2005,7,,,0.0261856270002909,0.0,0.0494698205546492,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,180.0,,,,,1.0,60.0,,,,,,,,21.0,3437.0,20.0,1226.0,,,,,,,,,,,,,
Nehemiah Broughton,RB,1982-11-04,WAS,,2005,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Maxwell,WR,1983-07-08,Oregon,Pac-10,2005,7,,,0.1002046408379868,0.0,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.0,,287.0,,,,,0.0,0.0,,,,,,,,22.0,2621.0,12.0,1746.0,,,,,,,,,,,,,
Paris Warren,WR,1982-09-06,Utah,MWC,2005,7,2003.0,20.985626283367555,0.3518561084932766,0.0033185840707964,0.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,,,,12.0,,1076.0,,,,,0.0,0.0,,,,,,,,33.0,3164.0,36.0,2833.0,,,,,,,,,,,,,
LeRon McCoy,WR,1982-01-24,Navy,Ind,2005,7,,,0.0,0.0,0.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,5.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
